model,match_id,date,market_key,group,line,selection,odds,stake,abs_stake,pnl,abs_pnl,payoff,p_model,p_market,edge,won
m00_baseline,12477131,2024-08-03,OU3.5,OverUnder,3.5,under_35,1.62,0.004019603797899996,4.019603797899996,-0.004019603797899996,-4.019603797899996,-1.0,0.7231701599485414,0.6067961165048543,0.11637404344368707,false
m00_baseline,12477132,2024-08-03,1X2,1X2,0.0,away,4.307789947823633,0.0010409677093665335,1.0409677093665335,-0.0010409677093665335,-1.0409677093665335,-1.0,0.24787630657033524,0.23096760299088834,0.016908703579446904,false
m00_baseline,12477132,2024-08-03,OU2.5,OverUnder,2.5,under_25,2.255421444455187,0.004815164798007634,4.815164798007634,0.005924159923084423,5.9241599230844235,1.2303130155660833,0.5037977150681597,0.4422823514328366,0.06151536363532312,true
m00_baseline,12477132,2024-08-03,BTTS,BTTS,0.0,btts_no,2.32,0.0018216097213355489,1.8216097213355489,-0.0018216097213355489,-1.8216097213355489,-1.0,0.48075489545551237,0.4285714285714286,0.05218346688408376,false
m00_baseline,12477133,2024-08-03,1X2,1X2,0.0,home,2.8671416766361872,0.015168997416452985,15.168997416452985,-0.015168997416452985,-15.168997416452985,-1.0,0.5037356924441115,0.3487794161512202,0.15495627629289133,false
m00_baseline,12477133,2024-08-03,1X2,1X2,0.0,draw,3.60066752624139,0.0032748505869526347,3.2748505869526348,-0.0032748505869526347,-3.2748505869526348,-1.0,0.2483842235736892,0.27772628067214655,-0.029342057098457358,false
m00_baseline,12477134,2024-08-03,1X2,1X2,0.0,home,2.090788730034199,0.003461248181415102,3.461248181415102,-0.003461248181415102,-3.461248181415102,-1.0,0.503732341384644,0.4760926839993652,0.027639657385278738,false
m00_baseline,12477134,2024-08-03,OU1.5,OverUnder,1.5,under_15,4.65,0.0012465476295176734,1.2465476295176734,-0.0012465476295176734,-1.2465476295176734,-1.0,0.25626124741066775,0.21447132629872728,0.041789921111940465,false
m00_baseline,12477134,2024-08-03,OU2.5,OverUnder,2.5,under_25,2.2420906723818654,0.0049183591840481836,4.9183591840481835,0.0059868671046113325,5.986867104611332,1.217248858934228,0.5038036257168869,0.44359702074250335,0.060206604974383515,true
m00_baseline,12477135,2024-08-03,1X2,1X2,0.0,home,2.2653777293536703,0.0074773730442142415,7.477373044214241,-0.0074773730442142415,-7.477373044214241,-1.0,0.5037298169894299,0.44142748780588914,0.06230232918354073,false
m00_baseline,12477135,2024-08-03,OU2.5,OverUnder,2.5,under_25,2.337142857142857,0.008470768346533705,8.470768346533704,0.011100094841297767,11.100094841297768,1.3104,0.5038066874706812,0.42787286063569685,0.0759338268349844,true
m00_baseline,12476632,2024-08-10,1X2,1X2,0.0,away,14.0,0.015837022372914452,15.776011583219626,-0.015837022372914452,-15.776011583219626,-1.0,0.24769177830456085,0.07026259758694109,0.17742918071761976,false
m00_baseline,12476632,2024-08-10,1X2,1X2,0.0,draw,6.6,0.011278502620318067,11.235053142554014,-0.011278502620318067,-11.235053142554014,-1.0,0.24837776617678817,0.149041873669269,0.09933589250751917,false
m00_baseline,12476632,2024-08-10,OU1.5,OverUnder,1.5,under_15,5.8,0.0033213788538291283,3.308583522612423,-0.0033213788538291283,-3.308583522612423,-1.0,0.25626130138350267,0.17024320457796854,0.08601809680553413,false
m00_baseline,12476632,2024-08-10,OU3.5,OverUnder,3.5,under_35,1.6680000000000001,0.012531186859979993,12.482911522095243,0.008203416166017304,8.171813198824431,0.6546400000000001,0.7231019233057759,0.5995203836930456,0.12358153961273033,true
m00_baseline,12476633,2024-08-10,1X2,1X2,0.0,home,2.06,0.0041645187595549995,4.148475303137718,-0.0041645187595549995,-4.148475303137718,-1.0,0.5039125354665965,0.4827523542038539,0.02116018126274266,false
m00_baseline,12476633,2024-08-10,OU2.5,OverUnder,2.5,under_25,2.28,0.009518508197832436,9.481838949776082,0.011940016683361006,11.894018778599115,1.2543999999999997,0.5037611650171593,0.43842364532019706,0.06533751969696222,true
m00_baseline,12476635,2024-08-10,1X2,1X2,0.0,away,3.8007022463551037,0.00011114849140296075,0.11072030123727146,-0.00011114849140296075,-0.11072030123727146,-1.0,0.24774196294481107,0.26270335620261337,-0.014961393257802297,false
m00_baseline,12476635,2024-08-10,1X2,1X2,0.0,home,2.18,0.006176180093620962,6.152386881997184,0.007142134660263281,7.114620190341543,1.1564,0.5038794026571402,0.45800790644233835,0.0458714962148018,true
m00_baseline,12476636,2024-08-10,1X2,1X2,0.0,away,4.379479502000953,0.001614341348643712,1.6081222350882365,-0.001614341348643712,-1.6081222350882365,-1.0,0.24775706438922424,0.2227936429224027,0.02496342146682154,false
m00_baseline,12476636,2024-08-10,1X2,1X2,0.0,draw,4.059750780991914,0.0002203128073547897,0.21946407089157752,-0.0002203128073547897,-0.21946407089157752,-1.0,0.2483787408386391,0.24033992355471284,0.008038817283926247,false
m00_baseline,12476636,2024-08-10,OU3.5,OverUnder,3.5,under_35,1.449230769230769,0.007416174810814579,7.387604624382531,0.0032649424367118453,3.252364522020469,0.44024615384615373,0.7231215629103471,0.6900212314225053,0.03310033148784186,true
m00_baseline,12476794,2024-08-10,1X2,1X2,0.0,home,2.0208872909722593,0.0016281711232317584,1.6218987316389695,0.0016289356230906238,1.6226602863267658,1.000469545152814,0.5099083386408594,0.491772785226495,0.018135553414364403,true
