model,generation,side,match_id,residual
G1 m00_baseline,1,home,12476765,-1.967444374713458
G1 m00_baseline,1,home,12476764,-0.7111835312171153
G1 m00_baseline,1,home,12476762,-0.2573648421269558
G1 m00_baseline,1,home,12476759,-0.16441581754244103
G1 m00_baseline,1,home,12476604,0.2877956390813775
G1 m00_baseline,1,home,12476609,-1.1949531487595397
G1 m00_baseline,1,home,12476610,0.9914486408009745
G1 m00_baseline,1,home,12476601,-1.989134279141856
G1 m00_baseline,1,home,12476605,-2.0669602009507786
G1 m00_baseline,1,home,12476600,2.157109294050965
G1 m00_baseline,1,home,12476598,0.7636832912296713
G1 m00_baseline,1,home,12476599,-1.504584783834266
G1 m00_baseline,1,home,12476597,-0.767684805290563
G1 m00_baseline,1,home,12476602,-0.8023226351386937
G1 m00_baseline,1,home,12476760,0.37276865654444624
G1 m00_baseline,1,home,12476763,-0.054646043068652755
G1 m00_baseline,1,home,12476758,-0.11642395346690337
G1 m00_baseline,1,home,12476757,-0.8961861870654778
G1 m00_baseline,1,home,12476756,-0.8515433931679058
G1 m00_baseline,1,home,12954858,0.21545073935476705
G1 m00_baseline,1,home,12476594,0.8667686864235717
G1 m00_baseline,1,home,12476592,0.029084284256689824
G1 m00_baseline,1,home,12476595,-0.9427420898814266
G1 m00_baseline,1,home,12476593,-0.9862515349716289
G1 m00_baseline,1,home,12476596,0.5905327243333458
G1 m00_baseline,1,home,12476750,-2.1205444701059455
G1 m00_baseline,1,home,12476753,1.364956690242701
G1 m00_baseline,1,home,12476755,-0.8607878203100846
G1 m00_baseline,1,home,12476752,-0.6800425112322868
G1 m00_baseline,1,home,12476751,0.39405379308456173
G1 m00_baseline,1,home,12476749,-2.4850061146744125
G1 m00_baseline,1,home,12476748,-0.2842551168581387
G1 m00_baseline,1,home,12476739,-0.3082094289094861
G1 m00_baseline,1,home,12476741,-0.06660831080467818
G1 m00_baseline,1,home,12476754,2.0039728948378266
G1 m00_baseline,1,home,12476589,0.5144857786555418
G1 m00_baseline,1,home,12476587,0.2738401939156494
G1 m00_baseline,1,home,12476591,0.536758556444916
G1 m00_baseline,1,home,12476590,-0.8146693358070435
G1 m00_baseline,1,home,12476588,-0.1357851455506317
G1 m00_baseline,1,home,12476746,-0.3098112396990016
G1 m00_baseline,1,home,12476747,0.4946235911123826
G1 m00_baseline,1,home,12476742,-0.5114832118785485
G1 m00_baseline,1,home,12476745,-0.7357392821704898
G1 m00_baseline,1,home,12476743,-0.770849985509682
G1 m00_baseline,1,home,12476737,0.09310297618244814
G1 m00_baseline,1,home,12476735,-0.8367748042716151
G1 m00_baseline,1,home,12476744,0.7042943850327963
G1 m00_baseline,1,home,12476738,-0.06311225074749685
G1 m00_baseline,1,home,12476740,-1.2618936759888326
G1 m00_baseline,1,home,12476586,0.6835178732154121
G1 m00_baseline,1,home,12476582,-0.46441585387429385
G1 m00_baseline,1,home,12476579,-1.2548910628762282
G1 m00_baseline,1,home,12476585,0.5111006713080921
G1 m00_baseline,1,home,12476583,-0.34755139206841135
G1 m00_baseline,1,home,12476584,0.20704014181377423
G1 m00_baseline,1,home,12476581,1.3126509054705022
G1 m00_baseline,1,home,12476580,0.5926938197975999
G1 m00_baseline,1,home,12476574,-0.020544466459047298
G1 m00_baseline,1,home,12476578,1.3478173807203104
G1 m00_baseline,1,home,12476731,0.7600869541375006
G1 m00_baseline,1,home,12476548,-0.11159855524857154
G1 m00_baseline,1,home,13179032,-1.3131391767001441
G1 m00_baseline,1,home,13171689,0.28451646612647985
G1 m00_baseline,1,home,12476727,0.5093749325304663
G1 m00_baseline,1,home,12476729,0.0208248468926106
G1 m00_baseline,1,home,12476724,1.8842761653714146
G1 m00_baseline,1,home,12476730,0.7415583594131334
G1 m00_baseline,1,home,12476728,-1.6516006269533874
G1 m00_baseline,1,home,12476720,-0.9482251481216057
G1 m00_baseline,1,home,12476722,-1.7736332478000427
G1 m00_baseline,1,home,12476721,-0.7099078609269743
G1 m00_baseline,1,home,12476725,-0.47489170388826524
G1 m00_baseline,1,home,12476723,0.4849717053122703
G1 m00_baseline,1,home,13171688,0.5654481454553213
G1 m00_baseline,1,home,12476562,-1.1698147926910216
G1 m00_baseline,1,home,12476564,0.8577001251776938
G1 m00_baseline,1,home,12476565,0.3608415065066595
G1 m00_baseline,1,home,13175772,-0.8297937395501488
G1 m00_baseline,1,home,12476563,-1.053841676802562
G1 m00_baseline,1,home,12476556,-0.310653101345233
G1 m00_baseline,1,home,12476558,0.8399531973749117
G1 m00_baseline,1,home,12476561,0.3744045269641993
G1 m00_baseline,1,home,12476560,2.2164773169289234
G1 m00_baseline,1,home,13179034,0.7675020487265413
G1 m00_baseline,1,home,12476726,-1.4056425327133044
G1 m00_baseline,1,home,12476718,-0.8440408835181759
G1 m00_baseline,1,home,12476716,0.6190494076618754
G1 m00_baseline,1,home,12476719,0.5461228591058896
G1 m00_baseline,1,home,12476717,-0.4589460725308175
G1 m00_baseline,1,home,12476713,0.009415198822489267
G1 m00_baseline,1,home,12476715,-0.535711062418335
G1 m00_baseline,1,home,12476714,1.1306005560317243
G1 m00_baseline,1,home,12476710,-0.08133563594516272
G1 m00_baseline,1,home,12476712,0.41636006137701476
G1 m00_baseline,1,home,13175771,-0.6738605114855131
G1 m00_baseline,1,home,13159980,1.533639914381079
G1 m00_baseline,1,home,12476551,-0.4821444745859011
G1 m00_baseline,1,home,12476555,0.5539370491432657
G1 m00_baseline,1,home,12476557,2.184555362503674
G1 m00_baseline,1,home,12476554,0.5936199568388354
G1 m00_baseline,1,home,12476550,-0.4516649321361405
G1 m00_baseline,1,home,12476549,0.41824792934616656
G1 m00_baseline,1,home,12476547,-0.7114325703586625
G1 m00_baseline,1,home,12476552,0.007914642153084557
G1 m00_baseline,1,home,12476553,0.4777720605506285
G1 m00_baseline,1,home,12476711,-0.71945345219582
G1 m00_baseline,1,home,12476708,0.6962602022059943
G1 m00_baseline,1,home,12476707,-0.5420391475450708
G1 m00_baseline,1,home,12476709,-1.3226790158715696
G1 m00_baseline,1,home,12476706,0.023462367699405608
G1 m00_baseline,1,home,12476705,0.04414395201113018
G1 m00_baseline,1,home,12476701,-1.4068420388739102
G1 m00_baseline,1,home,12476539,0.3523890487125954
G1 m00_baseline,1,home,12476545,0.6472046562127904
G1 m00_baseline,1,home,12476546,-0.3365984629808824
G1 m00_baseline,1,home,13217663,0.7124095573604609
G1 m00_baseline,1,home,12476541,0.817094502459962
G1 m00_baseline,1,home,12476544,-1.0249344257176707
G1 m00_baseline,1,home,12476533,-0.5991143234750701
G1 m00_baseline,1,home,13324922,-0.9778036148677558
G1 m00_baseline,1,home,13197505,0.9310682107603594
G1 m00_baseline,1,home,12476697,-0.5649344799127535
G1 m00_baseline,1,home,12476698,-1.2931822674133373
G1 m00_baseline,1,home,12476700,0.3890189772345211
G1 m00_baseline,1,home,12476696,0.9758664291313458
G1 m00_baseline,1,home,13315347,-0.5929965747948648
G1 m00_baseline,1,home,12476531,-1.014421352379255
G1 m00_baseline,1,home,12476529,1.0343502101678845
G1 m00_baseline,1,home,12476538,-1.181370076368101
G1 m00_baseline,1,home,13233442,0.6817197928476204
G1 m00_baseline,1,home,12476519,-0.17894685359952003
G1 m00_baseline,1,home,12476525,-1.1071926055240722
G1 m00_baseline,1,home,12476523,1.921427817296519
G1 m00_baseline,1,home,12476522,1.1205658299372996
G1 m00_baseline,1,home,12476524,-1.3077700000105794
G1 m00_baseline,1,home,12476693,-0.5927876373228399
G1 m00_baseline,1,home,12476695,0.1653927715459508
G1 m00_baseline,1,home,12476691,-2.0969757129045834
G1 m00_baseline,1,home,12476692,-0.6162042910798651
G1 m00_baseline,1,home,12476699,-0.5375379086191867
G1 m00_baseline,1,home,12476689,1.1542183850140972
G1 m00_baseline,1,home,12476685,0.06601024986117394
G1 m00_baseline,1,home,12476686,0.2654553413487145
G1 m00_baseline,1,home,12476690,0.6817198674787733
G1 m00_baseline,1,home,13343736,1.1497048935027832
G1 m00_baseline,1,home,12476521,1.5499520706494128
G1 m00_baseline,1,home,12476514,0.46004130738154886
G1 m00_baseline,1,home,12476518,0.10231757700311185
G1 m00_baseline,1,home,12476520,0.6096223885748253
G1 m00_baseline,1,home,12476515,-0.1303868710261724
G1 m00_baseline,1,home,13348881,-0.5931974366192116
G1 m00_baseline,1,home,13255608,0.8341096731736837
G1 m00_baseline,1,home,12476516,-1.3465235034267908
G1 m00_baseline,1,home,12476512,-0.9057976517433965
G1 m00_baseline,1,home,12476511,1.0958686410745948
G1 m00_baseline,1,home,12476517,0.3373352612918858
G1 m00_baseline,1,home,12476513,0.7919467355428195
G1 m00_baseline,1,home,13391276,-0.5864767533223547
G1 m00_baseline,1,home,12476688,0.9357665955546051
G1 m00_baseline,1,home,12476684,-0.9788287346469542
G1 m00_baseline,1,home,12476681,0.4700395925492426
G1 m00_baseline,1,home,12476682,0.4972517916598848
G1 m00_baseline,1,home,12476679,-0.8758194098411806
G1 m00_baseline,1,home,12476678,0.5320628473765195
G1 m00_baseline,1,home,12476675,0.24277369990863412
G1 m00_baseline,1,home,12476680,1.235155118584535
G1 m00_baseline,1,home,12476677,-1.553108427434115
G1 m00_baseline,1,home,12476508,0.9073722622865596
G1 m00_baseline,1,home,12476510,2.0230900307878388
G1 m00_baseline,1,home,12476506,-0.4477656288014173
G1 m00_baseline,1,home,12476509,0.7149028133139955
G1 m00_baseline,1,home,12476507,-0.0055217196045128
G1 m00_baseline,1,home,12476502,-1.127569553006308
G1 m00_baseline,1,home,12476500,-0.061862035274713165
G1 m00_baseline,1,home,12476501,0.8909520155894022
G1 m00_baseline,1,home,12476505,-1.1421522491434193
G1 m00_baseline,1,home,12476504,-1.051705940566561
G1 m00_baseline,1,home,13415294,0.6004016222867531
G1 m00_baseline,1,home,12476674,0.5013545082065421
G1 m00_baseline,1,home,12476671,1.0823000014820865
G1 m00_baseline,1,home,12476670,0.04837300944312006
G1 m00_baseline,1,home,12476672,-0.5588610807276135
G1 m00_baseline,1,home,12476669,-1.1991158564584887
G1 m00_baseline,1,home,13343733,-0.027343622020793268
G1 m00_baseline,1,home,12476667,0.8620787025659479
G1 m00_baseline,1,home,12476662,-1.7665629602085298
G1 m00_baseline,1,home,12476673,-1.015991956270713
G1 m00_baseline,1,home,12476676,0.5853154036257733
G1 m00_baseline,1,home,12476668,-1.6491312834566723
G1 m00_baseline,1,home,12476526,-0.1658175106008526
G1 m00_baseline,1,home,12476497,0.6484475253320271
G1 m00_baseline,1,home,12476499,-1.8198403434256714
G1 m00_baseline,1,home,12476496,-0.6165216203433779
G1 m00_baseline,1,home,12476498,-1.2010362361728926
G1 m00_baseline,1,home,12476495,0.800776101005933
G1 m00_baseline,1,home,13436762,-0.1965467568154414
G1 m00_baseline,1,home,12476490,-0.1629218780318637
G1 m00_baseline,1,home,12476492,-2.027206168795113
G1 m00_baseline,1,home,12476489,-0.9256249921391846
G1 m00_baseline,1,home,12476493,-1.0943710712106625
G1 m00_baseline,1,home,12476491,-0.9300220797899095
G1 m00_baseline,1,home,13399583,-0.9526552913739538
G1 m00_baseline,1,home,13480337,1.7124223997621029
G1 m00_baseline,1,home,12476665,-0.14565477173460778
G1 m00_baseline,1,home,12476661,0.23462352603114267
G1 m00_baseline,1,home,12476666,-1.570117562921682
G1 m00_baseline,1,home,12476663,-1.720176587297312
G1 m00_baseline,1,home,12476660,0.8042403270789952
G1 m00_baseline,1,home,12640468,-0.1627394902726099
G1 m00_baseline,1,home,12476657,-0.37275654496740185
G1 m00_baseline,1,home,12476659,-1.3122352085417992
G1 m00_baseline,1,home,12476664,-0.9420158754495784
G1 m00_baseline,1,home,12476658,0.9268254989260702
G1 m00_baseline,1,home,13343735,-1.0387199466053307
G1 m00_baseline,1,home,12476485,0.12228217618882407
G1 m00_baseline,1,home,12476487,-1.4066340301581752
G1 m00_baseline,1,home,12476486,0.231372722079068
G1 m00_baseline,1,home,12476488,-1.195511027186288
G1 m00_baseline,1,home,12476494,-0.8366269453579406
G1 m00_baseline,1,home,12476483,2.197526523420098
G1 m00_baseline,1,home,12476484,1.11626974429616
G1 m00_baseline,1,home,12476482,-0.003909379548293955
G1 m00_baseline,1,home,12476478,-0.25850010147554237
G1 m00_baseline,1,home,12476481,-1.2593547198225148
G1 m00_baseline,1,home,12476656,0.3392246614324161
G1 m00_baseline,1,home,12476654,-0.7414027661587502
G1 m00_baseline,1,home,12476652,1.57836639481717
G1 m00_baseline,1,home,12476651,0.3252859766031474
G1 m00_baseline,1,home,12476655,0.49642609886875966
G1 m00_baseline,1,home,12476648,-1.1557110117431406
G1 m00_baseline,1,home,12476649,-1.0706698094503542
G1 m00_baseline,1,home,12476653,-0.9151580518482653
G1 m00_baseline,1,home,12476650,-0.8513190514681426
G1 m00_baseline,1,home,12476646,-0.26533043556996394
G1 m00_baseline,1,home,12476477,0.6506337226248733
G1 m00_baseline,1,home,12476474,1.575567837607265
G1 m00_baseline,1,home,12476479,-1.3140251646059131
G1 m00_baseline,1,home,12476480,-0.9419889751288859
G1 m00_baseline,1,home,12476476,-0.467995437863459
G1 m00_baseline,1,home,12476469,2.2927929776598757
G1 m00_baseline,1,home,12476475,0.6924994244025122
G1 m00_baseline,1,home,12476471,-0.9836091673949462
G1 m00_baseline,1,home,12476470,0.520952934098029
G1 m00_baseline,1,home,12476473,-0.4155821037408678
G1 m00_baseline,1,home,12476645,-0.07255363171622553
G1 m00_baseline,1,home,12476642,-0.8848161328146983
G1 m00_baseline,1,home,12476647,-0.7593562006521721
G1 m00_baseline,1,home,12476643,1.9272828390226577
G1 m00_baseline,1,home,12476644,0.21215721159240764
G1 m00_baseline,1,home,12476640,-0.6586970816708106
G1 m00_baseline,1,home,12476641,2.4239617566947476
G1 m00_baseline,1,home,12476637,-0.7712534097383246
G1 m00_baseline,1,home,12476639,-0.10439280172447167
G1 m00_baseline,1,home,12476638,0.3923526918389918
G1 m00_baseline,1,home,12476465,-0.8787623988967638
G1 m00_baseline,1,home,12476472,-0.005585796035472893
G1 m00_baseline,1,home,12476468,0.4864980962744542
G1 m00_baseline,1,home,12476464,0.8901238148850179
G1 m00_baseline,1,home,12476467,-0.5626075171322555
G1 m00_baseline,1,home,12476463,1.736471571232821
G1 m00_baseline,1,home,12476466,0.6216878225243163
G1 m00_baseline,1,home,12476461,0.6922016587663955
G1 m00_baseline,1,home,12476460,-1.0105438698230573
G1 m00_baseline,1,home,12476462,0.11185030047266234
G1 m00_baseline,1,home,12473328,1.3152625223932715
G1 m00_baseline,1,home,12473336,0.5756892347942238
G1 m00_baseline,1,home,12473335,0.676494298310862
G1 m00_baseline,1,home,12473322,0.6702802616775372
G1 m00_baseline,1,home,12473327,0.9383845676182864
G1 m00_baseline,1,home,12473331,0.37623947711960426
G1 m00_baseline,1,home,12473333,-1.5875197211956267
G1 m00_baseline,1,home,12473334,-0.3789604766126172
G1 m00_baseline,1,home,12473337,0.37508279307482095
G1 m00_baseline,1,home,12473330,0.2004516191752541
G1 m00_baseline,1,home,12476454,1.0485722692317383
G1 m00_baseline,1,home,12476455,-0.11746298002187387
G1 m00_baseline,1,home,12476458,0.37382608210336216
G1 m00_baseline,1,home,12476459,-0.804735144961307
G1 m00_baseline,1,home,12476457,-1.2269133915107704
G1 m00_baseline,1,home,12476452,0.31823862646377077
G1 m00_baseline,1,home,12476567,-2.9347663095486536
G1 m00_baseline,1,home,12476453,2.5269361241768347
G1 m00_baseline,1,home,12476575,-1.1942687599147388
G1 m00_baseline,1,home,12476570,1.091560093732314
G1 m00_baseline,1,home,14035482,-0.8779850083113478
G1 m00_baseline,1,home,14035495,-0.9838852653896141
G1 m00_baseline,1,home,14035487,1.7317809793068288
G1 m00_baseline,1,home,14035486,0.5026551207252475
G1 m00_baseline,1,home,14343735,-0.41596449381166867
G1 m00_baseline,1,home,14035506,-0.27035769200449544
G1 m00_baseline,1,home,14035498,0.23191659990535632
G1 m00_baseline,1,home,14035502,-0.13018279799091487
G1 m00_baseline,1,home,14035497,-0.9309270379009703
G1 m00_baseline,1,home,14035501,-0.4929434379613093
G1 m00_baseline,1,home,14035665,-0.12234717939700718
G1 m00_baseline,1,home,14035666,-0.48659429525143055
G1 m00_baseline,1,home,14035662,1.0231643939461736
G1 m00_baseline,1,home,14035664,0.7136100760916656
G1 m00_baseline,1,home,14035663,-0.32828836165972175
G1 m00_baseline,1,home,14035669,-1.3968782489643372
G1 m00_baseline,1,home,14035667,-1.5178157513756028
G1 m00_baseline,1,home,14035671,-0.28003064781134623
G1 m00_baseline,1,home,14035670,-0.46699640156548305
G1 m00_baseline,1,home,14035668,-1.153914043068862
G1 m00_baseline,1,home,14035484,-0.4290864993219422
G1 m00_baseline,1,home,14035485,0.8093078065898559
G1 m00_baseline,1,home,14035488,-0.3744377603448879
G1 m00_baseline,1,home,14035489,1.6344583229555387
G1 m00_baseline,1,home,14035494,0.31929625032084236
G1 m00_baseline,1,home,14035493,0.8340701277651628
G1 m00_baseline,1,home,14035496,-1.3027399915294606
G1 m00_baseline,1,home,14035492,-0.34074426005709
G1 m00_baseline,1,home,14035491,-1.3631573748667598
G1 m00_baseline,1,home,14035675,0.12252173747410877
G1 m00_baseline,1,home,14035672,-0.6540815074333441
G1 m00_baseline,1,home,14035674,1.7452883978364238
G1 m00_baseline,1,home,14035676,-0.5144617229184756
G1 m00_baseline,1,home,14035673,1.0335119576510856
G1 m00_baseline,1,home,14035678,0.7492270669217069
G1 m00_baseline,1,home,14035683,-0.4590667860349583
G1 m00_baseline,1,home,14035681,0.331239001083288
G1 m00_baseline,1,home,14035679,-0.5638307812449282
G1 m00_baseline,1,home,14035677,1.1560430513637687
G1 m00_baseline,1,home,14035503,0.7430232956458963
G1 m00_baseline,1,home,14035505,0.746799432002778
G1 m00_baseline,1,home,14035500,-0.7086610668425519
G1 m00_baseline,1,home,14035504,-0.042125310613066104
G1 m00_baseline,1,home,14035499,-1.3016858270332743
G1 m00_baseline,1,home,14035680,-0.015421941773829035
G1 m00_baseline,1,home,14035682,-1.516289321416449
G1 m00_baseline,1,home,14035686,-0.8253282730025737
G1 m00_baseline,1,home,14035684,2.2248663302693075
G1 m00_baseline,1,home,14035685,-0.1743824529576474
G1 m00_baseline,1,home,14035511,0.18534234271947989
G1 m00_baseline,1,home,14035510,-1.0856034161904018
G1 m00_baseline,1,home,14035509,0.25378702810337445
G1 m00_baseline,1,home,14035508,-1.2227775211545013
G1 m00_baseline,1,home,14035507,-1.0200687000192734
G1 m00_baseline,1,home,14035514,-1.2782847507419413
G1 m00_baseline,1,home,14035515,-1.3479878598787696
G1 m00_baseline,1,home,14035512,0.15038924306288845
G1 m00_baseline,1,home,14035513,-0.7725089342967674
G1 m00_baseline,1,home,14035516,1.377654585351353
G1 m00_baseline,1,home,14035687,0.08438546810493089
G1 m00_baseline,1,home,14035695,0.17401598898934595
G1 m00_baseline,1,home,14035689,-0.8642211832170948
G1 m00_baseline,1,home,14035692,0.8962445025077556
G1 m00_baseline,1,home,14035688,-1.2448664695190186
G1 m00_baseline,1,home,14035694,-0.19330228912458242
G1 m00_baseline,1,home,14035690,-0.040213740278120545
G1 m00_baseline,1,home,14035693,-0.6043689049846309
G1 m00_baseline,1,home,14035691,0.49117044919495173
G1 m00_baseline,1,home,14035697,-0.3381542103893371
G1 m00_baseline,1,home,14035517,-1.090213196623837
G1 m00_baseline,1,home,14035518,0.3548357549559585
G1 m00_baseline,1,home,14035519,1.4177739625248313
G1 m00_baseline,1,home,14035521,0.40319330850975393
G1 m00_baseline,1,home,14035520,0.436529337542671
G1 m00_baseline,1,home,14035524,0.369416266195062
G1 m00_baseline,1,home,14035522,0.8295281089106162
G1 m00_baseline,1,home,14035526,-0.5280578360558944
G1 m00_baseline,1,home,14035525,1.2308565124392672
G1 m00_baseline,1,home,14035523,-0.5493257403396447
G1 m00_baseline,1,home,14035700,0.5772373486078373
G1 m00_baseline,1,home,14035703,1.1391126283055824
G1 m00_baseline,1,home,14035698,-0.5673880674324168
G1 m00_baseline,1,home,14035696,-0.6431869806350039
G1 m00_baseline,1,home,14035699,0.5891168897023888
G1 m00_baseline,1,home,14035706,-1.1824588930792965
G1 m00_baseline,1,home,14035704,0.06519744881278582
G1 m00_baseline,1,home,14035702,0.07748132636010875
G1 m00_baseline,1,home,14035701,0.08329169117744822
G1 m00_baseline,1,home,14035705,-1.675005455174576
G1 m00_baseline,1,home,14501655,-2.242299851771848
G1 m00_baseline,1,home,14035529,0.07321511971674796
G1 m00_baseline,1,home,14035528,-2.724813290427835
G1 m00_baseline,1,home,14035531,1.063405711093038
G1 m00_baseline,1,home,14035527,0.019199059235121097
G1 m00_baseline,1,home,14035530,-1.5562910996260857
G1 m00_baseline,1,home,14035709,0.9394657983157704
G1 m00_baseline,1,home,14035708,-0.3328743350543175
G1 m00_baseline,1,home,14035710,-0.43763198011558496
G1 m00_baseline,1,home,14035707,-0.040462061623696956
G1 m00_baseline,1,home,14035711,-1.470357490921397
G1 m00_baseline,1,home,14035532,-0.5668414434941208
G1 m00_baseline,1,home,14035534,-1.2147184758715337
G1 m00_baseline,1,home,14035533,-0.8677242895757032
G1 m00_baseline,1,home,14035535,-1.3456060808332868
G1 m00_baseline,1,home,14297746,-0.8811750235928696
G1 m00_baseline,1,home,14035538,-0.15595655110022236
G1 m00_baseline,1,home,14035539,-0.1849326020284621
G1 m00_baseline,1,home,14035536,1.325166182679654
G1 m00_baseline,1,home,14035540,-0.8404360255562622
G1 m00_baseline,1,home,14035542,-0.17299306732996264
G1 m00_baseline,1,home,14035713,-2.319477152505606
G1 m00_baseline,1,home,14035714,1.1341550448954785
G1 m00_baseline,1,home,14035716,0.4850923556215346
G1 m00_baseline,1,home,14035715,0.8581922068498364
G1 m00_baseline,1,home,14035712,0.6692352032386689
G1 m00_baseline,1,home,14035546,-0.22979098530982103
G1 m00_baseline,1,home,14035541,0.7683737282320982
G1 m00_baseline,1,home,14035544,0.47989454466237674
G1 m00_baseline,1,home,14035545,1.1480474671017273
G1 m00_baseline,1,home,14035543,-1.6130292346498212
G1 m00_baseline,1,home,14035548,-0.30348613659226126
G1 m00_baseline,1,home,14035555,0.062423773017974936
G1 m00_baseline,1,home,14035549,-0.23701283692669636
G1 m00_baseline,1,home,14035554,-0.7605664946176279
G1 m00_baseline,1,home,14035717,-0.2511963408948267
G1 m00_baseline,1,home,14035718,0.1150694111066991
G1 m00_baseline,1,home,14035719,-0.7759003617488197
G1 m00_baseline,1,home,14035735,-1.416949591675887
G1 m00_baseline,1,home,14035720,0.7605522932433633
G1 m00_baseline,1,home,14035722,0.24137403086401193
G1 m00_baseline,1,home,14035721,-0.1361157137987681
G1 m00_baseline,1,home,14035725,-0.49741838243738146
G1 m00_baseline,1,home,14035724,-0.0322310983083029
G1 m00_baseline,1,home,14035723,-1.541127077838137
G1 m00_baseline,1,home,14035551,0.7970432609825199
G1 m00_baseline,1,home,14035559,0.6168797413229864
G1 m00_baseline,1,home,14035550,-1.5823924175979789
G1 m00_baseline,1,home,14035556,0.03875478896894674
G1 m00_baseline,1,home,14035552,1.5865715525861817
G1 m00_baseline,1,home,15017622,-0.41931569205331604
G1 m00_baseline,1,home,14035727,-0.5317046146217869
G1 m00_baseline,1,home,14035729,-0.09472723619978299
G1 m00_baseline,1,home,14035726,-0.03042717414211831
G1 m00_baseline,1,home,14035730,-1.1435242270638515
G1 m00_baseline,1,home,14035728,-0.1414379719150754
G1 m00_baseline,1,home,14035553,-0.8052197873541378
G1 m00_baseline,1,home,14035562,-1.1594185016867273
G1 m00_baseline,1,home,14035558,-1.4851208262051485
G1 m00_baseline,1,home,14035560,1.783459801282628
