model,logloss,betfair_logloss,delta_logloss,brier,betfair_brier,crps,rps,betfair_rps,ece,betfair_ece,mce,n_obs
m05_joint_production_wealth,0.6429863825954205,0.6418155553508617,0.0011708272445588586,0.22586363000096762,0.2252928320612554,0.6270457522503458,0.2241528100882081,0.2111040320023605,0.014930352713004068,0.01390748520485936,0.0648855921264766,2899
m13_joint_composite,0.6432355546888169,0.6418155553508617,0.0014199993379552245,0.2259878855803918,0.2252928320612554,0.6286075700797777,0.22422847628794745,0.2111040320023605,0.008768636569916373,0.01390748520485936,0.39162591227201105,2899
m12_joint_hybrid_synergy,0.6433697999906764,0.6418155553508617,0.0015542446398147947,0.22604583756864916,0.2252928320612554,0.6283192113476559,0.22447242161176623,0.2111040320023605,0.00995616723169428,0.01390748520485936,0.19640169051638687,2899
m10_joint_player_shots_bench,0.6444015854914794,0.6418155553508617,0.0025860301406177566,0.22651601358337972,0.2252928320612554,0.6295958996346748,0.22558997793000743,0.2111040320023605,0.009013324023675863,0.01390748520485936,0.1869791133929638,2899
m09_joint_player_shots_outfield,0.6444831318098907,0.6418155553508617,0.002667576459029042,0.2265528196886396,0.2252928320612554,0.6296596287394935,0.2256546894005823,0.2111040320023605,0.009379045974282095,0.01390748520485936,0.18962172135339417,2899
m11_joint_player_pxg_bench,0.644847064335677,0.6418155553508617,0.003031508984815301,0.22673529295117054,0.2252928320612554,0.6292858856770774,0.2259529426357026,0.2111040320023605,0.010399134621865513,0.01390748520485936,0.2514325509072961,2899
