container,scope,model,market_key,direction,full_bets,full_kelly_roi,full_flat_roi,full_eff,full_cap_share,anchor_book_roi,sel_bets,sel_kelly_roi,sel_eff,sel_eff_anch,eval_bets,eval_kelly_roi,eval_eff,eval_eff_anch,sign_across_split,verdict_selection,verdict_reason,oos_gate,oos_gate_reason
inv,m12,m12,BTTS,btts_no,65,5.8885087297273815,-6.679634397445976,1.01189626591962,3.0018160879046247,17.66271096018181,19,19.634721512673096,1.111648237744303,1.111648237744303,46,-1.1404361115011223,NaN,-0.06456744460530896,reversed,CONDITIONAL,"only 19 bets, below the 60 floor",false,OOS Kelly ROI -1.14%; OOS efficiency -0.06
inv,m12,m12,BTTS,btts_yes,41,-37.643739200640326,-7.094044364494148,-6.468795561103546,4.480035606941562,17.66271096018181,10,-61.63353779375164,-3.4894721389426637,-3.4894721389426637,31,-33.03846061250106,NaN,-1.8705203684180645,held,CONDITIONAL,"only 10 bets, below the 60 floor",false,IS Kelly ROI -61.63%; OOS Kelly ROI -33.04%; IS efficiency -3.49; OOS efficiency -1.87
inv,m12,m12,OU0.5,ALL,48,-25.31335191492809,-59.566245791245805,-4.349910555674911,4.254977026901666,17.66271096018181,21,-53.57123850181169,-3.033013370517176,-3.033013370517176,27,-4.43413584843292,NaN,-0.25104503257903493,held,CONDITIONAL,"only 21 bets, below the 60 floor",false,IS Kelly ROI -53.57%; OOS Kelly ROI -4.43%; IS efficiency -3.03; OOS efficiency -0.25
inv,m12,m12,OU0.5,over_05,20,-16.622592665294235,-2.958989898989901,-2.856468457454902,3.8114638242773764,17.66271096018181,7,-48.964193289588366,-2.7721788235096816,-2.7721788235096816,13,7.929280087559809,NaN,0.44892769323097104,reversed,CONDITIONAL,"only 7 bets, below the 60 floor",false,IS Kelly ROI -48.96%; IS efficiency -2.77
inv,m12,m12,OU0.5,under_05,28,-100.00000000000001,-100.0,-17.184253473399664,0.443513202624289,17.66271096018181,14,-100.0,-5.661645045623883,-5.661645045623883,14,-100.0,NaN,-5.661645045623883,held,CONDITIONAL,"only 14 bets, below the 60 floor",false,IS Kelly ROI -100.00%; OOS Kelly ROI -100.00%; IS efficiency -5.66; OOS efficiency -5.66
inv,m12,m12,OU1.5,ALL,95,3.394974211130645,2.184120302147426,0.5834009737972407,4.995968572618878,17.66271096018181,35,21.98603689052197,1.2447713683412764,1.2447713683412764,60,-2.0471344849367594,NaN,-0.11590148814368004,reversed,CONDITIONAL,"only 35 bets, below the 60 floor",false,OOS Kelly ROI -2.05%; OOS efficiency -0.12
inv,m12,m12,OU1.5,over_15,34,12.053451484170399,19.276200009037144,2.071295655333095,2.7706552384525334,17.66271096018181,11,30.35771478764601,1.7187460552393894,1.7187460552393894,23,9.093711669839726,NaN,0.5148536762188017,held,CONDITIONAL,"only 11 bets, below the 60 floor",true,all four conditions hold
inv,m12,m12,OU1.5,under_15,61,-7.385375254827539,-7.342612649233732,-1.2691216037513007,2.2253133341663456,17.66271096018181,24,17.65621283444586,0.9996320991862123,0.9996320991862123,37,-20.00456071692365,NaN,-1.1325872207285295,reversed,CONDITIONAL,"only 24 bets, below the 60 floor",false,OOS Kelly ROI -20.00%; OOS efficiency -1.13
inv,m12,m12,OU2.5,ALL,207,27.871435324223437,12.731539050513085,4.789498092789207,14.519207461666335,17.66271096018181,97,4.955864697359424,0.28058346810587287,0.28058346810587287,110,42.252116250514426,NaN,2.3921648463684937,held,CONDITIONAL,"Kelly ROI +4.96%, efficiency 0.28 — profitable but dilutive",true,all four conditions hold
inv,m12,m12,OU2.5,over_25,42,6.900695698778203,1.3910523927263254,1.1858330403060344,2.1417720139539846,17.66271096018181,25,31.863696615457066,1.80400940078165,1.80400940078165,17,-37.988971269078995,NaN,-2.1508007097392916,reversed,CONDITIONAL,"only 25 bets, below the 60 floor",false,OOS Kelly ROI -37.99%; OOS efficiency -2.15
inv,m12,m12,OU2.5,under_25,165,31.500179213168227,15.618208381586074,5.41307064056598,12.377435447712344,17.66271096018181,72,-3.816232419431058,-0.21606153370421097,-0.21606153370421097,93,49.78278265531201,NaN,2.8185244477781786,reversed,PRUNE,Kelly ROI -3.82% <= 0 on 72 bets,false,IS Kelly ROI -3.82%; IS efficiency -0.22
