model,container,trust_kind,trust_label,t1,ratio,lambda,cap,n_slates,n_bets,return_pct,cagr_pct,flat_roi_pct,sharpe_ann,sortino,mdd_pct,calmar,ulcer,turnover,mean_exposure,max_exposure,worst_slate,mean_k_risk,frac_k_pinned,n_capped,is_return_pct,is_sharpe,is_mdd_pct,is_calmar,is_slates,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_mdd_pct,oos_calmar,oos_slates,oos_k_pinned,w_median,var_retention
m12,raw,flat,flat_0.20,0.2,1.0,8.0,0.2,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,8.0,0.25,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,10.0,0.2,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,10.0,0.25,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,12.0,0.2,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,12.0,0.25,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,15.0,0.2,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,15.0,0.25,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,18.0,0.2,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
m12,raw,flat,flat_0.20,0.2,1.0,18.0,0.25,99,1592,79.87441621097089,40.54698820638079,9.9032500298944,1.2787861224965342,0.1905366191656992,-17.939586290656052,4.4524112717456585,6.553745811660164,6.561816264576368,0.06628097236945825,0.16527899188326597,-0.07450310160806635,1.0,1.0,0,68.86741280329458,2.653094830324289,-10.46613958269075,9.705092125441022,49,6.518133501872181,9.057573407380183,0.28162865102523743,-17.939586290656063,0.5048931040342816,50,1.0,1.0,1.0
