scope,window,model,container,trust,book_kelly_roi_pct,book_turnover_units,anchor_book_roi_pct,market_key,direction,n_bets,n_matches,win_rate_pct,push_rate_pct,mean_odds,mean_p_model,mean_p_market,mean_edge,calib_bias,flat_roi_pct,kelly_roi_pct,total_pnl_units,turnover_units,capital_share_pct,capital_efficiency,capital_efficiency_anchored,mean_stake_frac,max_stake_frac,standalone_dd_units,standalone_dd_pct_turnover,max_win_streak,max_loss_streak
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU1.5,ALL,247,138,44.534412955465584,0.0,3.395462165340342,0.45451508647549627,0.41831961921846966,0.03619546725702657,-0.009170956920840412,-1.7477129921913432,2.063407306383441,31.501565603747615,1526.677040751629,4.833732172794577,0.365030988124126,0.14048766243166289,0.0032033727205766304,0.014262761715791314,-174.14346751857806,-11.406699836976786,8,10
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU1.5,over_15,96,56,82.29166666666666,0.0,1.3646364069611676,0.7618057583955021,0.7314297064022233,0.03037605199327904,0.0611109082711645,11.543911549903022,11.988256951571785,103.79508135133905,865.8062783491677,2.741297308698289,2.1208053627512777,0.8162238209325596,0.004537101639831116,0.014262761715791314,-69.99677216697808,-8.084576644609333,22,4
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU1.5,under_15,151,85,20.52980132450331,0.0,4.686583177290018,0.25915148048661824,0.21925625253210965,0.03989522795450845,-0.05385346724158513,-10.198017336834116,-10.939130592611336,-72.29351574759146,660.8707624024617,2.092434864096289,-1.9352076718379778,-0.7447937599311153,0.0023554391030373586,0.008305327315058562,-212.1327617852697,-32.09897817450784,3,20
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU2.5,ALL,537,292,51.955307262569825,0.0,2.1813514927603515,0.5061844422283701,0.46272621542381975,0.043458226804550505,0.013368630397328163,11.799469682593633,22.41209115127429,993.9978317017403,4435.096328105128,14.042307075011912,3.964853547609444,1.5259334821133834,0.004603688941005287,0.020200159058198424,-323.27465431570033,-7.289010889506834,12,16
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU2.5,over_25,152,89,53.289473684210535,0.0,2.0576297939158104,0.5260824652170195,0.48704068965532477,0.039041775561695156,0.006812271625085797,9.947368984138272,5.991755506737245,63.303536803406736,1056.510679252967,3.3451015014228838,1.0599828867796153,0.4079503462062155,0.0038862738818672424,0.01870576243194452,-235.15617289749318,-22.25781314995949,14,12
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU2.5,under_25,385,211,51.42857142857142,0.0,2.230197462174298,0.49832859938609797,0.4531267346882648,0.04520186469783364,0.015957114899616265,12.530688659646144,27.54686107231077,930.6942948983337,3378.5856488521595,10.697205573589025,4.873229771861157,1.8755357254994391,0.004886928133184463,0.020200159058198424,-302.5924897124737,-8.956188214890352,12,18
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU3.5,ALL,269,153,46.468401486988846,0.0,2.2062199288407447,0.5761789883523208,0.5297186069088136,0.04646038144350792,-0.11149497348243237,-13.311367979707867,-18.14905658479382,-489.51549944446685,2697.1952903304473,8.53980200341621,-3.2106933217560543,-1.2356835836772262,0.00554678497455754,0.02322672074847048,-534.1881738479467,-19.80532057738024,10,8
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU3.5,over_35,89,57,23.595505617977526,0.0,3.54102699214373,0.3141653062209347,0.28815980032888655,0.026005505892048215,-0.07821025004115942,-14.510582283916525,6.8501585086411785,24.252660635321686,354.04524734322575,1.1209704849333493,1.211840300012735,0.4663949542042235,0.0022374808610985566,0.0059810738101388344,-46.541076399044734,-13.145516497761633,3,16
POOLED,full,POOLED,raw,flat_1.00,5.652690794793004,31583.815283439566,14.687462732801464,OU3.5,under_35,180,100,57.77777777777777,0.0,1.5462319919853817,0.7057301978506179,0.6491560168288881,0.05657418102172972,-0.12795242007284013,-12.71842312929358,-21.926387583135668,-513.7681600797886,2343.150042987223,7.418831518482866,-3.8789292354949323,-1.4928642190980703,0.007183052008434478,0.02322672074847048,-568.329353229892,-24.254927887816503,11,10
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,1X2,ALL,968,285,29.75206611570248,0.0,3.7822319468429586,0.32190388133481224,0.2817640640494269,0.040139817285385404,-0.024383220177787435,7.32543813806278,21.198291145758045,1656.2620880787224,7813.186811570678,69.90909808180842,1.443291569919423,1.443291569919423,0.0054156999108292535,0.02438893071602662,-458.2666325658738,-5.865297267527503,4,35
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,1X2,away,375,199,27.200000000000003,0.0,4.128310675890575,0.3223913080208864,0.26329353366482605,0.05909777435606064,-0.05039130802088637,8.64771592035429,24.926331980965124,875.8801369357094,3513.8749560287138,31.440670096922773,1.6971162708244512,1.6971162708244512,0.006402034345609517,0.018538718551017592,-363.56686744276,-10.346608003764976,6,24
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,1X2,draw,305,169,24.91803278688525,0.0,3.95193474431006,0.25546742080122176,0.2545725699373819,0.0008948508638398598,-0.006287092932369287,-2.3802682658458156,-2.4262093559251223,-31.172068753531647,1284.8053972508744,11.495896450272108,-0.1651891412467503,-0.1651891412467503,0.0028106628415861174,0.010073387261497887,-332.6269052431505,-25.88928299607702,6,28
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,1X2,home,288,157,38.19444444444444,0.0,3.1518886252446072,0.39162726833296246,0.3346107814049797,0.057016486927983195,-0.009682823888518044,15.882334960398895,26.921621536568583,811.5540198965426,3014.5064582910813,26.972531534613463,1.832966117179968,1.832966117179968,0.006890216900678413,0.02438893071602662,-619.6491268532066,-20.555574699431382,11,18
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,BTTS,ALL,76,44,53.94736842105263,0.0,2.075142848902397,0.5132942321300925,0.4857761662694527,0.027518065860639925,0.026179452080433818,10.04966972610831,8.230379154470157,35.711850023525706,433.9028537236899,3.8823796090507194,0.5603676621482945,0.5603676621482945,0.0037100815972030306,0.01536112651600628,-83.66433550160401,-19.281812687703972,22,9
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,BTTS,btts_no,39,25,51.28205128205128,0.0,2.247697501161232,0.47858339532547634,0.44487604655575363,0.03370734876972294,0.03423711749503644,15.412788688034734,40.7604355641742,84.05329506438068,206.21294620869583,1.8451064117516387,2.7751856331961307,2.7751856331961307,0.0034685274848175332,0.011690967113009222,-28.175664695015172,-13.663383028580686,8,5
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,BTTS,btts_yes,37,19,56.75675675675676,0.0,1.8932609181430844,0.5498813303836063,0.5288871032649729,0.020994227118633503,0.01768623718396123,4.396652441915598,-21.23126385725796,-48.34144504085497,227.68990751499385,2.037273197299079,-1.4455365261858502,-1.4455365261858502,0.003964692688636394,0.01536112651600628,-81.2478179991873,-35.68353946203652,17,8
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU0.5,ALL,47,25,17.02127659574468,0.0,12.161932248169332,0.2943784802463086,0.28400326780105073,0.01037521244525785,-0.12416571428886178,-81.5608510638298,-62.64476400971131,-150.49074872206776,240.22877426553703,2.149465685030245,-4.265186244170476,-4.265186244170476,0.003154990834474417,0.021936114766325912,-150.76339663387796,-62.75825911979701,2,14
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU0.5,over_05,12,6,66.66666666666666,0.0,1.085,0.9288767566251256,0.9208057384317025,0.008071018193422957,-0.26221008995845896,-27.779999999999998,-54.25154193538917,-106.41727529034618,196.1553008338155,1.755114845705465,-3.6937313763683206,-3.6937313763683206,0.01017210854122144,0.021936114766325912,-109.26985862583025,-55.70578932169906,4,2
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU0.5,under_05,35,19,0.0,0.0,15.959737590398818,0.07683621405928555,0.06567099215625576,0.011165221903029812,-0.07683621405928555,-100.0,-100.0,-44.07347343172155,44.07347343172155,0.3943508393247801,-6.808527913856103,-6.808527913856103,0.0007491219064468654,0.00176860801261648,-43.45948133962745,-98.60688971327549,0,35
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU1.5,ALL,90,52,47.77777777777778,0.0,3.3022958066912684,0.44006804967516755,0.410617643769963,0.029450405905204303,0.03770972810261025,2.1095279672706675,23.615111582114725,93.05106426028924,394.03186360873656,3.5256308168117756,1.6078414639565466,1.6078414639565466,0.0028139855927567883,0.011512097311200564,-29.99408714316502,-7.612096866599695,7,9
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU1.5,over_15,32,20,93.75,0.0,1.363059879327725,0.7580399394639223,0.732903780435016,0.025136159028906396,0.17946006053607766,27.285199056470038,34.44259974306308,64.61164245765269,187.5922344412048,1.6784961416146413,2.34503401776418,2.34503401776418,0.0037220581591213184,0.011512097311200564,-0.58243727897014,-0.31048048481595736,22,1
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU1.5,under_15,58,34,22.413793103448278,0.0,4.372219076960809,0.26463528289516475,0.23280460285131324,0.031830680043851436,-0.040497351860681985,-11.780497461253118,13.776144588768457,28.439421802636588,206.4396291675317,1.8471346751971338,0.9379526497794773,0.9379526497794773,0.0023129800389004953,0.006960680799313704,-46.940014206691174,-22.73788922988134,2,19
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU2.5,ALL,263,147,49.42965779467681,0.0,2.0825553876061402,0.5176943824769035,0.4816656184433088,0.03602876403359512,-0.023397804530135402,1.7141762665346088,4.341654071141809,71.2397688052528,1640.8439649480754,14.681579290107667,0.29560272935675996,0.29560272935675996,0.004186654588064472,0.01870576243194452,-310.5899982174484,-18.9286735882456,8,12
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU2.5,over_25,85,50,54.11764705882353,0.0,2.047921880955763,0.5240669671383891,0.4889266969964219,0.035140270141967196,0.017109503449846186,12.169374173985677,27.575573765386668,136.561249432522,495.22541432641384,4.431068000508962,1.8774906372223317,1.8774906372223317,0.003851621265979391,0.01870576243194452,-72.99940374806833,-14.740641662617262,14,8
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU2.5,under_25,178,101,47.19101123595505,0.0,2.099093859883003,0.5146512942958579,0.47819824947131706,0.03645304482454104,-0.042741181936307326,-3.278474419607752,-5.7018525574522965,-65.3214806272692,1145.6185506216625,10.250511289598714,-0.3882122229810577,-0.3882122229810577,0.0043466424104084715,0.017350926138102463,-302.5924897124738,-26.413022864222473,10,13
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU3.5,ALL,101,58,47.524752475247524,0.0,2.463538079800626,0.5302903469096694,0.4946044818812883,0.035685865028380906,-0.05504282215719414,-10.905288962209854,-9.82738195146713,-64.27251165421283,654.0145887442341,5.8518465171912215,-0.6691000433668961,-0.6691000433668961,0.0044931690161102425,0.014390839068430855,-150.58077182026187,-23.024069250410818,8,8
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU3.5,over_35,47,29,21.27659574468085,0.0,3.603722859002614,0.3084303667419638,0.2835390908503209,0.024891275891642913,-0.09566440929515527,-26.535834581959843,-0.501285684555935,-0.7961969675059457,158.83098042411854,1.4211525791826451,-0.034130175761155485,-0.034130175761155485,0.002180738788911416,0.0059810738101388344,-46.541076399044734,-29.302266015589904,2,16
POOLED,selection,POOLED,raw,flat_1.00,14.687462732801464,11176.208856860945,14.687462732801464,OU3.5,under_35,54,30,70.37037037037037,0.0,1.471155031235934,0.7233907000185984,0.6783095444452788,0.04508115557331956,-0.019686996314894678,2.699074817942915,-12.818743112690466,-63.47631468670689,495.1836083201151,4.430693938008574,-0.872767703033037,-0.872767703033037,0.006505839769412925,0.014390839068430855,-142.13335013343297,-28.70316136182557,11,4
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,1X2,ALL,886,258,27.42663656884876,0.0,4.34031882866754,0.31698084586943803,0.26374767203249894,0.05323317383693889,-0.04271448018095042,2.491478053112747,-0.15640507139898852,-19.271882390546892,12321.775897780464,60.3783493282815,-0.22191242497568017,-0.0106488829448867,0.006872494759671455,0.024146873931940045,-1189.283800087722,-9.651886302379086,4,26
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,1X2,away,315,167,25.396825396825395,0.0,4.979860797990166,0.3261038263586401,0.24790020973954366,0.07820361661909628,-0.07213557239038615,-2.0448859598259967,-4.846381707264985,-257.9304270130054,5322.123650028513,26.07911745640608,-6.876198497895414,-0.32996725135115246,0.008297475677430454,0.022756793269377247,-1438.1989396115846,-27.023027539089238,11,20
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,1X2,draw,318,173,27.358490566037734,0.0,4.324629994874241,0.2517257399083532,0.2390773680936624,0.012648371814691126,0.02185916575202418,13.481453095639576,12.934874821359921,337.7095604249637,2610.845215659059,12.793490628370439,18.35240643215749,0.8806745628346349,0.004087284834270697,0.012839309218744672,-289.84544856046307,-11.10159448833114,8,29
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,1X2,home,253,135,30.039525691699602,0.0,3.5637707211957665,0.3876424460335735,0.3144872264784722,0.07315521955510154,-0.08724718911657747,-5.673966213479472,-2.256900681169158,-99.05101580250502,4388.807032092921,21.505741243505128,-3.202161532281051,-0.15366171286541064,0.00859908672482304,0.024146873931940045,-584.5417603221352,-13.31892143007665,8,20
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,BTTS,ALL,200,115,49.0,0.0,2.131875127979321,0.5042822517689295,0.48137894447988777,0.022903307289041937,-0.0142822517689295,-1.1639154303873755,-13.545303570251631,-219.00623202908238,1616.842552794953,7.9227446815575435,-19.218501902910273,-0.9222357745971296,0.003953185163013269,0.020268499227834257,-273.2450726867847,-16.899918437601738,10,10
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,BTTS,btts_no,97,56,40.20618556701031,0.0,2.4289504852737793,0.45033593493646656,0.41401597437166415,0.03631996056480217,-0.04827407926636346,-5.940451743602503,-5.115669704477093,-28.386672877174487,554.8965143768226,2.7190671104580497,-7.258272761496112,-0.34830179981000287,0.003010566483509391,0.010838480254683014,-141.71503169945703,-25.539001963025544,6,11
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,BTTS,btts_yes,103,59,57.28155339805825,0.0,1.8521051313039563,0.555086064708239,0.544817858076952,0.010268206631287115,0.017729469272343534,3.3343760490482266,-17.950023094945028,-190.61955915190805,1061.9460384181295,5.203677571099489,-25.468056232059464,-1.2221323329629492,0.0048408940165266265,0.020268499227834257,-246.3944348185659,-23.202161494532625,10,8
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU0.5,ALL,62,35,33.87096774193548,0.0,12.645866209549725,0.395335012022528,0.3797406293481611,0.0155943826743669,-0.056625334603173205,-63.4670935158032,-10.794247930533261,-53.85355365015662,498.909734117031,2.4447244017174747,-15.31521780353757,-0.7349293834411917,0.003737517037364197,0.024202544040015865,-53.654147357439165,-10.754279519600093,6,14
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU0.5,over_05,23,14,91.30434782608695,0.0,1.0801775519166823,0.9376490477651209,0.9252889023015491,0.012360145463571936,-0.024605569504251412,-1.5199912165129583,4.367718658574419,18.625301084698282,426.43087938217616,2.089568323048399,6.197056338814104,0.29737734406774063,0.008511865869759971,0.024202544040015865,-15.741565737195279,-3.6914694733181745,12,2
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU0.5,under_05,39,21,0.0,0.0,19.46665695635895,0.07550878581535772,0.05800703247821431,0.017501753337143423,-0.07550878581535772,-100.0,-100.0,-72.4788547348549,72.4788547348549,0.35515607866907567,-141.8831390764707,-6.808527913856103,0.0009218754182589989,0.004410169288023989,-71.91883300570865,-99.22733087988908,0,39
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU1.5,ALL,157,86,42.675159235668794,0.0,3.44886963208185,0.46279682731644894,0.4227347643800338,0.04006206293641512,-0.03604523495976103,-3.9588702300995005,-5.4341377069031305,-61.54949865654168,1132.6451771428926,5.550112803369969,-7.710125160292304,-0.36998478265187956,0.0034265882715561603,0.014262761715791314,-174.1434675185781,-15.374935684435307,8,9
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU1.5,over_15,64,36,76.5625,0.0,1.3654246707778885,0.7636886678612921,0.7306926693858268,0.03299599847546536,0.001936332138707919,3.673267796619516,5.777444340123952,39.183438893686365,678.2140439079627,3.323339492791595,8.197219388163752,0.3933589106048388,0.004944623380186014,0.014262761715791314,-69.99677216697808,-10.320749444179459,18,4
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU1.5,under_15,93,51,19.35483870967742,0.0,4.882638207602854,0.25573147468343843,0.21080674373088584,0.044924730952552575,-0.06218308758666424,-9.21109424848678,-22.166821369202182,-100.73293755022804,454.4311332349298,2.2267733105783742,-31.45098199209796,-1.5092342205367502,0.0023819189494883037,0.008305327315058562,-212.1327617852697,-46.68094817253692,3,20
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU2.5,ALL,274,145,54.379562043795616,0.0,2.2761813309193197,0.49513657987302584,0.44454715340146334,0.050589426471562414,0.04865904056493031,21.479879056402115,33.02343321109058,922.7580628964879,2794.252363157048,13.692210172761113,46.85468367071706,2.2484096682907286,0.00500398103890103,0.020200159058198424,-323.27465431570033,-11.569271930415505,12,16
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU2.5,over_25,67,39,52.23880597014925,0.0,2.0699458028949738,0.5286394403914013,0.4846479937748274,0.043991446616573913,-0.006251380689908825,7.128407176122916,-13.051779051905351,-73.2577126291153,561.285264926553,2.7503728423316804,-18.51827382416854,-0.8886340200037992,0.003930236155754815,0.014465349820454682,-235.1561728974932,-41.896017514064724,8,12
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU2.5,under_25,207,110,55.072463768115945,0.0,2.342933893130099,0.4842926588356771,0.4315676543434179,0.0527250044922592,0.0664319788454823,26.125041452434505,44.60503588767123,996.0157755256032,2232.967098230495,10.941837330429433,63.28702510361424,3.036946319397628,0.005351521653252705,0.020200159058198424,-189.10838677972492,-8.468928491135541,12,18
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU3.5,ALL,168,95,45.83333333333333,0.0,2.0515227071327224,0.6037668025529631,0.5508288844551228,0.05293791809784027,-0.1454334692196298,-14.757879769989405,-20.81279386889856,-425.2429877902541,2043.180701586214,10.01185861231232,-29.529845270708513,-1.41704488021729,0.00618020885433835,0.02322672074847048,-507.01072821483905,-24.814776677423765,8,8
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU3.5,over_35,42,28,26.190476190476193,0.0,3.470867331611169,0.32058297659025947,0.2933305942691864,0.027252382321073198,-0.058678214685497554,-1.0537523313442356,12.831468723137615,25.048857602827635,195.2142669191073,0.9565760081734161,18.20569061400318,0.8736341297725397,0.0023009779418794027,0.005955910828562076,-44.181601921433675,-22.632363207214567,3,8
POOLED,evaluation,POOLED,raw,flat_1.00,0.7048053817452054,20407.60642657862,14.687462732801464,OU3.5,under_35,126,70,52.38095238095239,0.0,1.5784078323065733,0.6981614112071979,0.636661647850435,0.06149976335676262,-0.17435188739767404,-19.325922249537793,-24.366884427432662,-450.29184539308164,1847.9664346671061,9.0552826041389,-34.57250052077717,-1.6590261279788086,0.007473285825157998,0.02322672074847048,-533.9382973008734,-28.89328979598362,11,10
m12,full,m12,raw,flat_1.00,5.811627323348376,16892.852183048322,15.342402208041388,1X2,ALL,929,538,28.74058127018299,0.0,4.047581316888312,0.3212936736796809,0.27339663845045586,0.04789703522922446,-0.033887860977851014,5.044833250016274,8.323495293867035,913.2522961760754,10971.98068759627,64.9504332880297,1.4322142200046377,0.5425157795370829,0.006361532138434338,0.02438893071602662,-673.8246636520586,-6.141321998623379,4,17
m12,full,m12,raw,flat_1.00,5.811627323348376,16892.852183048322,15.342402208041388,1X2,away,343,343,26.82215743440233,0.0,4.516580162765642,0.32757766801961846,0.2567811762363527,0.07079649178326625,-0.059356093675595134,4.523107400425187,6.644722308002619,320.27087116635175,4819.928603797803,28.532355291870225,1.1433496916272075,0.4330953013681216,0.007626157335745802,0.02264450204422955,-784.8366747829557,-16.283159758104148,5,12
m12,full,m12,raw,flat_1.00,5.811627323348376,16892.852183048322,15.342402208041388,1X2,draw,318,318,25.78616352201258,0.0,4.134957990017839,0.2537441971311827,0.24700011638031635,0.00674408075086638,0.004117438088943104,4.299632853975928,7.803318688544931,167.89921127009706,2151.638526779237,12.736975991173168,1.3427080324292096,0.5086112710860227,0.003594416951039069,0.012839309218744672,-190.52432303153222,-8.854848091827298,4,14
m12,full,m12,raw,flat_1.00,5.811627323348376,16892.852183048322,15.342402208041388,1X2,home,268,268,34.701492537313435,0.0,3.343654502742371,0.39340308966409715,0.325983196501733,0.06741989316236442,-0.04638816429096282,6.596794788637805,10.625956733742328,425.0822137396258,4000.4135570192293,23.681102004986304,1.8283961001856137,0.692587548524374,0.008026368656769627,0.02438893071602662,-352.1627129258258,-8.803157671234066,5,10
m12,full,m12,raw,flat_1.00,5.811627323348376,16892.852183048322,15.342402208041388,BTTS,ALL,135,135,48.148148148148145,0.0,2.1511844790670693,0.49967940003288375,0.474803276407308,0.024876123625575657,-0.018197918551402292,-2.1401812304832206,-10.570940570255065,-111.28614827781279,1052.755405615979,6.231957719208604,-1.818929532488433,-0.6890016587307648,0.0038593070917704703,0.020268499227834257,-153.214229513354,-14.553639781474844,12,7
