container,basket,setting,bets,ret,sharpe,mdd,is_ret,is_mdd,oos_ret,oos_sharpe,oos_mdd,oos_calmar,n_models
inv_anch,B2_plus_over15,tuned,1001.0,276.3503371257716,1.821572091989598,-18.804547567094744,147.30656427506773,-14.54934594280068,52.70582803090175,1.1612823844517235,-18.804547567094755,4.224449128001926,2
inv_anch,B7_x1x2_ou25,matched,1045.5,249.62368175791784,1.6708587835543791,-21.05823662998128,128.97219318956806,-15.819653981743844,53.11257512719631,1.1437769543384062,-21.058236629981277,3.8888542166430673,2
inv_anch,B7_x1x2_ou25,tuned,1045.5,249.62368175791784,1.6708587835543791,-21.05823662998128,128.97219318956806,-15.819653981743844,53.11257512719631,1.1437769543384062,-21.058236629981277,3.8888542166430673,2
std,B3_plus_over25,prod,1147.0,72.6904221200721,1.597774534231769,-10.721041599456049,41.50391994938963,-9.014008840097858,22.00857974464455,1.1400749343163619,-9.067445102381951,3.4628977699102004,2
std,B2_plus_over15,matched,1131.0,175.15991329760737,1.50483233023865,-19.450357478992657,87.38727955437825,-14.892544964331627,46.82772802984141,1.1381367852467816,-17.641197262234105,3.974715722148191,2
inv,B7_x1x2_ou25,matched,1037.5,243.3612490511946,1.6652992977404217,-20.816808628440675,126.71653242396025,-15.867706547361426,51.832398431397706,1.1359369305419846,-20.81680862844067,3.8084295869621503,2
inv,B7_x1x2_ou25,tuned,1037.5,243.3612490511946,1.6652992977404217,-20.816808628440675,126.71653242396025,-15.867706547361426,51.832398431397706,1.1359369305419846,-20.81680862844067,3.8084295869621503,2
inv,B3_plus_over25,prod,1004.0,65.49856421753589,1.8471003632371654,-7.803897059111531,42.51987378355281,-5.80698497488989,16.15962121358927,1.1167656028423159,-7.803897059111507,3.0097970372211353,2
inv_anch,B3_plus_over25,prod,1010.0,66.89438176792294,1.851143713008077,-7.905752796640243,43.39454430234055,-5.787489906835402,16.427055442163486,1.1153303277604851,-7.905752796640253,3.0246895250771852,2
std,B2_plus_over15,tuned,1131.0,230.54367994669235,1.459430988246555,-23.546549605315274,112.38581746135651,-17.864191514107276,54.8898852303609,1.0720671368846646,-20.871125378041377,3.929966594378496,2
inv,B1_draw_promoted,matched,959.5,264.42566087232416,1.738385827809994,-18.814764583928742,145.60000951682278,-15.149382725552455,48.76703584887328,1.0489126384859302,-18.814764583928742,3.8627793132347366,2
inv,B1_draw_promoted,tuned,959.5,264.42566087232416,1.738385827809994,-18.814764583928742,145.60000951682278,-15.149382725552455,48.76703584887328,1.0489126384859302,-18.814764583928742,3.8627793132347366,2
inv_anch,B1_draw_promoted,matched,970.0,271.17700988582243,1.738012569867421,-19.045785622301793,149.14835823738215,-15.173829794301986,49.3850175030132,1.0434801410522285,-19.045785622301793,3.869114813202466,2
inv_anch,B1_draw_promoted,tuned,970.0,271.17700988582243,1.738012569867421,-19.045785622301793,149.14835823738215,-15.173829794301986,49.3850175030132,1.0434801410522285,-19.045785622301793,3.869114813202466,2
std,B7_x1x2_ou25,prod,1175.5,66.36084507576648,1.456816895873857,-10.509607594811012,38.32795161661193,-8.028750158355185,20.23272928387404,1.0430736323285479,-10.509607594811023,2.7529869039568995,2
inv,B0_canonical,matched,959.5,248.79703945320415,1.7420059198095759,-19.360822672109016,141.3615241424933,-14.508392773306966,44.86215143247446,1.0342355204390061,-19.36082267210902,3.4741498189022098,2
inv,B0_canonical,tuned,959.5,248.79703945320415,1.7420059198095759,-19.360822672109016,141.3615241424933,-14.508392773306966,44.86215143247446,1.0342355204390061,-19.36082267210902,3.4741498189022098,2
inv_anch,B0_canonical,matched,970.0,254.9313813782442,1.7401834124112185,-19.609481012725176,144.49845835400396,-14.549345942800683,45.539291875784194,1.0299942200746521,-19.60948101272517,3.4913039999903,2
inv_anch,B0_canonical,tuned,970.0,254.9313813782442,1.7401834124112185,-19.609481012725176,144.49845835400396,-14.549345942800683,45.539291875784194,1.0299942200746521,-19.60948101272517,3.4913039999903,2
std,B0_canonical,matched,1090.5,158.2736960222,1.3946710201084622,-20.618538945620514,82.31650530487481,-15.211639076501243,41.69790793570262,1.0111227254282174,-18.29726174652402,3.3787694438321516,2
std,B1_draw_promoted,matched,1090.5,158.2736960222,1.3946710201084622,-20.618538945620514,82.31650530487481,-15.211639076501243,41.69790793570262,1.0111227254282174,-18.29726174652402,3.3787694438321516,2
raw,B2_plus_over15,prod,1168.0,148.62034154127554,1.6351420895728634,-15.836107868282786,87.21070427441921,-12.607362113387724,32.81497716105687,1.004484301591335,-15.836107868282774,3.009111741888261,2
raw,B1_draw_promoted,prod,1120.0,143.19233107215032,1.5530342244430746,-15.806732272899918,82.74019488920217,-13.249308283836854,33.04605035058965,0.9752576406585456,-15.65982665880238,3.0776171082985906,2
std,B3_plus_over25,matched,1147.0,173.2853066631569,1.4477307584014287,-20.16184785393441,94.55026406736599,-15.747209482912773,40.56308425051878,0.9712245981947938,-19.91786971048824,3.053077125429894,2
inv,B3_plus_over25,matched,1004.0,251.75569905499418,1.728577864894385,-20.615732122107765,148.67617110924817,-15.105619852262869,41.78969786874058,0.9672036511177112,-20.61573212210775,3.0840800833663367,2
inv,B3_plus_over25,tuned,1004.0,251.75569905499418,1.728577864894385,-20.615732122107765,148.67617110924817,-15.105619852262869,41.78969786874058,0.9672036511177112,-20.61573212210775,3.0840800833663367,2
inv_anch,B3_plus_over25,matched,1010.0,258.39087172113125,1.7299580462369906,-20.844831074369857,152.29151513648253,-15.054858733438374,42.412428170234506,0.9630329408039969,-20.84483107436985,3.1041958061100283,2
inv_anch,B3_plus_over25,tuned,1010.0,258.39087172113125,1.7299580462369906,-20.844831074369857,152.29151513648253,-15.054858733438374,42.412428170234506,0.9630329408039969,-20.84483107436985,3.1041958061100283,2
std,B0_canonical,tuned,1090.5,209.48552099358062,1.3521584649804912,-24.79673620158021,105.50912152921927,-18.285692102971602,49.649283807521456,0.9530247719618754,-21.83950799088643,3.356335609001562,2
std,B1_draw_promoted,tuned,1090.5,209.48552099358062,1.3521584649804912,-24.79673620158021,105.50912152921927,-18.285692102971602,49.649283807521456,0.9530247719618754,-21.83950799088643,3.356335609001562,2
raw,B0_canonical,prod,1120.0,140.83661404168856,1.5683455237069537,-16.107176639434826,83.89576658177423,-12.637018676858466,30.93173339683517,0.9430768245370315,-16.10717663943481,2.7802061430273994,2
std,B7_x1x2_ou25,matched,1175.5,158.21589898861365,1.3643040321817326,-20.63356335179993,86.51554399375524,-15.90136195217886,38.495292629220124,0.9295516988798356,-20.633563351799918,2.786226986020985,2
std,B3_plus_over25,tuned,1147.0,237.73983717924253,1.421354425936217,-23.773030723524776,124.8108057684161,-18.021570560038526,48.82255515536621,0.915118062179282,-23.4752840912016,3.063645329075154,2
raw,B7_x1x2_ou25,prod,1225.5,137.80682685997738,1.4931955989686514,-17.246315193235695,82.86425915305412,-14.201751449575223,30.118817618558246,0.9032610297010664,-17.246315193235688,2.532029392425871,2
raw,B3_plus_over25,prod,1196.5,148.22258193014716,1.5900907956942714,-16.88222892989259,91.09599879881605,-13.482047975211541,29.835362770360007,0.9024042744729355,-16.882228929892594,2.5533462985666113,2
raw,B2_plus_over15,matched,1168.0,184.4212160187085,1.5431081471575419,-19.608738981923942,108.31388139087113,-15.129902214174077,36.541530776407,0.900161291792934,-19.60873898192395,2.7146954115532536,2
std,B7_x1x2_ou25,tuned,1175.5,214.02147044580124,1.338808740576184,-24.103420436460244,113.13566382670852,-18.273540736246616,46.22946971658094,0.8798775247104462,-24.103420436460222,2.823624445296005,2
raw,B1_draw_promoted,matched,1120.0,175.28305429472084,1.4746953270052812,-20.06485422562737,102.5305403521539,-15.518994848215947,35.95296352809718,0.869728033550986,-20.064854225627354,2.608630244135563,2
raw,B7_x1x2_ou25,matched,1225.5,176.4177617079531,1.4626427558567174,-20.49020895321031,104.02851988506819,-16.928435782924943,35.55021155342891,0.8658067950046138,-20.490208953210292,2.5276442661410066,2
raw,B2_plus_over15,tuned,1168.0,223.97314400545014,1.513478901516999,-22.29842027462983,129.41537343739898,-17.23524553439306,41.07833960530265,0.8650248004428447,-22.29842027462984,2.696403109274769,2
raw,B0_canonical,matched,1120.0,173.22381591663822,1.475346954670042,-20.032494301367414,103.62283046887237,-15.12990221417408,34.186697463090844,0.8412989285912459,-20.032494301367393,2.4809615979138497,2
raw,B1_draw_promoted,tuned,1120.0,211.20383618552228,1.4429039678567044,-22.81797570262829,121.71382662110501,-17.687249920188208,40.28159131984158,0.8335689923358965,-22.81797570262831,2.580288210994905,2
raw,B7_x1x2_ou25,tuned,1225.5,212.9833036610441,1.432939828711209,-23.27045020886112,123.57552537763374,-19.286988613890976,39.978312529059025,0.8327517380262269,-23.270450208861117,2.5132016558421437,2
raw,B0_canonical,tuned,1120.0,208.95941077865888,1.4453640086384478,-22.780616562482823,123.50457645872082,-17.23524553439306,38.15082898078669,0.8056128714853259,-22.780616562482827,2.4464556582818657,2
raw,B3_plus_over25,matched,1196.5,183.83870826229574,1.4994032961047992,-21.4659816435378,113.8359478418152,-16.30203124392578,32.74887841102013,0.8008448931291219,-21.465981643537802,2.220442533973227,2
raw,B3_plus_over25,tuned,1196.5,222.0801371303311,1.4688164782306368,-24.372789353137534,136.14685754197492,-18.603883859402202,36.35017699835051,0.764699180223378,-24.372789353137534,2.1778485399155816,2
std,B6_flat11,prod,1500.0,58.066351468717436,1.3009716545686367,-12.89538866914814,42.746342975544195,-7.686458370029544,10.70143721948914,0.5846626964877968,-12.472973664035242,1.233759590720239,2
std,B6_flat11,matched,1500.0,133.21303681194706,1.214601931885863,-24.755813798818927,97.47384537148612,-15.238703650970093,18.13297653308067,0.4872288920000656,-23.727514387826417,1.1296719205940673,2
std,B6_flat11,tuned,1500.0,175.71882203583039,1.2054125702571141,-27.626541308351552,127.33368327184249,-17.125567283914982,20.567486914631584,0.4527605113486639,-26.31364598682474,1.1461641675754433,2
raw,B6_flat11,prod,1593.5,102.46824465446358,1.176319903412793,-23.08899111461909,87.71411068754442,-13.692559049838884,7.942467543744492,0.25671495010360945,-23.088991114619105,0.4808894298987765,2
raw,B6_flat11,matched,1593.5,126.63300037585483,1.140875477548703,-27.264780388643096,109.71832145998519,-16.338638134641094,8.129286734348273,0.216456889293558,-27.26478038864311,0.41354714682025784,2
raw,B6_flat11,tuned,1593.5,150.34215652160196,1.1227051605594551,-30.27698240133566,129.52038647007004,-18.629838395351268,9.124191402995052,0.2090626632698962,-30.27698240133565,0.41608064974772785,2
std,B5_is_keep,prod,681.5,42.49028265677348,1.132773781280049,-13.839809493812362,37.94439154952058,-7.737126346849733,3.276056551861395,0.208839686415569,-13.839809493812378,0.33573544001327094,2
inv_anch,B6_flat11,prod,1329.0,42.121928090305445,1.150824981220938,-13.606072103448934,37.8167285846046,-5.915136387957816,3.2120557912813763,0.20840713770396496,-13.606072103448959,0.3556992866788297,2
inv,B6_flat11,prod,1315.5,41.303909982802764,1.1435166713409726,-13.389264567431319,37.1002840148677,-5.987496351032883,3.152213202983245,0.2074705679169835,-13.38926456743129,0.35273271811240725,2
std,B5_is_keep,matched,681.5,89.3029707117822,1.0157663949968514,-27.970916194851178,82.7312778210389,-14.833832631101204,3.747106180787885,0.13055813246488387,-27.97091619485117,0.2122845401333813,2
inv_anch,B6_flat11,matched,1329.0,132.74811495509806,1.0550323431568631,-31.42112771777134,122.06483486341537,-15.357647650112739,5.369121859386233,0.1274491424425539,-31.421127717771334,0.25933199574783067,2
inv_anch,B6_flat11,tuned,1329.0,132.74811495509806,1.0550323431568631,-31.42112771777134,122.06483486341537,-15.357647650112739,5.369121859386233,0.1274491424425539,-31.421127717771334,0.25933199574783067,2
inv,B6_flat11,matched,1315.5,129.19627193722462,1.044900229091154,-31.065174371086194,119.32606449481831,-15.541957071160562,5.051324812490732,0.12185323694146058,-31.0651743710862,0.24456161050022762,2
inv,B6_flat11,tuned,1315.5,129.19627193722462,1.044900229091154,-31.065174371086194,119.32606449481831,-15.541957071160562,5.051324812490732,0.12185323694146058,-31.0651743710862,0.24456161050022762,2
std,B5_is_keep,tuned,681.5,114.45284496788317,0.9809973540198562,-32.79683017290974,105.48528315482582,-17.696427217790557,3.917921379147537,0.08805170330069169,-32.796830172909765,0.15239043284751083,2
inv_anch,B5_is_keep,prod,800.0,40.08029579346402,1.1419594097597778,-12.846138969599071,42.668073592507966,-5.15793179937252,-1.7951690544163346,-0.12051578592582854,-12.846138969599084,-0.18768283574790173,2
inv,B5_is_keep,prod,797.5,39.382230520320036,1.1374102292406851,-12.69779916889101,41.98332944200402,-5.14282150759375,-1.8125029401121484,-0.12282656460813543,-12.697799168891065,-0.19153231393562886,2
inv,B5_is_keep,matched,797.5,117.7238989740643,0.9909179127967707,-32.35709197952452,146.72825494666034,-13.459724001151987,-11.628050174246003,-0.30783501873715924,-32.35709197952453,-0.47955462023371653,2
inv,B5_is_keep,tuned,797.5,117.7238989740643,0.9909179127967707,-32.35709197952452,146.72825494666034,-13.459724001151987,-11.628050174246003,-0.30783501873715924,-32.35709197952453,-0.47955462023371653,2
inv_anch,B5_is_keep,matched,800.0,119.90737491731689,0.9929495586771708,-32.708932705984196,149.50181586023297,-13.499563293261247,-11.740385121690966,-0.3079045674066615,-32.70893270598421,-0.47906595646220906,2
inv_anch,B5_is_keep,tuned,800.0,119.90737491731689,0.9929495586771708,-32.708932705984196,149.50181586023297,-13.499563293261247,-11.740385121690966,-0.3079045674066615,-32.70893270598421,-0.47906595646220906,2
raw,B5_is_keep,prod,691.5,71.86401573410417,1.0797833951715408,-25.22000033996509,86.05624685932196,-11.736533796911694,-7.68091715285143,-0.3361013950948198,-25.220000339965086,-0.4136884469045896,2
raw,B5_is_keep,matched,691.5,85.93640493089774,1.032320502145371,-29.86569576763449,105.63395022530551,-13.856571919331053,-9.575203613379568,-0.3493729381016683,-29.865695767634477,-0.4295809852726774,2
raw,B5_is_keep,tuned,691.5,99.65967008846968,1.007921395403105,-33.59577728196546,126.86354646376441,-15.838395019415536,-11.880747843947997,-0.3798041008029579,-33.59577728196547,-0.4673306346121648,2
