match_id,date,family,selection,odds,stake,pnl,payoff,p_model,p_market,model,container,trust,group,line,market_key,direction,bank_open,abs_stake,abs_pnl,won,pushed,edge,window
12477123,2024-08-03,1X2_away,away,2.7644177911044476,0.0006012296957007363,-0.0006012296957007363,-1.0,0.34306326433344025,0.3617398221129511,m12,raw,flat_1.00,1X2,0.0,1X2,away,1000.0,0.6012296957007363,-0.6012296957007363,false,false,-0.018676557779510827,selection
12477123,2024-08-03,1X2_home,home,2.8837451777708267,0.0061358792392974685,-0.0061358792392974685,-1.0,0.3984369435598476,0.34677127774965655,m12,raw,flat_1.00,1X2,0.0,1X2,home,1000.0,6.135879239297468,-6.135879239297468,false,false,0.05166566581019105,selection
12477123,2024-08-03,O/U 1.5_under_15,under_15,4.0,0.0003175512463662703,0.0009336006643168346,2.94,0.2557530063878018,0.24953095684803003,m12,raw,flat_1.00,OverUnder,1.5,OU1.5,under_15,1000.0,0.3175512463662703,0.9336006643168346,true,false,0.006222049539771762,selection
12477126,2024-08-03,1X2_home,home,4.2,0.013763803629212791,0.04316328818121132,3.136,0.36329556688370723,0.23591387998167654,m12,raw,flat_1.00,1X2,0.0,1X2,home,1000.0,13.763803629212791,43.16328818121132,true,false,0.1273816869020307,selection
12477126,2024-08-03,1X2_draw,draw,3.5,0.0029899536731705163,-0.0029899536731705163,-1.0,0.2665081113286466,0.28309665597801187,m12,raw,flat_1.00,1X2,0.0,1X2,draw,1000.0,2.9899536731705165,-2.9899536731705165,false,false,-0.016588544649365267,selection
12477128,2024-08-03,O/U 1.5_under_15,under_15,4.8,0.0023131338649019055,-0.0023131338649019055,-1.0,0.24741408735789655,0.20792079207920794,m12,raw,flat_1.00,OverUnder,1.5,OU1.5,under_15,1000.0,2.3131338649019053,-2.3131338649019053,false,false,0.03949329527868861,selection
12477128,2024-08-03,O/U 2.5_under_25,under_25,2.26,0.0039497856265659015,-0.0039497856265659015,-1.0,0.49075998018798495,0.4419753086419754,m12,raw,flat_1.00,OverUnder,2.5,OU2.5,under_25,1000.0,3.9497856265659017,-3.9497856265659017,false,false,0.04878467154600957,selection
12477129,2024-08-03,O/U 2.5_under_25,under_25,2.56,0.003976455738544143,-0.003976455738544143,-1.0,0.4255199351392106,0.3904761904761904,m12,raw,flat_1.00,OverUnder,2.5,OU2.5,under_25,1000.0,3.976455738544143,-3.976455738544143,false,false,0.03504374466302018,selection
12477131,2024-08-03,O/U 1.5_under_15,under_15,5.590163934426229,0.00037460808669460393,-0.00037460808669460393,-1.0,0.1899453394570317,0.17888563049853373,m12,raw,flat_1.00,OverUnder,1.5,OU1.5,under_15,1000.0,0.37460808669460394,-0.37460808669460394,false,false,0.011059708958497977,selection
12477131,2024-08-03,O/U 2.5_under_25,under_25,2.56,0.0012185220849392343,-0.0012185220849392343,-1.0,0.40749407550606315,0.38164251207729477,m12,raw,flat_1.00,OverUnder,2.5,OU2.5,under_25,1000.0,1.2185220849392344,-1.2185220849392344,false,false,0.025851563428768376,selection
12477132,2024-08-03,1X2_away,away,4.753641707130079,0.01474403579427525,-0.01474403579427525,-1.0,0.343509522152095,0.2103650341379496,m12,raw,flat_1.00,1X2,0.0,1X2,away,1000.0,14.74403579427525,-14.74403579427525,false,false,0.1331444880141454,selection
12477132,2024-08-03,1X2_draw,draw,4.258470695970695,0.0055099132413417105,0.017594813017567816,3.1933012820512814,0.24923817536012874,0.2348260846191065,m12,raw,flat_1.00,1X2,0.0,1X2,draw,1000.0,5.50991324134171,17.594813017567816,true,false,0.014412090741022232,selection
12477132,2024-08-03,O/U 2.5_under_25,under_25,2.28,0.001334701483478957,0.0016742495408760033,1.2543999999999997,0.4581040382635191,0.43842364532019706,m12,raw,flat_1.00,OverUnder,2.5,OU2.5,under_25,1000.0,1.334701483478957,1.6742495408760034,true,false,0.019680392943322023,selection
12477133,2024-08-03,1X2_home,home,3.05,0.00843329478682419,-0.00843329478682419,-1.0,0.403733703632864,0.3247644314335376,m12,raw,flat_1.00,1X2,0.0,1X2,home,1000.0,8.43329478682419,-8.43329478682419,false,false,0.07896927219932637,selection
12477133,2024-08-03,O/U 2.5_over_25,over_25,2.0,0.0011574845677227823,-0.0011574845677227823,-1.0,0.5227952335278797,0.5,m12,raw,flat_1.00,OverUnder,2.5,OU2.5,over_25,1000.0,1.1574845677227823,-1.1574845677227823,false,false,0.02279523352787971,selection
12477134,2024-08-03,1X2_away,away,4.583428644046257,0.015228930280665217,-0.015228930280665217,-1.0,0.3526092877056752,0.2181772811711537,m12,raw,flat_1.00,1X2,0.0,1X2,away,1000.0,15.228930280665217,-15.228930280665217,false,false,0.13443200653452148,selection
