model,container,basket,setting,t1,ratio,lambda,cap,deployable,n_directions,n_slates,n_bets,return_pct,cagr_pct,flat_roi_pct,sharpe_ann,sortino,mdd_pct,calmar,ulcer,turnover,mean_exposure,max_exposure,worst_slate,mean_k_risk,frac_k_pinned,n_capped,is_return_pct,is_sharpe,is_mdd_pct,is_calmar,is_slates,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_mdd_pct,oos_calmar,oos_slates,oos_k_pinned,g3_sharpe,g3_calmar,g3_mdd,gate3
m12,raw,B3_plus_over25,matched,0.4,1.0,20.0,0.25,true,5,99,1198,183.92650220784765,83.12664314730603,14.54444875263507,1.5080781821120264,0.22982826510129378,-22.160000089401297,8.299932376616558,8.814978432435536,8.170847297663714,0.08253381108751225,0.20565054492126833,-0.11286406573928022,0.7703447372782216,0.0,0,115.92026842196165,2.6669438941708297,-16.465166155293705,10.935975363448053,49,31.495993536366385,45.64017641367839,0.7866399961374686,-22.160000089401294,2.0595747396006203,50,0.0,false,false,false,false
m12,raw,B3_plus_over25,tuned,0.4,1.0,18.0,0.25,true,5,99,1198,211.00738589719975,93.05883508225546,14.513737296445141,1.485266161620106,0.22496710367588868,-24.3262552463088,8.67405951967134,9.72729606448477,9.034087664888217,0.09125341075644665,0.2274283131331013,-0.12482918555181545,0.8515451169350345,0.010101010101010102,0,132.6315898412926,2.6508529406382753,-18.110077227485625,11.564596634113151,49,33.69095147799017,48.98866737124532,0.7555249287852699,-24.32625524630881,2.013818685828297,50,0.02,false,false,false,false
m12,raw,B4_minus_away,prod,0.35,1.4,23.0,0.25,false,3,99,786,83.42402360925207,42.14836788248866,17.36970313061537,1.6060031892055069,0.2863261091113755,-17.88388647711856,4.664759179498734,6.6602405062630945,3.741579384305247,0.03779373115459847,0.11544537026984303,-0.07468878243290832,0.6966508894071102,0.04040404040404041,0,37.49196519603502,1.871980662343695,-17.88388647711856,2.9696994346809555,49,33.40708553240002,48.55445623294508,1.5947992400790276,-6.8307914029800685,7.108174348840785,50,0.04,false,false,true,false
m12,raw,B4_minus_away,matched,0.4,1.0,20.0,0.25,false,3,99,786,91.79599125859221,45.87456774910943,16.220535235691624,1.5234501032799015,0.25516853298132514,-20.373919289578073,4.505563703962883,7.471155707010742,4.355337993561721,0.04399331306628002,0.1389569775042978,-0.08919759293154016,0.6495277205810553,0.030303030303030304,0,39.80872685288808,1.705167759717174,-20.37391928957807,2.7766513134243898,49,37.18456320713577,54.36065724246954,1.5745034386315795,-7.493605924456573,7.254272214269355,50,0.04,false,false,true,false
m12,raw,B4_minus_away,tuned,0.4,1.0,18.0,0.25,false,3,99,786,103.6696816052335,51.0440941976251,16.1860732068895,1.507139625437851,0.2513197253999611,-22.345919867538893,4.639311436707992,8.319716167211759,4.810446806374977,0.04859037178156542,0.15366165997530698,-0.09864419825709608,0.7150350838554921,0.030303030303030304,0,44.40088940366837,1.691860730520574,-22.34591986753889,2.8412221306138874,49,41.04461713935918,60.35572311589477,1.5526312277027738,-8.265286073074854,7.302315078060113,50,0.04,false,false,true,false
m12,raw,B5_is_keep,prod,0.35,1.4,23.0,0.25,true,3,99,680,81.2743463948695,41.18012859174065,15.125622957245293,1.168036793098118,0.1942613159213479,-25.79037101922,3.1513445981176718,9.915214573918732,4.442723117368401,0.044875991084529304,0.09093002797789705,-0.0756288827532805,0.8105523678795221,0.04040404040404041,0,93.62375354734182,2.9734104797869056,-11.859871952854634,11.97831957020128,49,-6.378043461208305,-8.652186504123382,-0.27251814740724034,-25.79037101922002,-0.33548127313389264,50,0.04,false,false,false,false
m12,raw,B5_is_keep,matched,0.4,1.0,20.0,0.25,true,3,99,680,91.53119339432108,45.75777113298827,14.899652573419731,1.1088967428186107,0.18569151381239302,-29.391340412770745,3.114223172841417,11.308177204708736,5.046975787342222,0.05097955340749719,0.10603133695630643,-0.08329784909413296,0.6835933675155197,0.010101010101010102,0,105.36363702973652,2.770769780781687,-13.144723950847832,12.316432112575603,49,-6.735585635061813,-9.130867876019732,-0.2528874633998678,-29.39134041277071,-0.31066524179524374,50,0.0,false,false,false,false
m12,raw,B5_is_keep,tuned,0.4,1.0,18.0,0.25,true,3,99,680,102.74184214110065,50.64477858094898,14.888436135690235,1.0918453600521179,0.18192717787066762,-32.045063351059454,3.2061675464811916,12.401530069410244,5.584139402843475,0.05640544851357043,0.11727608150034362,-0.09216645331213054,0.7552100352798983,0.010101010101010102,0,120.38898775867169,2.7580638459783833,-14.485446186371076,12.967807528814657,49,-8.007271959021322,-10.82785935794891,-0.27378664578077,-32.04506335105947,-0.33789477147627234,50,0.0,false,false,false,false
m12,raw,B6_flat11,prod,0.35,1.4,23.0,0.25,true,11,99,1592,111.70250368646668,54.46977815689353,9.787065500851561,1.2200695848572252,0.17830509173593356,-23.446186312036783,4.764207799079075,8.827202849016256,8.81170497630827,0.08900712097281077,0.21799250048742871,-0.10335015136238075,0.7688725630615273,0.0,0,98.71837038637929,2.6213679214952377,-13.952823984275632,10.794968935145544,49,6.533937086360719,9.079791588014373,0.20942899803456208,-23.446186312036822,0.3872609160046204,50,0.0,false,false,false,false
m12,raw,B6_flat11,matched,0.4,1.0,20.0,0.25,true,11,99,1592,131.54091370345293,62.70364210113155,9.785695096817644,1.1957620594518792,0.17364386800617948,-26.46869131046765,4.969679541784979,10.039977330093377,10.07817930739009,0.10179979098373827,0.24954041022052725,-0.11817322548247645,0.7693947336752077,0.0,0,117.56679891813233,2.6017390582966184,-15.85928670038037,11.53416618212789,49,6.422907748244588,8.923722032466985,0.18016566277962087,-26.468691310467676,0.33714254806915545,50,0.0,false,false,false,false
m12,raw,B6_flat11,tuned,0.4,1.0,18.0,0.25,true,11,99,1592,147.76340380506022,69.21845819110577,9.783932809199646,1.1703087297803456,0.16894627311400945,-28.959442635720258,5.102425680762249,11.059824941648294,11.10010890975438,0.11212231221974117,0.25,-0.13066610085079938,0.8508659022032186,0.0,2,133.50201896833127,2.575341187320053,-17.44789639876314,12.092332066577834,49,6.107606649286956,8.480847033734218,0.15517709249207243,-28.959442635720233,0.29285256420209743,50,0.0,false,false,false,false
m12,raw,B7_x1x2_ou25,prod,0.35,1.4,23.0,0.25,true,5,99,1221,145.19605240728768,68.19964449547517,13.65111814433594,1.4982163933807866,0.22542913335361414,-17.753958195345685,8.178235569201226,7.32913286908501,7.362224217645578,0.07436590118833916,0.1838812344807424,-0.09719882513384984,0.7616948549625573,0.0,0,90.88942739429851,2.5489148952642915,-14.683553834210892,9.364138022845406,49,28.449257643176896,41.026772036490875,0.8394806664907777,-17.75395819534568,2.3108521257668793,50,0.0,false,false,true,false
m12,raw,B7_x1x2_ou25,matched,0.4,1.0,20.0,0.25,true,5,99,1221,174.10948862552394,79.42860995086455,13.649040778845338,1.4749649925457327,0.22046814305084908,-20.160614579320672,8.636120091503217,8.363932305060848,8.421122481379927,0.08506184324626187,0.21028220550154503,-0.11117070369484805,0.7622684448774232,0.0,0,107.89921444101722,2.5294954085178443,-16.683901919230244,9.96357654265782,49,31.847294066275154,46.17470674001603,0.8111786983767362,-20.16061457932065,2.2903422193973597,50,0.0,false,false,false,false
m12,raw,B7_x1x2_ou25,tuned,0.4,1.0,18.0,0.25,true,5,99,1221,200.12299808474506,89.112370071377,13.647324928151185,1.455283545417974,0.2163243438098047,-22.160508054930197,9.030614171330894,9.23245819146677,9.314175604001049,0.0940825818585964,0.23253858676748457,-0.12295254067480522,0.8430379990649765,0.0,0,123.09769131736705,2.5130324891515206,-18.34956103439539,10.495482926399166,49,34.52537151440347,50.26701589405997,0.7872609351447782,-22.160508054930197,2.268315138329003,50,0.0,false,false,false,false
m12,inv,B0_canonical,prod,0.35,1.4,23.0,0.25,true,4,99,975,65.64313989752613,33.988775853373944,17.436264685978845,1.7718280471304764,0.2858393371009362,-7.760690932994596,8.458414394322052,2.972702804849874,3.036509302260567,0.03067181113394512,0.07601711548024787,-0.04577180070247083,0.8926727929449609,0.2828282828282828,0,43.76795676743947,2.968651595667811,-6.114183868265224,10.227314633080335,49,15.21561801526634,21.46816997951806,1.0104025474465381,-7.760690932994582,2.766270447421907,50,0.2,false,false,true,false
