model,n_slates,n_constrained_slates,constrained_share_pct,fringe_stake_removed_frac,core_stake_change_frac,capacity_recaptured_pct,status_return_constrained_pct,core_return_constrained_pct,constrained_return_delta_pp,status_full_return_pct,core_full_return_pct,hybrid_binding_only_return_pct,hybrid_opportunity_cost_pp,realized_shadow_value_pct_per_stake
m12_joint_hybrid_synergy,100,16,16.0,0.8598545358064636,0.08285523011061503,9.635958951231737,17.469865380179648,31.351128528204896,13.881263148025248,123.93706700765436,141.53382587807397,150.39942265665215,26.462355648997793,13.11624455047154
m13_joint_composite,100,18,18.0,0.9036177342305715,0.08260524818639485,9.14161431954775,15.974295909837277,30.64009392059386,14.665798010756582,127.85852516082348,144.42702855098938,156.67290233656868,28.8143771757452,13.225201883963868
