experiment,model,run_uuid,config_hash,n_folds,strict_convergence_passed,max_rhat,min_ess_bulk,divergences,n_fixtures,n_books,n_skipped,build_converged,failed_gates
scottish_lower_joint_player_2426,m12_joint_hybrid_synergy,132df5c2-c742-4e95-8693-3aeb2b2cbaef,a11db174f91861a795c150bbdfb6f34b5814516f0a179c153ebec912eed5670d,40,true,1.010449852466397,880.7352714667638,3,710,632,78,true,
scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,d9fef944fad8a0d61490379aaabcdfebd512b49de9ac95d58cfe3216bcae83cf,40,false,1.0132180604939718,712.7549671999996,11,710,632,78,false,tail ESS
