idx,date,n_fixtures,n_bets,bankroll_open,bankroll_close,stake_frac,pnl_frac,exposure,k_risk,capped,model,policy,opening_drawdown,drawdown_trust_multiplier
34,2025-02-08,8,16,1743.1950674145394,1766.545747080533,0.06446338278847899,0.013395333719379222,0.064463382788479,0.2602014005194986,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
35,2025-02-11,1,2,1766.545747080533,1771.1141649033177,0.005048463018911541,0.002586073884774679,0.005048463018911541,0.35866965413672725,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
36,2025-02-15,8,17,1771.1141649033177,1763.1903266645847,0.072660284971611,-0.004473928556246148,0.072660284971611,0.26438033126014576,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
37,2025-02-22,9,19,1763.1903266645847,1801.669488657399,0.09824025287884568,0.021823600895999194,0.09824025287884568,0.26837572426048995,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.004473928556246176,1.0
38,2025-02-25,1,3,1801.669488657399,1763.726699619591,0.021059794416612373,-0.021059794416612373,0.021059794416612373,0.2696723198301303,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
39,2025-03-01,9,23,1763.726699619591,1885.0239914295496,0.12385223092740594,0.06877329227715422,0.12385223092740594,0.2700796370215866,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.02105979441661232,1.0
40,2025-03-04,2,4,1885.0239914295496,1839.4987117993728,0.03900680537068189,-0.024151034595401504,0.03900680537068189,0.26078433821041846,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
41,2025-03-08,9,22,1839.4987117993728,1713.3238810291584,0.13092000808005322,-0.06859196473521409,0.13092000808005322,0.2655478328648947,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.024151034595401466,1.0
42,2025-03-11,2,5,1713.3238810291584,1665.976655892524,0.03765538122737115,-0.02763471965860528,0.03765538122737115,0.26735766596324917,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.09108643241732883,0.75
43,2025-03-15,9,20,1665.976655892524,1792.9152661066144,0.10037214481614014,0.07619471123146355,0.10037214481614014,0.25555399052111455,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.11620400405137887,0.5
44,2025-03-22,9,25,1792.9152661066144,1761.8176270061604,0.1296877890055338,-0.01734473440453419,0.1296877890055338,0.2676890568183832,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.048863423352549784,1.0
45,2025-03-29,9,14,1761.8176270061604,1852.928997728921,0.06448962136909057,0.05171441659236072,0.06448962136909056,0.27050495452988216,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.06536063465693764,0.75
46,2025-04-05,9,21,1852.928997728921,1911.0031614790382,0.09110495641698266,0.031341818181536814,0.09110495641698269,0.2630117899993679,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.01702630515396708,1.0
47,2025-04-12,9,22,1911.0031614790382,1871.5880208332862,0.11840668662115818,-0.02062536653013501,0.1184066866211582,0.26436030831155866,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
48,2025-04-19,9,20,1871.5880208332862,1918.690320209103,0.10589155013427547,0.02516702332538193,0.10589155013427547,0.2718664644634393,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.020625366530135025,1.0
49,2025-04-26,8,15,1918.690320209103,1855.6748968660236,0.06580093614177839,-0.03284293597531253,0.06580093614177837,0.26542591798117676,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
50,2025-05-03,9,20,1855.6748968660236,1888.3827983267927,0.15320327550987015,0.017625879142951363,0.15320327550987012,0.2791108745084129,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.032842935975312515,1.0
51,2025-08-02,9,19,1888.3827983267927,1756.398819071388,0.1202141506633072,-0.06989259771501276,0.1202141506633072,0.26737283157824826,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.015795942452561773,1.0
52,2025-08-09,9,20,1756.398819071388,1820.6893147641133,0.17584756257641773,0.03660358626676585,0.17584756257641776,0.29274413137426364,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.08458452071620814,0.75
53,2025-08-16,6,16,1820.6893147641133,1994.651219638055,0.10529196491107477,0.09554727622295074,0.10529196491107477,0.2631209485484039,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.051077031250311045,0.75
54,2025-08-23,9,20,1994.651219638055,1927.3154240052052,0.11080382362701623,-0.033758180362514045,0.11080382362701621,0.3003316534223797,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
55,2025-08-30,9,19,1927.3154240052052,1713.6893952856674,0.13473660989246047,-0.11084123857401396,0.1347366098924605,0.280439819364262,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.03375818036251388,1.0
56,2025-09-13,8,17,1713.6893952856674,1664.7097332010105,0.11523991983157635,-0.02858141167203283,0.11523991983157633,0.27872852284322464,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.14085762041314187,0.5
57,2025-09-20,9,18,1664.7097332010105,1640.102501863599,0.1061194253203523,-0.014781694878479178,0.10611942532035232,0.273470285445153,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.16541312244900386,0.25
58,2025-09-27,9,21,1640.102501863599,1893.3593713244068,0.15174883400371703,0.1544152692731337,0.15174883400371705,0.27147902950982905,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.1777497310225452,0.25
59,2025-10-04,9,21,1893.3593713244068,1942.7734625724374,0.1382568939716599,0.0260986329359467,0.1382568939716599,0.2986894390653843,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.050781734328484984,0.75
60,2025-10-07,1,3,1942.7734625724374,1921.6502346259908,0.01839468631991842,-0.010872717974270163,0.01839468631991842,0.2643088489737255,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.026008435236628102,1.0
61,2025-10-18,9,17,1921.6502346259908,2077.136565312332,0.10406240596958626,0.08091291947132248,0.10406240596958627,0.28296768495219193,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.036598370829618365,1.0
62,2025-10-24,1,3,2077.136565312332,2173.67200251586,0.019010794031619257,0.04647524809665688,0.019010794031619257,0.28180938557776675,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
63,2025-10-25,4,7,2173.67200251586,2243.2723907191958,0.05433474193970305,0.032019728884016656,0.05433474193970305,0.27388089304275337,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
64,2025-11-01,9,18,2243.2723907191958,2286.3061581150714,0.09821393194883737,0.019183478374678646,0.09821393194883736,0.27626986086934086,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
65,2025-11-08,9,13,2286.3061581150714,2227.0674854051176,0.08921144906884858,-0.02591021001264003,0.08921144906884856,0.2711535072473611,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
66,2025-11-15,8,15,2227.0674854051176,2309.955237424626,0.0950707430666659,0.03721833871793531,0.09507074306666588,0.2646009408501432,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.025910210012640045,1.0
67,2025-11-22,9,17,2309.955237424626,2407.029603405738,0.1410294873194464,0.04202434939360149,0.1410294873194464,0.28481771491798286,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
68,2025-11-25,1,3,2407.029603405738,2411.730465233264,0.020341306502695104,0.001952972169878905,0.020341306502695104,0.26992812070104,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
69,2025-12-06,8,16,2411.730465233264,2228.5052877377984,0.11946613605445452,-0.07597249366659413,0.11946613605445451,0.26937190862458954,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
70,2025-12-13,9,18,2228.5052877377984,2382.761627428222,0.11679743530321914,0.06921964266327255,0.11679743530321915,0.28303202453448484,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.07597249366659387,0.75
71,2025-12-20,9,17,2382.761627428222,2656.0558625740387,0.0924830250039593,0.1146964228397411,0.09248302500395929,0.2665203305994358,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.012011639867160917,1.0
72,2025-12-27,9,17,2656.0558625740387,2868.893801592926,0.08711778496387629,0.08013308079018408,0.08711778496387627,0.2805340212836357,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
73,2026-01-03,4,8,2868.893801592926,2861.6508574725362,0.04617031504186852,-0.002524646996820982,0.04617031504186852,0.26089232170118726,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
74,2026-01-10,5,11,2861.6508574725362,2777.5374072794925,0.06629610478475643,-0.02939333076688971,0.06629610478475645,0.26909112501333354,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.0025246469968209784,1.0
75,2026-01-17,2,5,2777.5374072794925,2890.244243428803,0.041760579588206975,0.04057797236282904,0.041760579588206975,0.26606966127982906,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.03184376997946348,1.0
76,2026-01-20,2,5,2890.244243428803,2802.3759396101677,0.034263634504539627,-0.030401688029795804,0.034263634504539627,0.2617313074483537,false,m12_joint_hybrid_synergy,P2_hard_pruning,0.0,1.0
77,2026-01-24,8,19,2802.3759396101677,2782.9894983468835,0.12680288993740207,-0.006917858874416653,0.12680288993740205,0.2854792623644914,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.030401688029795704,1.0
78,2026-01-31,9,17,2782.9894983468835,2841.78319369387,0.11562514366183718,0.021126093139018375,0.1156251436618372,0.26477597744745807,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.03710923231687835,1.0
79,2026-02-07,5,12,2841.78319369387,2753.49909456394,0.06589819932607088,-0.03106644424030628,0.06589819932607088,0.2662443447718547,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.016767112276103724,1.0
80,2026-02-10,3,8,2753.49909456394,2751.8543949561167,0.05013298259951683,-0.0005973125653356472,0.05013298259951683,0.293902276440072,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.04731266195781336,1.0
81,2026-02-14,6,14,2751.8543949561167,2708.2130690708636,0.08826093854785144,-0.015858879003643467,0.08826093854785144,0.30281675271984704,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.04788171407566222,1.0
82,2026-02-17,4,10,2708.2130690708636,2723.4296786279724,0.03990568775559866,0.0056186899512781375,0.03990568775559866,0.27727637567769725,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.06298124276929251,0.75
83,2026-02-21,9,18,2723.4296786279724,2768.966140385613,0.09842698383926621,0.016720263465947606,0.09842698383926622,0.2551747825743936,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.05771642489388118,0.75
84,2026-02-24,3,5,2768.966140385613,2814.160906667252,0.016671782017421085,0.01632189199516346,0.016671782017421085,0.26890816187842154,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.04196119525847186,1.0
85,2026-02-28,9,20,2814.160906667252,2880.740699548418,0.13905325577248553,0.02365884364445071,0.13905325577248553,0.26390002270531615,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.026324189360304895,1.0
86,2026-03-03,2,4,2880.740699548418,2789.7602530478325,0.031582310242240036,-0.031582310242240036,0.031582310242240036,0.2737477312148,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.003288145595996661,1.0
87,2026-03-07,9,20,2789.7602530478325,2654.6484754274984,0.12479444385405286,-0.04843132218000575,0.12479444385405285,0.2647129572736449,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.03476660860390224,1.0
88,2026-03-10,3,9,2654.6484754274984,2602.1868901662974,0.05483709636063578,-0.019762159000261997,0.05483709636063577,0.269127741619283,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.0815141379615063,0.75
89,2026-03-14,9,19,2602.1868901662974,2569.7100562859123,0.12134707831196577,-0.012480592382935949,0.12134707831196577,0.2586715568214403,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.09966540160660353,0.75
90,2026-03-17,1,3,2569.7100562859123,2466.632538703671,0.04011250893076351,-0.04011250893076351,0.04011250893076351,0.25391030163692174,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.11090211073740586,0.5
91,2026-03-21,9,17,2466.632538703671,2386.9911720042246,0.1277469878931519,-0.03228748727254743,0.1277469878931519,0.2627355192579982,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.14656605776077458,0.5
92,2026-03-24,2,4,2386.9911720042246,2378.3866070617382,0.013192291341610762,-0.003604774514210694,0.013192291341610764,0.26060477657923664,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.17412129530878362,0.25
93,2026-03-27,1,3,2378.3866070617382,2413.3205322367976,0.023887494971716657,0.014688076812800812,0.023887494971716657,0.27151748591428404,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.1770984018152838,0.25
94,2026-03-28,7,14,2413.3205322367976,2488.407994158444,0.0698945664724058,0.031113754231416338,0.06989456647240583,0.2665838507586471,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.1650115599317702,0.25
95,2026-04-04,8,18,2488.407994158444,2321.402887808307,0.09051505587590243,-0.06711323333721114,0.09051505587590242,0.2686717341496317,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.13903193482141352,0.5
96,2026-04-07,1,3,2321.402887808307,2318.0687905894442,0.01590226569366121,-0.0014362423844532148,0.01590226569366121,0.39147130767170524,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.1968142854756313,0.25
97,2026-04-11,9,21,2318.0687905894442,2398.478662298829,0.15958757420661027,0.034688302623209856,0.1595875742066103,0.2660628481005864,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.19796785484141854,0.25
98,2026-04-14,1,3,2398.478662298829,2350.7126250175675,0.042723329333819775,-0.019915139555788164,0.042723329333819775,0.2681544943662629,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.17014672107661555,0.25
99,2026-04-18,9,18,2350.7126250175675,2456.67340471333,0.13424869598896674,0.0450760244225813,0.13424869598896672,0.23952426742150756,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.1866733649372032,0.25
100,2026-04-25,9,21,2456.67340471333,2415.3382587807396,0.15428078629388253,-0.01682565775869313,0.1542807862938825,0.2586407397188098,false,m12_joint_hybrid_synergy,P2_hard_pruning,-0.15001183367157656,0.25
1,2024-08-03,9,29,1000.0,1011.7599464482947,0.1485906487154347,0.011759946448294775,0.14859064871543468,0.26221383435075785,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
2,2024-08-10,9,21,1011.7599464482947,969.722310257334,0.10898003078359104,-0.041549021918223385,0.10898003078359104,0.2529027828197313,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
3,2024-08-17,8,21,969.722310257334,1007.6732683115362,0.10027668881139053,0.039135902776260785,0.10027668881139053,0.2739653374335564,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.041549021918223406,1.0
4,2024-08-24,8,22,1007.6732683115362,1138.1810806408891,0.10168849029948325,0.12951401653041056,0.10168849029948326,0.2687402606569335,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.0040391776242028055,1.0
5,2024-08-31,9,19,1138.1810806408891,1136.9920669107137,0.07797191683286708,-0.0010446613024934141,0.07797191683286708,0.26870152992658763,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
6,2024-09-14,8,23,1136.9920669107137,1152.0459920638211,0.10788623454037376,0.013240132091695275,0.10788623454037376,0.25464088327592627,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.001044661302493255,1.0
7,2024-09-21,9,20,1152.0459920638211,1132.8585374544748,0.07140636050047779,-0.01665511163749036,0.07140636050047779,0.27832144269701764,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
8,2024-09-28,9,23,1132.8585374544748,1136.7364180233608,0.05995208101938296,0.0034230933878111576,0.05995208101938296,0.272817067551781,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.01665511163749045,1.0
9,2024-10-05,9,20,1136.7364180233608,1149.8969288128044,0.06567602382744833,0.011577451536503169,0.06567602382744833,0.27800981967505534,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.01328903025219863,1.0
10,2024-10-19,9,26,1149.8969288128044,1153.2644162932322,0.0950005162956522,0.002928512457115819,0.09500051629565218,0.2686012930555588,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.0018654318194074593,1.0
11,2024-10-26,5,10,1153.2644162932322,1187.0461868440002,0.04668350983693281,0.029292302852235417,0.0466835098369328,0.28869614000324423,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
12,2024-11-02,9,17,1187.0461868440002,1138.3280933721512,0.10276579965994409,-0.041041447259416074,0.10276579965994409,0.26396884451377245,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
13,2024-11-09,9,21,1138.3280933721512,1269.719067989956,0.0844607547247634,0.1154245207359998,0.0844607547247634,0.26319921266774776,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.04104144725941605,1.0
14,2024-11-16,9,24,1269.719067989956,1351.10622002495,0.07630543476892863,0.06409855068478629,0.07630543476892863,0.2617548699233474,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
15,2024-11-23,1,3,1351.10622002495,1334.4544471245274,0.01570191386745295,-0.012324547584508239,0.01570191386745295,0.2609093027080925,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
16,2024-11-30,1,4,1334.4544471245274,1328.9783915047353,0.00410359127026913,-0.00410359127026913,0.00410359127026913,0.5557543663332453,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.012324547584508294,1.0
17,2024-12-03,3,6,1328.9783915047353,1363.5647001758334,0.022315211987231565,0.026024733654200407,0.02231521198723157,0.2737341738113255,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.016377563948899665,1.0
18,2024-12-07,8,18,1363.5647001758334,1422.0622855019228,0.04719863701672342,0.0429004837970254,0.04719863701672342,0.26486235746164016,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
19,2024-12-14,9,21,1422.0622855019228,1561.039198548444,0.08870089786896719,0.09772913216488884,0.0887008978689672,0.2894293204595409,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
20,2024-12-17,3,7,1561.039198548444,1559.8583300812406,0.035504206809328406,-0.0007564630460922527,0.035504206809328406,0.30973188018435094,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
21,2024-12-21,9,23,1559.8583300812406,1564.1955695702454,0.07310022231529902,0.002780534235297255,0.07310022231529902,0.26810646515083064,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.0007564630460922261,1.0
22,2024-12-28,8,30,1564.1955695702454,1690.460997747193,0.10567042780348515,0.0807222770817834,0.10567042780348514,0.2841005813098459,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
23,2025-01-04,8,16,1690.460997747193,1676.5607917109057,0.05371888998597098,-0.008222730991611962,0.053718889985971,0.2783213263783843,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
24,2025-01-08,1,6,1676.5607917109057,1680.0283875096443,0.0154141996699068,0.0020682791914750313,0.0154141996699068,0.4043130113335282,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.008222730991612082,1.0
25,2025-01-11,5,16,1680.0283875096443,1618.8690422049906,0.050525717258652354,-0.03640375707895752,0.050525717258652354,0.2711473313649361,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.006171458703544075,1.0
26,2025-01-14,1,2,1618.8690422049906,1591.0955526968767,0.017156106382938123,-0.017156106382938123,0.017156106382938123,0.25865480660329093,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.04235055149903488,1.0
27,2025-01-17,1,3,1591.0955526968767,1629.7461222609138,0.009655057693759794,0.02429179661681858,0.009655057693759794,0.27252733808888996,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.05878008731507944,0.75
28,2025-01-18,3,9,1629.7461222609138,1558.6027709564792,0.0436530268933782,-0.0436530268933782,0.0436530268933782,0.2644068874807167,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.035916164624437585,1.0
29,2025-01-21,1,4,1558.6027709564792,1596.453806043676,0.010725782682002473,0.024285235335471902,0.010725782682002473,0.2575027500608741,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.07800134221755828,0.75
30,2025-01-25,8,17,1596.453806043676,1573.1638393463713,0.09068030930837827,-0.014588562856711541,0.09068030930837827,0.26382959638384884,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.05561038783432237,0.75
31,2025-01-28,1,4,1573.1638393463713,1585.9251478939482,0.014730811808409017,0.008111875081542116,0.014730811808409017,0.3778721271892013,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.06938767505262688,0.75
32,2025-02-01,9,21,1585.9251478939482,1770.2615214134046,0.0959320312119928,0.11623270730289414,0.09593203121199281,0.2733157939497119,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.061838664123310405,0.75
33,2025-02-04,1,1,1770.2615214134046,1771.2257067503635,0.006538499450556342,0.000544657004231343,0.006538499450556342,1.0,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
34,2025-02-08,8,22,1771.2257067503635,1792.2337593734842,0.07282061090448831,0.011860742842121252,0.07282061090448831,0.275832540545937,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
35,2025-02-11,1,3,1792.2337593734842,1797.1248422708418,0.005438908511414541,0.0027290429453059517,0.005438908511414541,0.3481872277949713,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
36,2025-02-15,8,25,1797.1248422708418,1789.670078514512,0.07567165730675426,-0.004148161319115707,0.07567165730675426,0.266255403021822,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
37,2025-02-22,9,27,1789.670078514512,1827.7277166463543,0.10674398422834055,0.021265169814668628,0.10674398422834053,0.2746798903538559,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.004148161319115662,1.0
38,2025-02-25,1,3,1827.7277166463543,1789.2361466842378,0.021059794416612373,-0.021059794416612373,0.021059794416612373,0.2696723198301303,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
39,2025-03-01,9,27,1789.2361466842378,1911.9823652960877,0.12533655367507834,0.06860258152023112,0.12533655367507834,0.2700609479043582,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.02105979441661232,1.0
40,2025-03-04,2,6,1911.9823652960877,1864.9637576393961,0.03948185680225316,-0.02459154880824974,0.03948185680225316,0.26139061881777015,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
41,2025-03-08,9,28,1864.9637576393961,1733.1270536606307,0.13586917363659012,-0.07069129544138675,0.13586917363659012,0.26962317760997073,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.024591548808249764,1.0
42,2025-03-11,2,7,1733.1270536606307,1683.130736369006,0.03955671094669739,-0.028847462271173203,0.03955671094669738,0.2684343177499708,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.0935444358074713,0.75
43,2025-03-15,9,25,1683.130736369006,1810.9226015481452,0.10360171564089171,0.07592509744954379,0.1036017156408917,0.2579941699693748,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.11969337849601036,0.5
44,2025-03-22,9,33,1810.9226015481452,1781.027014478579,0.1334519075895179,-0.016508484152778488,0.13345190758951786,0.2697402920524471,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.05285601247284122,0.75
45,2025-03-29,9,19,1781.027014478579,1883.284236004941,0.07436495077527797,0.05741475041932428,0.07436495077527797,0.2849207400933142,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.06849192398133286,0.75
46,2025-04-05,9,26,1883.284236004941,1939.5372642676255,0.09449449932098691,0.029869643247274997,0.09449449932098693,0.26483344736771575,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.015009620283136127,1.0
47,2025-04-12,9,30,1939.5372642676255,1898.8605566162892,0.12288402297175453,-0.020972377484428505,0.12288402297175452,0.2661296605524384,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
48,2025-04-19,9,22,1898.8605566162892,1945.6352359630696,0.10793345784961361,0.024633024886320107,0.10793345784961361,0.2736251625453657,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.020972377484428484,1.0
49,2025-04-26,8,18,1945.6352359630696,1880.35713588899,0.06663210719641352,-0.03355104742527324,0.06663210719641353,0.26641697351768184,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
50,2025-05-03,9,30,1880.35713588899,1920.0034707045127,0.16501990862700203,0.021084470635297,0.16501990862700205,0.28440972145558974,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.03355104742527326,1.0
51,2025-08-02,9,28,1920.0034707045127,1783.1797013372131,0.12347848618327813,-0.07126225106098082,0.12347848618327814,0.2697823151169242,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.013173982864197797,1.0
52,2025-08-09,9,29,1783.1797013372131,1846.9720616553257,0.18299171101478506,0.035774498930351374,0.18299171101478506,0.29390504855341276,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.08349742625083711,0.75
53,2025-08-16,6,21,1846.9720616553257,2020.632622888475,0.10746299983077073,0.09402446568547898,0.10746299983077076,0.26397019201974936,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.050710005906583366,0.75
54,2025-08-23,9,31,2020.632622888475,1940.4492297783613,0.12366766832081237,-0.03968232136898405,0.12366766832081236,0.3081603050595159,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
55,2025-08-30,9,29,1940.4492297783613,1728.8360018501764,0.14782792810188466,-0.10905373079632469,0.1478279281018847,0.2869023369535995,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.039682321368984086,1.0
56,2025-09-13,8,25,1728.8360018501764,1668.8468503309928,0.1312816217534987,-0.03469915680549468,0.13128162175349872,0.2946397091708771,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.14440854697336225,0.5
57,2025-09-20,9,24,1668.8468503309928,1640.3648780590004,0.1136357014669726,-0.017066858032145672,0.11363570146697256,0.2790243832529941,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.17409684896337452,0.25
58,2025-09-27,9,31,1640.3648780590004,1893.5551174029085,0.15842338664487005,0.1543499514836611,0.15842338664487007,0.2734256448435499,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.1881924207904183,0.25
59,2025-10-04,9,33,1893.5551174029085,1941.7601354008223,0.15032027650103658,0.025457414761725455,0.1503202765010366,0.3021617868624153,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.06288996032535121,0.75
60,2025-10-07,1,4,1941.7601354008223,1920.310442086873,0.018596895897331763,-0.011046520588662519,0.018596895897331763,0.2653070201111062,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.03903356136797653,1.0
61,2025-10-18,9,30,1920.310442086873,2082.3585767956797,0.12065943550813002,0.08438642583888813,0.12065943550813003,0.2884000325039855,false,m12_joint_hybrid_synergy,P3_damped_tail,-0.04964889691733887,1.0
62,2025-10-24,1,6,2082.3585767956797,2180.6249568988155,0.02125527447061972,0.04718994182757304,0.02125527447061972,0.28259248278724564,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
63,2025-10-25,4,11,2180.6249568988155,2249.5417664458846,0.05527815166650639,0.031604155189106704,0.05527815166650639,0.2742803973866629,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
64,2025-11-01,9,27,2249.5417664458846,2293.138811037489,0.10194287284415196,0.019380411265039227,0.10194287284415199,0.27785103219061397,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
65,2025-11-08,9,24,2293.138811037489,2236.1923339124155,0.09493035435841678,-0.024833419089579343,0.09493035435841676,0.27253022228057633,false,m12_joint_hybrid_synergy,P3_damped_tail,0.0,1.0
