model,market_key,selection,source,bin,lower,upper,n,mean_predicted,realized_win_rate,calibration_gap
m12_joint_hybrid_synergy,OU3.5,over_35,model,3,0.2,0.3,153,0.27154264782880905,0.28104575163398693,0.009503103805177882
m12_joint_hybrid_synergy,OU3.5,over_35,model,4,0.3,0.4,111,0.32777667305058555,0.34234234234234234,0.014565669291756789
m12_joint_hybrid_synergy,OU3.5,over_35,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,2,0.1,0.2,2,0.1734420642648491,0.5,0.3265579357351509
m12_joint_hybrid_synergy,OU3.5,over_35,market,3,0.2,0.3,114,0.2689286120479383,0.2631578947368421,-0.005770717311096185
m12_joint_hybrid_synergy,OU3.5,over_35,market,4,0.3,0.4,128,0.33795599353061917,0.3203125,-0.01764349353061917
m12_joint_hybrid_synergy,OU3.5,over_35,market,5,0.4,0.5,20,0.432505314193414,0.45,0.01749468580658603
m12_joint_hybrid_synergy,OU3.5,over_35,market,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,over_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,6,0.5,0.6,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,7,0.6,0.7,111,0.6722230237272782,0.6576576576576577,-0.014565366069620445
m12_joint_hybrid_synergy,OU3.5,under_35,model,8,0.7,0.8,153,0.7284572513577235,0.7189542483660131,-0.009503002991710474
m12_joint_hybrid_synergy,OU3.5,under_35,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,5,0.4,0.5,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,OU3.5,under_35,market,6,0.5,0.6,20,0.5674946858065859,0.55,-0.017494685806585863
m12_joint_hybrid_synergy,OU3.5,under_35,market,7,0.6,0.7,128,0.6620440064693806,0.6796875,0.017643493530619447
m12_joint_hybrid_synergy,OU3.5,under_35,market,8,0.7,0.8,114,0.7310713879520621,0.7368421052631579,0.0057707173110957966
m12_joint_hybrid_synergy,OU3.5,under_35,market,9,0.8,0.9,2,0.8265579357351509,0.5,-0.3265579357351509
m12_joint_hybrid_synergy,OU3.5,under_35,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,4,0.3,0.4,2,0.3885777328974396,0.0,-0.3885777328974396
m12_joint_hybrid_synergy,BTTS,ALL,model,5,0.4,0.5,176,0.4532706874500388,0.44886363636363635,-0.004407051086402436
m12_joint_hybrid_synergy,BTTS,ALL,model,6,0.5,0.6,176,0.5467291403356201,0.5511363636363636,0.004407223300743501
m12_joint_hybrid_synergy,BTTS,ALL,model,7,0.6,0.7,2,0.6114219303527457,1.0,0.3885780696472543
m12_joint_hybrid_synergy,BTTS,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m12_joint_hybrid_synergy,BTTS,ALL,market,5,0.4,0.5,142,0.4492274153643716,0.4295774647887324,-0.01964995057563923
m12_joint_hybrid_synergy,BTTS,ALL,market,6,0.5,0.6,144,0.5500674098490225,0.5694444444444444,0.01937703459542195
m12_joint_hybrid_synergy,BTTS,ALL,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m12_joint_hybrid_synergy,BTTS,ALL,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,5,0.4,0.5,11,0.48866569965567,0.45454545454545453,-0.0341202451102155
m12_joint_hybrid_synergy,BTTS,btts_yes,model,6,0.5,0.6,165,0.5490888018459883,0.5515151515151515,0.002426349669163219
m12_joint_hybrid_synergy,BTTS,btts_yes,model,7,0.6,0.7,2,0.6114219303527457,1.0,0.3885780696472543
m12_joint_hybrid_synergy,BTTS,btts_yes,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,4,0.3,0.4,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,5,0.4,0.5,19,0.4736309497898031,0.42105263157894735,-0.052578318210855735
m12_joint_hybrid_synergy,BTTS,btts_yes,market,6,0.5,0.6,124,0.5541023795505282,0.5725806451612904,0.018478265610762157
m12_joint_hybrid_synergy,BTTS,btts_yes,market,7,0.6,0.7,35,0.6159295032559556,0.5428571428571428,-0.07307236039881282
m12_joint_hybrid_synergy,BTTS,btts_yes,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_yes,market,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,4,0.3,0.4,2,0.3885777328974396,0.0,-0.3885777328974396
m12_joint_hybrid_synergy,BTTS,btts_no,model,5,0.4,0.5,165,0.4509110199696633,0.4484848484848485,-0.002426171484814832
m12_joint_hybrid_synergy,BTTS,btts_no,model,6,0.5,0.6,11,0.511334217680099,0.5454545454545454,0.0341203277744464
m12_joint_hybrid_synergy,BTTS,btts_no,model,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,model,10,0.9,1.0,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,1,0.0,0.1,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,2,0.1,0.2,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,3,0.2,0.3,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,4,0.3,0.4,35,0.3840704967440444,0.45714285714285713,0.07307236039881271
m12_joint_hybrid_synergy,BTTS,btts_no,market,5,0.4,0.5,123,0.44545776370515855,0.43089430894308944,-0.014563454762069106
m12_joint_hybrid_synergy,BTTS,btts_no,market,6,0.5,0.6,20,0.5250505976996871,0.55,0.02494940230031295
m12_joint_hybrid_synergy,BTTS,btts_no,market,7,0.6,0.7,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,8,0.7,0.8,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,9,0.8,0.9,0,NaN,NaN,NaN
m12_joint_hybrid_synergy,BTTS,btts_no,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,model,2,0.1,0.2,3,0.18853411274405965,0.0,-0.18853411274405965
m13_joint_composite,1X2,ALL,model,3,0.2,0.3,798,0.25670471997645705,0.2531328320802005,-0.0035718878962565648
m13_joint_composite,1X2,ALL,model,4,0.3,0.4,560,0.35129922827433396,0.3375,-0.013799228274333941
m13_joint_composite,1X2,ALL,model,5,0.4,0.5,365,0.4428412826263292,0.4684931506849315,0.025651868058602312
m13_joint_composite,1X2,ALL,model,6,0.5,0.6,59,0.5291405761841457,0.559322033898305,0.030181457714159365
m13_joint_composite,1X2,ALL,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,ALL,market,1,0.0,0.1,15,0.0750368067661535,0.06666666666666667,-0.008370140099486834
m13_joint_composite,1X2,ALL,market,2,0.1,0.2,112,0.1642668353413148,0.24107142857142858,0.07680459323011377
m13_joint_composite,1X2,ALL,market,3,0.2,0.3,840,0.25776042573994257,0.2571428571428571,-0.0006175685970854494
m13_joint_composite,1X2,ALL,market,4,0.3,0.4,347,0.3475734912735116,0.3400576368876081,-0.00751585438590352
m13_joint_composite,1X2,ALL,market,5,0.4,0.5,258,0.4461330820988877,0.47674418604651164,0.030611103947623952
m13_joint_composite,1X2,ALL,market,6,0.5,0.6,149,0.5386387091268434,0.48322147651006714,-0.05541723261677628
m13_joint_composite,1X2,ALL,market,7,0.6,0.7,46,0.6361909158794056,0.5434782608695652,-0.09271265500984038
m13_joint_composite,1X2,ALL,market,8,0.7,0.8,15,0.743394863763088,0.7333333333333333,-0.010061530429754773
m13_joint_composite,1X2,ALL,market,9,0.8,0.9,2,0.8290213877706651,0.5,-0.32902138777066514
m13_joint_composite,1X2,ALL,market,10,0.9,1.0,1,0.9165525429670892,1.0,0.08344745703291079
m13_joint_composite,1X2,home,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,model,3,0.2,0.3,23,0.27791766019804937,0.2608695652173913,-0.01704809498065807
m13_joint_composite,1X2,home,model,4,0.3,0.4,236,0.3597580470594742,0.3686440677966102,0.008886020737136013
m13_joint_composite,1X2,home,model,5,0.4,0.5,278,0.4455901130282053,0.4784172661870504,0.0328271531588451
m13_joint_composite,1X2,home,model,6,0.5,0.6,58,0.5290185658971122,0.5689655172413793,0.03994695134426718
m13_joint_composite,1X2,home,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,1X2,home,market,2,0.1,0.2,22,0.15778162061472642,0.13636363636363635,-0.021417984251090066
m13_joint_composite,1X2,home,market,3,0.2,0.3,89,0.25663682671733473,0.2808988764044944,0.02426204968715967
m13_joint_composite,1X2,home,market,4,0.3,0.4,148,0.35558730285975815,0.40540540540540543,0.04981810254564728
m13_joint_composite,1X2,home,market,5,0.4,0.5,178,0.44816207715645123,0.4943820224719101,0.046219945315458866
m13_joint_composite,1X2,home,market,6,0.5,0.6,107,0.5388822298014356,0.4953271028037383,-0.04355512699769731
m13_joint_composite,1X2,home,market,7,0.6,0.7,35,0.6332182875840212,0.5428571428571428,-0.0903611447268784
m13_joint_composite,1X2,home,market,8,0.7,0.8,13,0.7462348494322888,0.6923076923076923,-0.0539271571245965
m13_joint_composite,1X2,home,market,9,0.8,0.9,2,0.8290213877706651,0.5,-0.32902138777066514
m13_joint_composite,1X2,home,market,10,0.9,1.0,1,0.9165525429670892,1.0,0.08344745703291079
m13_joint_composite,1X2,draw,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,3,0.2,0.3,595,0.25350691081114657,0.2571428571428571,0.003635946331710549
m13_joint_composite,1X2,draw,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,1,0.0,0.1,2,0.08153156303948728,0.5,0.4184684369605127
m13_joint_composite,1X2,draw,market,2,0.1,0.2,21,0.1703640382685322,0.19047619047619047,0.020112152207658274
m13_joint_composite,1X2,draw,market,3,0.2,0.3,553,0.2604806907328671,0.2603978300180832,-8.286071478391666e-5
m13_joint_composite,1X2,draw,market,4,0.3,0.4,19,0.3083394003686288,0.21052631578947367,-0.09781308457915511
m13_joint_composite,1X2,draw,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,draw,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,model,2,0.1,0.2,3,0.18853411274405965,0.0,-0.18853411274405965
m13_joint_composite,1X2,away,model,3,0.2,0.3,180,0.2645647134668083,0.2388888888888889,-0.02567582457791942
m13_joint_composite,1X2,away,model,4,0.3,0.4,324,0.345137866443183,0.3148148148148148,-0.03032305162836818
m13_joint_composite,1X2,away,model,5,0.4,0.5,87,0.4340576636410245,0.4367816091954023,0.002723945554377827
m13_joint_composite,1X2,away,model,6,0.5,0.6,1,0.5362171728320915,0.0,-0.5362171728320915
m13_joint_composite,1X2,away,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,market,1,0.0,0.1,13,0.07403761349333292,0.0,-0.07403761349333292
m13_joint_composite,1X2,away,market,2,0.1,0.2,69,0.1644789145081753,0.2898550724637681,0.12537615795559282
m13_joint_composite,1X2,away,market,3,0.2,0.3,198,0.2506679700425934,0.23737373737373738,-0.013294232668856015
m13_joint_composite,1X2,away,market,4,0.3,0.4,180,0.3451257335647796,0.3,-0.04512573356477961
m13_joint_composite,1X2,away,market,5,0.4,0.5,80,0.44161856809580924,0.4375,-0.0041185680958092385
m13_joint_composite,1X2,away,market,6,0.5,0.6,42,0.5380183112177629,0.4523809523809524,-0.0856373588368105
m13_joint_composite,1X2,away,market,7,0.6,0.7,11,0.645649278637448,0.5454545454545454,-0.10019473318290262
m13_joint_composite,1X2,away,market,8,0.7,0.8,2,0.7249349569132821,1.0,0.27506504308671786
m13_joint_composite,1X2,away,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,1X2,away,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,1,0.0,0.1,149,0.06964696042495903,0.03355704697986577,-0.03608991344509326
m13_joint_composite,OU0.5,ALL,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,model,10,0.9,1.0,384,0.9317108804755766,0.9375,0.005789119524423403
m13_joint_composite,OU0.5,ALL,market,1,0.0,0.1,147,0.06740041896494867,0.034013605442176874,-0.03338681352277179
m13_joint_composite,OU0.5,ALL,market,2,0.1,0.2,2,0.10244658799633993,0.0,-0.10244658799633993
m13_joint_composite,OU0.5,ALL,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,ALL,market,9,0.8,0.9,2,0.8975534120036601,1.0,0.10244658799633988
m13_joint_composite,OU0.5,ALL,market,10,0.9,1.0,382,0.9740631895606092,0.93717277486911,-0.03689041469149923
m13_joint_composite,OU0.5,over_05,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,model,10,0.9,1.0,384,0.9317108804755766,0.9375,0.005789119524423403
m13_joint_composite,OU0.5,over_05,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,over_05,market,9,0.8,0.9,2,0.8975534120036601,1.0,0.10244658799633988
m13_joint_composite,OU0.5,over_05,market,10,0.9,1.0,382,0.9740631895606092,0.93717277486911,-0.03689041469149923
m13_joint_composite,OU0.5,under_05,model,1,0.0,0.1,149,0.06964696042495903,0.03355704697986577,-0.03608991344509326
m13_joint_composite,OU0.5,under_05,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,1,0.0,0.1,147,0.06740041896494867,0.034013605442176874,-0.03338681352277179
m13_joint_composite,OU0.5,under_05,market,2,0.1,0.2,2,0.10244658799633993,0.0,-0.10244658799633993
m13_joint_composite,OU0.5,under_05,market,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,7,0.6,0.7,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,8,0.7,0.8,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,9,0.8,0.9,0,NaN,NaN,NaN
m13_joint_composite,OU0.5,under_05,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,model,2,0.1,0.2,9,0.19085234781431518,0.0,-0.19085234781431518
m13_joint_composite,OU1.5,ALL,model,3,0.2,0.3,193,0.245561219412285,0.23834196891191708,-0.007219250500367924
m13_joint_composite,OU1.5,ALL,model,4,0.3,0.4,13,0.3097554547335139,0.23076923076923078,-0.07898622396428312
m13_joint_composite,OU1.5,ALL,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,model,7,0.6,0.7,13,0.690244516360646,0.7692307692307693,0.07898625287012329
m13_joint_composite,OU1.5,ALL,model,8,0.7,0.8,193,0.7544386060620731,0.7616580310880829,0.007219425026009807
m13_joint_composite,OU1.5,ALL,model,9,0.8,0.9,9,0.8091469676468185,1.0,0.19085303235318152
m13_joint_composite,OU1.5,ALL,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,market,2,0.1,0.2,51,0.17588692718889973,0.19607843137254902,0.02019150418364929
m13_joint_composite,OU1.5,ALL,market,3,0.2,0.3,154,0.24291855455351105,0.24025974025974026,-0.002658814293770795
m13_joint_composite,OU1.5,ALL,market,4,0.3,0.4,10,0.31675878370299293,0.2,-0.11675878370299292
m13_joint_composite,OU1.5,ALL,market,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,market,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,ALL,market,7,0.6,0.7,10,0.683241216297007,0.8,0.11675878370299309
m13_joint_composite,OU1.5,ALL,market,8,0.7,0.8,152,0.7565167276234162,0.756578947368421,6.22197450048656e-5
m13_joint_composite,OU1.5,ALL,market,9,0.8,0.9,53,0.8232031455352096,0.8113207547169812,-0.011882390818228394
m13_joint_composite,OU1.5,ALL,market,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,2,0.1,0.2,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,3,0.2,0.3,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,4,0.3,0.4,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,5,0.4,0.5,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,6,0.5,0.6,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,model,7,0.6,0.7,13,0.690244516360646,0.7692307692307693,0.07898625287012329
m13_joint_composite,OU1.5,over_15,model,8,0.7,0.8,193,0.7544386060620731,0.7616580310880829,0.007219425026009807
m13_joint_composite,OU1.5,over_15,model,9,0.8,0.9,9,0.8091469676468185,1.0,0.19085303235318152
m13_joint_composite,OU1.5,over_15,model,10,0.9,1.0,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,1,0.0,0.1,0,NaN,NaN,NaN
m13_joint_composite,OU1.5,over_15,market,2,0.1,0.2,0,NaN,NaN,NaN
