bet_id,portfolio_run_id,match_id,kickoff_date,market_family,selection,odds_close,stake_fraction,stake_amount,pnl,experiment,model,run_uuid,market_key,capacity_bucket,won
28825,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476541,2025-01-11,1X2_away,away,3.9269848004900525,0.002686907678915041,4.538191550683283,-4.538191550683283,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28826,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476541,2025-01-11,1X2_home,home,2.0956779274008173,0.002282630497118584,3.8553667164100163,4.139755408942097,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,true
28827,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476541,2025-01-11,O/U 2.5_under_25,under_25,2.14248067945784,0.0028470131643615728,4.808609982612768,-4.808609982612768,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,OU2.5,core,false
28828,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476544,2025-01-11,1X2_home,home,3.7384448270659405,0.01011194810897811,17.079097219909833,-17.079097219909833,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28829,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476544,2025-01-11,1X2_draw,draw,4.05,0.003683460866847344,6.221371547067472,-6.221371547067472,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28830,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476701,2025-01-11,1X2_away,away,2.8352171563241253,0.010715604493909485,18.09867386078563,-18.09867386078563,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28831,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476701,2025-01-11,1X2_draw,draw,3.519612711300951,0.0005308280654134631,0.8965694877531752,2.213827720349333,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,true
28832,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476705,2025-01-11,1X2_away,away,3.5275233093581653,0.00617340958028623,10.426899076590143,-10.426899076590143,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28833,ad4029f0-e1ee-4bcf-b930-5ef566558061,13315347,2025-01-14,1X2_away,away,5.875471921266962,0.010380558882893525,16.894152399878678,-16.894152399878678,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28834,ad4029f0-e1ee-4bcf-b930-5ef566558061,13315347,2025-01-14,1X2_draw,draw,3.9335786591533055,0.004378763260469924,7.126349812173916,-7.126349812173916,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
28835,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476531,2025-01-17,1X2_away,away,4.62623706426946,0.00778310840021578,12.479899408403961,44.349972317246774,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,true
28836,ad4029f0-e1ee-4bcf-b930-5ef566558061,12476531,2025-01-17,1X2_draw,draw,4.130848454280089,0.0019702867293122303,3.159275050935712,-3.159275050935712,scottish_lower_joint_player_2426,m13_joint_composite,5474e824-8c9d-4613-8e39-841426c3f80f,1X2,core,false
