model,logloss,betfair_logloss,delta_logloss,brier,betfair_brier,crps,rps,betfair_rps,ece,betfair_ece,mce,n_obs
m05_joint_production_wealth,0.6430015993999404,0.6418155553508617,0.0011860440490787383,0.22587264643233412,0.2252928320612554,0.6270335585862196,0.22412873068197223,0.2111040320023605,0.014340949424447821,0.01390748520485936,0.05877702012090266,2899
m12_hybrid_production_wealth_player_rapm,0.6433755124550816,0.6418155553508617,0.0015599571042199667,0.22604844632548998,0.2252928320612554,0.6283515826888899,0.22446784368519004,0.2111040320023605,0.009409298378592827,0.01390748520485936,0.1962657505760436,2899
m10_player_shots_rapm_bench,0.6444024302959657,0.6418155553508617,0.002586874945104012,0.22651643258580212,0.2252928320612554,0.6296196599142841,0.22560914133507537,0.2111040320023605,0.009817616943659407,0.01390748520485936,0.18729837547401923,2899
m09_player_shots_rapm_outfield,0.6445322074296513,0.6418155553508617,0.002716652078789683,0.22657433974005592,0.2252928320612554,0.6296912248009475,0.22569557539098692,0.2111040320023605,0.010356942293267602,0.01390748520485936,0.1895421939051672,2899
m11_player_pxg_rapm_bench,0.6449053561172179,0.6418155553508617,0.003089800766356232,0.2267633045770548,0.2252928320612554,0.6293541025201846,0.2259732171265536,0.2111040320023605,0.009854598393314568,0.01390748520485936,0.19249347798312355,2899
