model,model_run_id,portfolio_run_id,match_id,date,family,selection,odds,stake,pnl,payoff,p_model,p_market
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476756,2024-10-19,1X2_home,home,2.64,0.011726103028229459,-0.011726103028229459,-1.0,0.46905879162093717,0.37794247563022104
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476756,2024-10-19,1X2_draw,draw,3.5749999999999997,0.0007651137549245325,-0.0007651137549245325,-1.0,0.24953311750112092,0.27909598200385555
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476757,2024-10-19,1X2_away,away,3.9895749493237576,0.0016088828873091088,0.004713678456769089,2.929783450337282,0.2655206813677611,0.2506532682559335
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476757,2024-10-19,1X2_home,home,2.095532482083143,0.0011905671076278082,-0.0011905671076278082,-1.0,0.4802823419242502,0.4772056785327958
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476758,2024-10-19,1X2_away,away,5.512722101058049,0.006615552746746881,-0.006615552746746881,-1.0,0.24629499341205047,0.18139858706247344
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476758,2024-10-19,1X2_draw,draw,4.155093646066627,0.0012361897342103426,-0.0012361897342103426,-1.0,0.25138340201105985,0.24066846265826977
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476758,2024-10-19,O/U 2.5_under_25,under_25,2.0591259640102826,0.00682386191658518,0.007082782744062805,1.0379434447300768,0.5205843889699274,0.48564294631710364
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476758,2024-10-19,BTTS_btts_yes,btts_yes,2.015,0.004041128265775029,-0.004041128265775029,-1.0,0.5024291020966792,0.48922686945500626
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476760,2024-10-19,1X2_away,away,2.97,0.0004023158748054434,-0.0004023158748054434,-1.0,0.343905260394425,0.33557046979865773
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476760,2024-10-19,O/U 2.5_under_25,under_25,2.08,0.00087166718697121,0.0009225725506903287,1.0584,0.49095311507976275,0.4666666666666667
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476763,2024-10-19,1X2_away,away,3.959839718148722,0.005298154844723467,0.0153680553594683,2.9006429237857474,0.2990435762554848,0.25222848735299463
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476763,2024-10-19,1X2_home,home,2.0798630293616696,0.0013503776151742772,-0.0013503776151742772,-1.0,0.45811097828167013,0.48021642202828013
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476763,2024-10-19,O/U 2.5_under_25,under_25,2.34,0.0033443085355346993,-0.0033443085355346993,-1.0,0.44940876258529244,0.4222222222222223
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476763,2024-10-19,BTTS_btts_yes,btts_yes,1.7110655737704918,0.00015713972589496812,0.00010950191636853045,0.696844262295082,0.5724128995398096,0.5844311377245509
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476750,2024-10-26,1X2_away,away,3.0293266445559235,0.003312727655931298,0.006588154368371897,1.988740111664805,0.35055077967931964,0.3287936308499278
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476750,2024-10-26,1X2_home,home,2.68,0.002672532403445365,-0.002672532403445365,-1.0,0.3828778540946655,0.3716504874977502
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476751,2024-10-26,1X2_home,home,2.469253367309792,0.014248001411441375,0.020515245570171012,1.439868299963596,0.5114531481141039,0.403084679827377
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476751,2024-10-26,1X2_draw,draw,3.5334374184165673,0.00016911852593038776,-0.00016911852593038776,-1.0,0.23875601754325718,0.28168553312620154
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476752,2024-10-26,1X2_home,home,3.3559029418979645,0.010512952783999012,0.024272146464020518,2.3087848830600053,0.3906091517970583,0.29711061432170766
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476752,2024-10-26,BTTS_btts_yes,btts_yes,1.85,0.0019658883873280514,-0.0019658883873280514,-1.0,0.5469042158810091,0.5398009950248757
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476753,2024-10-26,O/U 2.5_under_25,under_25,2.259231142060373,0.01235771454907968,-0.01235771454907968,-1.0,0.530782311156312,0.4426284594714024
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476755,2024-10-26,1X2_away,away,3.1451226564623864,0.0009891375075648922,0.0020793848522775017,2.1022202033331387,0.3219712816483414,0.3179526235472144
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476755,2024-10-26,1X2_home,home,2.4986905762706213,0.002175839095755035,-0.002175839095755035,-1.0,0.41595840001089274,0.40020961758799817
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476588,2024-11-02,1X2_away,away,4.472594458374103,0.010677984293547941,-0.010677984293547941,-1.0,0.3256187040152594,0.2211720585805071
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476588,2024-11-02,1X2_draw,draw,3.571223703522505,0.002095218053814179,-0.002095218053814179,-1.0,0.26468029126388115,0.2769955078923369
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476589,2024-11-02,1X2_home,home,4.050000000000001,0.006970503117924148,0.020834833819475283,2.9890000000000008,0.3147896455013089,0.2418093360922137
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476589,2024-11-02,1X2_draw,draw,3.806826153606319,0.0024199542344288836,-0.0024199542344288836,-1.0,0.24881415823840677,0.25725572213107745
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476589,2024-11-02,O/U 2.5_over_25,over_25,2.1783783783783783,0.00992942411286465,-0.00992942411286465,-1.0,0.5316905413408538,0.45905707196029777
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476590,2024-11-02,1X2_away,away,4.815887787790598,0.007447220108272182,-0.007447220108272182,-1.0,0.27751149048538515,0.2074499303650729
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476590,2024-11-02,1X2_draw,draw,3.856475744969558,0.0029581875584108867,0.008280991189477987,2.799346230070167,0.2659830991084105,0.25905921683193445
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476591,2024-11-02,1X2_away,away,3.35,0.008345765641222969,-0.008345765641222969,-1.0,0.37646217139694743,0.29801129006088883
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476739,2024-11-02,1X2_away,away,4.719395383409191,0.005639639325333744,-0.005639639325333744,-1.0,0.2669146196218377,0.21119091703685944
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476739,2024-11-02,1X2_draw,draw,3.74001139569961,0.001623141288883475,0.004358477115803848,2.6852111677856176,0.2669516244969941,0.2664947598896996
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476741,2024-11-02,1X2_away,away,4.013824807250283,0.0060253825019754206,-0.0060253825019754206,-1.0,0.3099537237180811,0.24650328504289054
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476748,2024-11-02,1X2_away,away,4.647742874739833,0.020823298658092407,-0.020823298658092407,-1.0,0.41011163590000493,0.2151582019381778
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476748,2024-11-02,1X2_draw,draw,3.5973644378818403,0.005266342740873525,-0.005266342740873525,-1.0,0.2555517672117672,0.27798128804231154
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476749,2024-11-02,1X2_home,home,2.5926846234605323,0.0036061324064610364,-0.0036061324064610364,-1.0,0.4183387696075396,0.3857005942609675
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476754,2024-11-02,BTTS_btts_yes,btts_yes,1.8650000000000004,0.00012408518334054388,-0.00012408518334054388,-1.0,0.5419349699767565,0.5354919053549191
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476582,2024-11-09,1X2_away,away,6.610154568321677,0.011115946960096372,0.061114937007018,5.497951476955244,0.2625164221686014,0.151282392819129
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476582,2024-11-09,1X2_draw,draw,4.079640192647227,0.005308141237294644,-0.005308141237294644,-1.0,0.26497420893302837,0.24511965584668693
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476582,2024-11-09,O/U 2.5_under_25,under_25,1.85,0.00044312937917765337,-0.00044312937917765337,-1.0,0.5582125104438508,0.5389499934045248
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476583,2024-11-09,1X2_home,home,4.977902236526743,0.018985632079620833,0.07401252854516964,3.8983441917962085,0.3776962362012318,0.20031229601501946
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476583,2024-11-09,1X2_draw,draw,4.4,0.0065529727162383575,-0.0065529727162383575,-1.0,0.2428643022737131,0.22662159689476646
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476583,2024-11-09,BTTS_btts_yes,btts_yes,1.7636224054681624,0.0036012462184194104,-0.0036012462184194104,-1.0,0.5969361347282851,0.5594933220826719
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476585,2024-11-09,1X2_away,away,3.7192934046587123,0.003825620828426278,-0.003825620828426278,-1.0,0.3047526294243728,0.2688682744812281
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476585,2024-11-09,1X2_home,home,2.2377186899018464,0.0009594803924773931,0.001163815478076356,1.2129643161038095,0.4366593309755444,0.4468836965578829
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476586,2024-11-09,1X2_home,home,3.6476835263604306,0.009306489814899831,-0.009306489814899831,-1.0,0.3618894631885837,0.2741465899586348
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476586,2024-11-09,1X2_draw,draw,3.3428840681271175,0.000374145635627604,-0.000374145635627604,-1.0,0.2709581236881789,0.2991428896785701
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476742,2024-11-09,1X2_away,away,3.231078403274957,0.006341998669985919,0.013866506340880002,2.1864568352094578,0.3689062175184609,0.30949419208968126
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476743,2024-11-09,1X2_away,away,2.341532907832791,0.000951369627040926,-0.000951369627040926,-1.0,0.41792082550250087,0.4270340685827249
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476743,2024-11-09,1X2_home,home,3.2926558597953797,0.0033635746502727274,-0.0033635746502727274,-1.0,0.3322448363037029,0.3036801800520734
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476743,2024-11-09,BTTS_btts_yes,btts_yes,1.84,0.003531455369863204,0.00290709406047139,0.8232,0.5652489528952942,0.5422885572139304
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476745,2024-11-09,1X2_away,away,3.5128650954474328,0.002490251935283205,-0.002490251935283205,-1.0,0.31121563746340086,0.28466792001092495
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476746,2024-11-09,1X2_home,home,3.602491692103488,0.008927461764523881,-0.008927461764523881,-1.0,0.35967192514498336,0.277585650562903
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476746,2024-11-09,1X2_draw,draw,3.3660207191232496,0.0008836821674010194,0.002048994110846741,2.318700304740785,0.2750905218863585,0.29708670369101914
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476747,2024-11-09,1X2_home,home,2.6698528976607356,0.002536467730464434,0.004150817429748205,1.6364558397075208,0.39922383971603886,0.37455247099050937
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476574,2024-11-16,1X2_home,home,3.3035913591408828,0.006206242246988488,-0.006206242246988488,-1.0,0.36170895320720364,0.30270087649704214
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476580,2024-11-16,1X2_away,away,3.5786914331943054,0.006148506148729693,-0.006148506148729693,-1.0,0.3395711086833442,0.2794317472371206
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476581,2024-11-16,1X2_away,away,3.1596780650777565,0.007204038659278631,-0.007204038659278631,-1.0,0.3796291650278691,0.316487939405115
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476581,2024-11-16,1X2_draw,draw,3.576204259914756,0.0008565787726715655,-0.0008565787726715655,-1.0,0.26551438485010814,0.27962608601775907
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476584,2024-11-16,1X2_away,away,8.529589084794173,0.011102472838578122,0.08192511713358998,7.37899730309829,0.23514953324429405,0.11723894200046693
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476584,2024-11-16,1X2_draw,draw,4.8976960822491975,0.005773895241047275,-0.005773895241047275,-1.0,0.2338541997477448,0.20417763438289216
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476584,2024-11-16,O/U 2.5_over_25,over_25,1.8466505852470538,0.0019030758351654294,0.0015790154642200897,0.8297175735421127,0.5415696074295087,0.5415209612414117
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476735,2024-11-16,1X2_away,away,4.034060506483669,0.0023400379563957227,-0.0023400379563957227,-1.0,0.2717745166970461,0.24788919214096278
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476735,2024-11-16,O/U 2.5_under_25,under_25,1.8599999999999999,0.005690539787311095,0.004795986932745791,0.8427999999999999,0.5738334881566698,0.537313432835821
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476737,2024-11-16,1X2_away,away,3.15,0.0016925073509419459,-0.0016925073509419459,-1.0,0.3354269381126568,0.3132667935114523
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476737,2024-11-16,O/U 2.5_under_25,under_25,2.2032520325203255,0.002559426404408266,-0.002559426404408266,-1.0,0.4805571014743481,0.4538745387453874
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476737,2024-11-16,BTTS_btts_no,btts_no,2.38328530259366,0.001312642060137207,-0.001312642060137207,-1.0,0.44567016559093203,0.4195888754534462
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476738,2024-11-16,1X2_home,home,2.4316835547615603,0.014423678171173652,0.02023713998010576,1.403049883666329,0.521840470731998,0.41123771966211103
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476738,2024-11-16,1X2_draw,draw,3.387775422014003,0.00027431301704385167,-0.00027431301704385167,-1.0,0.24689694508170676,0.2951789523892079
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476740,2024-11-16,1X2_home,home,2.9269057809851753,0.009195081652854242,-0.009195081652854242,-1.0,0.42016009091395573,0.34165773510598185
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476740,2024-11-16,1X2_draw,draw,3.6524137415632247,0.0005784755616960131,-0.0005784755616960131,-1.0,0.25063722339755956,0.27379154464904687
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476744,2024-11-16,1X2_away,away,4.182341169673551,0.007449121739534862,-0.007449121739534862,-1.0,0.3123020642137934,0.2391005323169401
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476744,2024-11-16,1X2_draw,draw,3.6281178828000096,0.0007327356624752077,-0.0007327356624752077,-1.0,0.2598843085059107,0.2756250023574889
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476731,2024-11-23,1X2_away,away,3.3,0.007258575055056227,-0.007258575055056227,-1.0,0.35514331386788356,0.2943445402918375
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476731,2024-11-23,1X2_draw,draw,3.9670029707407792,0.0033797590199654013,-0.0033797590199654013,-1.0,0.26378868433815006,0.24485411030122844
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476548,2024-11-30,1X2_away,away,3.0362147441389347,0.0012610461052428577,-0.0012610461052428577,-1.0,0.34396080652287053,0.32935746785710257
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,13171689,2024-12-03,1X2_away,away,3.133384673027935,0.006920405906126484,-0.006920405906126484,-1.0,0.3741907772200827,0.3191437069977283
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,13171689,2024-12-03,1X2_draw,draw,3.9209087069821025,0.0018080237799215312,0.005175450953179423,2.8624905328424606,0.2533155311176013,0.2550429185508105
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,13179032,2024-12-03,1X2_away,away,3.278304086608015,0.013457444953893026,0.030046948797081755,2.2327380048758547,0.4176990808540424,0.30503576653704406
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,13179032,2024-12-03,1X2_draw,draw,3.5225749861557287,0.0017104532927766718,-0.0017104532927766718,-1.0,0.2551485269610583,0.2838832399395773
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476562,2024-12-07,1X2_away,away,4.934053363495226,0.010834660878684954,0.041771651390678274,3.8553722962253216,0.30864980836076655,0.20168992811982484
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476562,2024-12-07,1X2_draw,draw,3.9,0.0026288236477853832,-0.0026288236477853832,-1.0,0.243964464742455,0.2551663764673673
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476562,2024-12-07,O/U 2.5_over_25,over_25,1.91,0.0035096453556660114,0.003129901728182949,0.8917999999999999,0.551523353883843,0.5213032581453634
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476564,2024-12-07,1X2_away,away,2.696334842115314,0.003367134928412228,-0.003367134928412228,-1.0,0.39011744730781006,0.37087381892654153
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476564,2024-12-07,1X2_home,home,2.9742076862379254,0.0025248396824438953,0.004884866749447276,1.9347235325131669,0.34725319868667115,0.33622399828604427
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476565,2024-12-07,1X2_away,away,4.283769654981317,0.006411977696649505,-0.006411977696649505,-1.0,0.2965237453043146,0.23212109547927903
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476565,2024-12-07,1X2_draw,draw,3.6,0.0006988274748008715,-0.0006988274748008715,-1.0,0.26542956929682054,0.27620925141532127
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476724,2024-12-07,1X2_away,away,3.627352696802351,0.0008367691346881132,-0.0008367691346881132,-1.0,0.2640008866921473,0.2756831451437126
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476724,2024-12-07,1X2_home,home,2.203416360650823,0.006626233160171573,0.007814635046548725,1.1793480334378064,0.4991278719856688,0.4538406893305585
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476727,2024-12-07,1X2_away,away,2.598271513663881,0.0035475549767263683,0.005556556941209122,1.5663060833906035,0.4057805528281046,0.38487124795894695
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476727,2024-12-07,1X2_home,home,3.3333553850699422,0.002268784073859422,-0.002268784073859422,-1.0,0.3105362281091262,0.2999980153568346
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476728,2024-12-07,1X2_home,home,2.5892997378971176,0.003555785124842508,-0.003555785124842508,-1.0,0.4181858705691281,0.3862048048605386
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476729,2024-12-07,1X2_away,away,2.91,0.0009928303098555129,-0.0009928303098555129,-1.0,0.35950193895980326,0.3410774447724504
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476729,2024-12-07,BTTS_btts_no,btts_no,2.46,0.004644540836182149,-0.004644540836182149,-1.0,0.44657087247942684,0.4057971014492754
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,12476730,2024-12-07,1X2_away,away,4.241481822064793,0.005509330423647264,-0.005509330423647264,-1.0,0.291819214164683,0.23576665937782812
