model,model_run_id,portfolio_run_id,n_books,n_skipped,n_bets,total_return_pct,flat_roi_pct,roi_1x2_pct,max_drawdown_pct,sharpe_ann,win_rate
m12_hybrid_production_wealth_player_rapm,c8963b56-f1cb-4560-89ad-0f86de0e9fd5,bbe099d9-ba55-48b7-9065-ba7746cf21c7,628,82,1467,136.92239669033071,11.505514916612084,12.036731774594392,-20.349259481976993,1.4127732333400502,0.3456032719836401
m05_joint_production_wealth,842ca67c-02a0-4a7d-a247-016145742748,bd8d8f6d-c579-4d22-8b69-636547f8119a,628,82,1451,131.96629211688372,11.701483717902153,12.317966171580624,-19.249679694203557,1.4865514476537494,0.34321157822191595
m11_player_pxg_rapm_bench,6166ebcb-c733-4d92-8233-8200a240aa26,776fd8db-69c0-4200-bc64-1b98d529222f,628,82,1458,119.21023486814524,10.534961180546492,10.957642766309183,-20.506062128587235,1.230612597456561,0.3381344307270233
m10_player_shots_rapm_bench,c84b3cae-0828-4de1-a284-e5b04f52ce32,1f4b3878-ba95-4149-9a73-496fe6760b89,628,82,1462,112.37355334129929,10.048808395363967,10.229179477295881,-20.0222996243524,1.217554015041305,0.3392612859097127
m09_player_shots_rapm_outfield,fd33bd76-5c70-4737-aac2-69d7903fd1b4,0810c699-aaf1-4aee-9101-a9c7b7755d9c,628,82,1462,110.06857964804647,9.90877392289242,10.110767592148,-20.054715053762514,1.2037754377367482,0.3399452804377565
