model,match_id,selection,prob_model,prob_fair,y,spread,family,odds_close,season,match_date,logloss_model,logloss_market,split
m12_hierarchical_kappa,14035554,over_25,0.49608577593900216,0.49683694869932765,0.0,-0.0007511727603254914,OU2.5,1.9991728104847097,25/26,2025-11-15,0.6853492157499533,0.6868410037547271,all
m12_hierarchical_kappa,14035554,under_25,0.5039141573887581,0.5031630513006723,1.0,0.0007511060880858178,OU2.5,1.9740378720502352,25/26,2025-11-15,0.6853493480586696,0.6868410037547273,all
m12_hierarchical_kappa,14035555,away,0.4150274556278346,0.559249529623254,0.0,-0.14422207399541942,1X2,1.78397149487008,25/26,2025-11-15,0.5361903655488073,0.819276390485791,all
m12_hierarchical_kappa,14035555,draw,0.2591012161192966,0.2535466069508163,0.0,0.005554609168480273,1X2,3.9349184410932354,25/26,2025-11-15,0.2998912569690206,0.29242209791153917,all
m12_hierarchical_kappa,14035555,home,0.32587124713583393,0.18720386342592965,1.0,0.13866738370990428,1X2,5.32940507267969,25/26,2025-11-15,1.1212529230638015,1.6755570771925792,all
m12_hierarchical_kappa,14035555,over_25,0.49270655821536397,0.5139949109414759,1.0,-0.021288352726111903,OU2.5,1.91,25/26,2025-11-15,0.7078414987528673,0.6655419144680564,all
m12_hierarchical_kappa,14035555,under_25,0.5072933606676012,0.48600508905852424,0.0,0.02128827160907698,OU2.5,2.02,25/26,2025-11-15,0.707841334117291,0.6655419144680567,all
m12_hierarchical_kappa,14035556,away,0.27069098506024264,0.28868898903995527,1.0,-0.01799800397971263,1X2,3.45,25/26,2025-11-22,1.3067773852428195,1.2424053328398426,all
m12_hierarchical_kappa,14035556,draw,0.2556822711373471,0.2795243906717728,0.0,-0.02384211953442572,1X2,3.563113078591257,25/26,2025-11-22,0.295287280388125,0.32784371653995625,all
m12_hierarchical_kappa,14035556,home,0.4736266191879908,0.4317866202882718,0.0,0.04183999889971901,1X2,2.3066416729701023,25/26,2025-11-22,0.6417444686158964,0.5652582623001682,all
m12_hierarchical_kappa,14035556,btts_no,0.4846372513274315,0.4771110616302167,0.0,0.007526189697214802,BTTS,2.1,25/26,2025-11-22,0.662884259913455,0.6483861924012084,all
m12_hierarchical_kappa,14035556,btts_yes,0.5153626240581491,0.5228889383697833,1.0,-0.007526314311634197,BTTS,1.9161492162125164,25/26,2025-11-22,0.6628845017129151,0.6483861924012082,all
m12_hierarchical_kappa,14035558,btts_no,0.4337589974042757,0.48499999999999993,1.0,-0.05124100259572423,BTTS,2.06,25/26,2025-12-06,0.8352662046410472,0.723606388044654,all
m12_hierarchical_kappa,14035558,btts_yes,0.5662408563128317,0.515,0.0,0.051240856312831706,BTTS,1.94,25/26,2025-12-06,0.835265867396474,0.7236063880446539,all
m12_hierarchical_kappa,14035559,away,0.39942049804164037,0.4044106916950995,0.0,-0.004990193653459152,1X2,2.489329150057863,25/26,2025-11-22,0.5098602532887846,0.5182039294668848,all
m12_hierarchical_kappa,14035559,draw,0.25398278007916725,0.2727693909497092,0.0,-0.018786610870541953,1X2,3.690704884175524,25/26,2025-11-22,0.2930065960409873,0.3185116453513816,all
m12_hierarchical_kappa,14035559,home,0.3465966276147101,0.3228199173551914,1.0,0.02377671025951872,1X2,3.1184919805428644,25/26,2025-11-22,1.059593631653593,1.1306606426459842,all
m12_hierarchical_kappa,14035560,away,0.41715249043985464,0.23248765030323787,0.0,0.18466484013661677,1X2,4.296295802119203,25/26,2025-12-06,0.5398296884912641,0.26460070884012693,all
