model,fold,n_teams,n_draws,kappa_global_mean,kappa_global_lo,kappa_global_hi,nu_mean,sigma_kappa_mean,sigma_kappa_lo,sigma_kappa_hi,p_sigma_gt_005,n_teams_separated,delta_max,delta_min
m05_hierarchical_kappa,23,23,3200,1.1105808411364908,1.0248659024958082,1.1926572295501396,3.2748994163089744,0.04443119303382433,6.0771352245687815e-6,0.09255317419850385,0.3628125,0,0.011119916847078271,-0.02248590465779725
m05_hierarchical_kappa,24,23,3200,1.1034102608171503,1.0170075458173764,1.1873840748938835,3.2444044325111876,0.04814388317259061,7.358574538773394e-6,0.09822466577716701,0.401875,0,0.019027507957210456,-0.02841831618937954
m05_hierarchical_kappa,25,23,3200,1.1080082558495479,1.0185166691952192,1.1928276996592726,3.322330286695942,0.04588230332202055,3.181389669085573e-6,0.09640935048738838,0.386875,0,0.01564100587383932,-0.024413071327739875
m05_hierarchical_kappa,26,23,3200,1.1123808292052482,1.026238756060773,1.1897545810265817,3.4120103146831435,0.04784098565856575,1.8459176773330105e-5,0.09796948902353267,0.403125,0,0.018050457767344947,-0.027633374325938143
m05_hierarchical_kappa,27,23,3200,1.1103345699469649,1.0328831583537341,1.195394055007342,3.4878733110483378,0.051008659689209083,8.941075533449407e-5,0.10539040901753119,0.431875,0,0.02651200602251011,-0.03261171476307965
m05_hierarchical_kappa,28,23,3200,1.1011717973312016,1.014980982768587,1.181419769047577,3.5580082308391594,0.04796778079961895,1.4750428147697235e-5,0.09939220662985879,0.41375,0,0.020938039013589798,-0.02709295130256963
m05_hierarchical_kappa,29,23,3200,1.0943923542522702,1.0142055248433963,1.1712624084159449,3.5728990504831626,0.04456173582213457,2.0155902924492704e-5,0.09226248938908309,0.37125,0,0.020441965274456714,-0.01848135660061715
m05_hierarchical_kappa,30,23,3200,1.0860892853691395,1.0038698299402733,1.165585325056475,3.522101540996006,0.042154216365223186,7.496598189996436e-5,0.08695585813889013,0.3396875,0,0.022170504363804813,-0.015376516873702789
m05_hierarchical_kappa,31,23,3200,1.0933554779310404,1.0123867217018854,1.1718778402823893,3.5769013138861534,0.04138622633128,0.0002869266241925836,0.0866597108629193,0.33,0,0.01392057684101564,-0.013871942895541618
m05_hierarchical_kappa,32,23,3200,1.1052316797866402,1.0249627603893894,1.179290367446448,3.5371627761401045,0.03640311143747641,1.007121887108498e-5,0.07451767447111265,0.2728125,0,0.009435159536095444,-0.011918615664630318
m05_hierarchical_kappa,33,23,3200,1.1099336094407797,1.032532243407692,1.1887312500636757,3.549411041417729,0.03504459506929316,4.9699006514421575e-6,0.07355784461378648,0.2546875,0,0.008544288780082175,-0.010112498774483804
m05_hierarchical_kappa,34,23,3200,1.1152589680583203,1.033206032042951,1.1966698214635556,3.440736547585453,0.03695859085693612,0.00014161188436017806,0.07804560002663827,0.278125,0,0.01313856718354478,-0.011512211078805668
m05_hierarchical_kappa,35,23,3200,1.1219925759560863,1.0374852024718364,1.1955418904911264,3.437438069425936,0.038114763754141585,7.929615789670006e-5,0.07699631034529689,0.286875,0,0.0110316390663861,-0.015345051667017117
m05_hierarchical_kappa,36,23,3200,1.1289373015911628,1.0523619092052188,1.207726586565486,3.544399871579058,0.038463692427440195,4.281716633114266e-5,0.07862744434172485,0.3009375,0,0.020050782883442867,-0.01378696386547738
m05_hierarchical_kappa,37,23,3200,1.1135981149790075,1.0386693731983352,1.1921396876962633,3.6327819434186837,0.04249369357615342,8.084946536864938e-5,0.0858859179416969,0.339375,0,0.02988265377755637,-0.01866841991311313
m05_hierarchical_kappa,38,23,3200,1.1186643751376315,1.0452871988967973,1.1956528736559993,3.755003985420262,0.04066679095533564,6.043951568787108e-5,0.0850475070070955,0.326875,0,0.025605204453714565,-0.020056688471221246
m05_hierarchical_kappa,39,23,3200,1.1114971917613439,1.0385974594400933,1.1857803166211216,3.821259469860588,0.039682251632408176,7.398697421287987e-5,0.08313918326407546,0.31,0,0.024059159508631453,-0.016907523877452882
m05_hierarchical_kappa,40,23,3200,1.1096458383438172,1.0401854468087357,1.1799248659080739,3.830970267315812,0.037304937833876735,4.3470961793547375e-6,0.0768925836253236,0.2803125,0,0.02153398696600078,-0.013694101503662858
m12_joint_hybrid_synergy,1,23,3200,1.1291620172844659,1.0553237737713006,1.212786597801122,3.972374245178646,NaN,NaN,NaN,NaN,0,NaN,NaN
m12_joint_hybrid_synergy,2,25,3200,1.1047478632404504,1.0168787223076072,1.1927661534039018,3.8748223594736078,NaN,NaN,NaN,NaN,0,NaN,NaN
m12_joint_hybrid_synergy,3,25,3200,1.0929641024323842,1.011225542889534,1.1754582893405925,3.992213741300519,NaN,NaN,NaN,NaN,0,NaN,NaN
