idx,date,n_fixtures,n_bets,bankroll_open,bankroll_close,stake_frac,pnl_frac,exposure,k_risk,capped,model,policy,opening_drawdown,drawdown_trust_multiplier
19,2024-12-14,9,21,1457.2731783789607,1606.6840104031571,0.0901567936651695,0.10252767582698376,0.09015679366516947,0.27100703130771314,false,m12_joint_hybrid_synergy,P_baseline,0.0,1.0
20,2024-12-17,3,7,1606.6840104031571,1599.1270668267025,0.03618164469014152,-0.004703441079592334,0.03618164469014152,0.28058809387896777,false,m12_joint_hybrid_synergy,P_baseline,0.0,1.0
21,2024-12-21,9,23,1599.1270668267025,1604.7686203746107,0.08075009160578292,0.003527895728200811,0.08075009160578292,0.2674889727857576,false,m12_joint_hybrid_synergy,P_baseline,-0.00470344107959253,1.0
22,2024-12-28,8,30,1604.7686203746107,1727.7070253686109,0.12313660230923189,0.07660818103814972,0.1231366023092319,0.26964057453508145,false,m12_joint_hybrid_synergy,P_baseline,-0.0011921386010842472,1.0
23,2025-01-04,8,16,1727.7070253686109,1699.1842508279597,0.05997374298298931,-0.016509034299125872,0.05997374298298931,0.26589399278833303,false,m12_joint_hybrid_synergy,P_baseline,0.0,1.0
24,2025-01-08,1,6,1699.1842508279597,1729.7968070073512,0.020908615994014147,0.018016031024578275,0.020908615994014147,0.2729220600482164,false,m12_joint_hybrid_synergy,P_baseline,-0.01650903429912587,1.0
25,2025-01-11,5,16,1729.7968070073512,1658.3564635812966,0.0586513838331655,-0.041299846974310495,0.05865138383316551,0.2718958281886838,false,m12_joint_hybrid_synergy,P_baseline,0.0,1.0
26,2025-01-14,1,2,1658.3564635812966,1629.905523671263,0.017156106382938123,-0.017156106382938123,0.017156106382938123,0.25865480660329093,false,m12_joint_hybrid_synergy,P_baseline,-0.04129984697431055,1.0
27,2025-01-17,1,3,1629.905523671263,1662.735114046859,0.013346962186505825,0.020142020441558724,0.013346962186505825,0.2688515173580457,false,m12_joint_hybrid_synergy,P_baseline,-0.05774740878895823,0.75
28,2025-01-18,3,9,1662.735114046859,1578.8365152293254,0.0504581867001874,-0.0504581867001874,0.05045818670018741,0.2632016739310123,false,m12_joint_hybrid_synergy,P_baseline,-0.03876853783567369,1.0
29,2025-01-21,1,4,1578.8365152293254,1619.6850056283815,0.01348177023924196,0.02587252701912784,0.01348177023924196,0.2691428414453967,false,m12_joint_hybrid_synergy,P_baseline,-0.08727053441565535,0.75
