model,policy,market_key,family,selection,n_bets,stake_amount,pnl_amount,win_rate_pct,roi_pct,mean_odds,mean_model_probability,mean_market_probability,mean_edge
m13_joint_composite,P_symmetric_core,OU2.5,O/U 2.5_under_25,under_25,229,1917.3832586252393,356.0875527528511,49.34497816593886,18.57153759693121,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982
m13_joint_composite,P_symmetric_core,1X2,1X2_draw,draw,359,2536.4927299091205,333.9507784303115,25.069637883008355,13.165848042555856,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303
m13_joint_composite,P_symmetric_core,1X2,1X2_away,away,365,5486.77686272225,210.43672581243834,26.301369863013697,3.8353432457253365,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167
m13_joint_composite,P_symmetric_core,OU2.5,O/U 2.5_over_25,over_25,56,408.87318490155576,-45.25979360916977,46.42857142857143,-11.069396399782722,2.1218744082469034,0.5158241323021678,0.4728737739008436,0.04295035840132422
m13_joint_composite,P_asymmetric_core,1X2,1X2_home,home,307,4864.354979665849,580.7326545345325,39.413680781758956,11.938533617758818,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792
m13_joint_composite,P_asymmetric_core,OU2.5,O/U 2.5_under_25,under_25,229,1892.1190218419715,349.38635896177925,49.34497816593886,18.465347841683492,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982
m13_joint_composite,P_asymmetric_core,1X2,1X2_draw,draw,359,2506.884380673816,334.51596137455977,25.069637883008355,13.343892680229892,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303
m13_joint_composite,P_asymmetric_core,1X2,1X2_away,away,365,5424.081716467755,196.7383847393198,26.301369863013697,3.627127964204766,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167
m13_joint_composite,P_under_expansion,1X2,1X2_home,home,307,4801.092639953953,558.6706127568351,39.413680781758956,11.636322284383025,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792
m13_joint_composite,P_under_expansion,OU2.5,O/U 2.5_under_25,under_25,229,1844.1464348869126,340.5382584201524,49.34497816593886,18.465901187561332,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982
m13_joint_composite,P_under_expansion,OU3.5,O/U 3.5_under_35,under_35,121,1622.3145290155153,-26.761069392104407,66.94214876033058,-1.6495611001119543,1.5381666803667091,0.7103070902032932,0.6526705653192328,0.05763652488406031
m13_joint_composite,P_under_expansion,1X2,1X2_draw,draw,359,2457.185290201212,296.3965191316182,25.069637883008355,12.062440724905493,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303
m13_joint_composite,P_under_expansion,OU1.5,O/U 1.5_under_15,under_15,114,548.9392460518584,-2.4833869720662793,17.543859649122805,-0.45239741736951217,5.0043221333428844,0.24799063545345468,0.20730272614602469,0.040687909307430145
m13_joint_composite,P_under_expansion,1X2,1X2_away,away,365,5321.081184398196,209.3449866975103,26.301369863013697,3.934256581375329,4.582151019935262,0.3248316820828946,0.2547150078022631,0.07011667428063167
m13_joint_composite,P_pure_alpha,1X2,1X2_home,home,307,3190.4368604363076,408.31579038145054,39.413680781758956,12.798115375510406,3.279557833181327,0.40184393173991334,0.334749325390885,0.06709460634902792
m13_joint_composite,P_pure_alpha,OU2.5,O/U 2.5_under_25,under_25,229,1201.9294010638278,213.3886412636939,49.34497816593886,17.75384153801576,2.2514565928788426,0.4931566777771473,0.44860523353088727,0.04455144424625982
m13_joint_composite,P_pure_alpha,1X2,1X2_draw,draw,359,1503.994305816617,165.32593111066666,25.069637883008355,10.992457250089146,4.1305351731596955,0.2533094866727018,0.2475526280953145,0.005756858577387303
m13_joint_composite,P_pure_alpha,OU1.5,O/U 1.5_under_15,under_15,114,346.81206031537147,1.3995118814854424,17.543859649122805,0.40353610546669133,5.0043221333428844,0.24799063545345468,0.20730272614602469,0.040687909307430145
