match_id,lambda_mkt_h,lambda_mkt_a,sse,n_targets,optim_converged,accepted,reason
12473322,1.4408853357507385,1.062997127011966,1.6122941884263533e-9,3,true,true,
12473327,1.5,1.0,0.0,18,true,true,
12473328,1.4586660328363306,1.0035548964575935,0.00017479211182893514,5,true,true,
12473330,2.0816047007815617,0.9997335359287747,0.0002333517021419748,27,true,true,
12473331,1.3940788168863563,1.7075902876585451,8.997086580492002e-5,5,true,true,
12473333,1.1055079019629428,1.6089803974894936,9.615379032258506e-5,21,true,true,
12473334,1.5822788204694527,0.9963516685674021,0.0002919225596189622,24,true,true,
12473335,1.6968059312873633,1.0005132921170639,0.0014587502484517934,9,true,true,
12473336,1.6728480468058005,0.898241520397354,3.1387699455511215e-9,5,true,true,
12473337,1.145922381997647,2.0194309505452983,0.00044815935034674776,30,true,true,
12476452,1.9221006670453253,0.9301234145571954,0.00027405010795007474,5,true,true,
12476453,1.4428618679911054,1.2884432891478041,0.0020884673463907287,7,true,true,
12476454,1.6341669637856744,0.9284433934448842,4.897140980541933e-8,3,true,true,
12476455,1.2469281583659122,1.2147354981648462,2.0713538158795834e-9,3,true,true,
12476457,1.1349419248773611,0.9773760639755819,4.232021157725173e-11,3,true,true,
12476458,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476459,1.3605300123862152,0.9960710396086226,8.477595998987834e-10,3,true,true,
12476460,1.503328509946483,0.7213661252872114,1.3039966034703945e-9,5,true,true,
12476461,1.354048748887024,1.311486006153771,0.00018408998977169027,7,true,true,
12476462,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476463,1.005630805949841,1.6019029949279777,0.00013955016287146607,25,true,true,
12476464,1.417420181690135,1.4133553998167478,0.001218727708145935,9,true,true,
12476465,1.0365916456742104,1.6985712510076962,0.00024910577384490483,23,true,true,
12476466,2.0287305167685865,0.9985870386956536,0.00047401524487459504,9,true,true,
12476467,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476468,1.4970617212282171,1.1679182428123094,0.0010643252790870348,7,true,true,
12476469,1.9080745678989404,0.7833090241687675,0.0007677392426823656,7,true,true,
12476470,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476471,1.6748554762559034,0.9779916447116179,1.0233364697760873e-9,3,true,true,
12476472,1.149149634437034,1.2099281240785513,0.0009086107307179861,23,true,true,
12476473,1.093969781006241,1.2132772340973281,0.0005910746006833716,5,true,true,
12476474,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476475,1.4974413210172655,1.2762819949598772,0.0004202144279815273,7,true,true,
12476476,1.2154489406116327,1.226724576732659,0.0007334817992652835,5,true,true,
12476477,1.2992283272993486,1.4413015708670558,0.000532789391048853,26,true,true,
12476478,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476479,1.4663057440808984,1.2065100720552633,0.0006419467433631676,5,true,true,
12476480,0.8620901122034974,1.0393263378166615,8.455412139294242e-10,21,true,true,
12476481,1.0171663260421109,1.077219325898304,0.0014345961683907673,9,true,true,
12476482,0.9758241894122269,1.6389504321105572,0.0005882080956795668,9,true,true,
12476483,1.1178972618302392,1.5148010339813387,0.0019118990716494263,30,true,true,
12476484,1.4819502001888984,1.2462867935172504,0.0006915820486017468,9,true,true,
12476485,1.6250940883636449,0.9469616620832181,1.8339801009680287e-9,3,true,true,
12476486,1.3711397614973826,1.2672390185254394,0.0004270373739763433,7,true,true,
12476487,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476488,1.653133604574921,0.6749806786464229,2.0201568556729097e-9,3,true,true,
12476489,NaN,NaN,NaN,0,false,false,too few quoted selections (0 < 3)
12476490,NaN,NaN,NaN,2,false,false,too few quoted selections (2 < 3)
12476491,1.3263921583200742,1.0830218207585864,0.0016280299575829771,9,true,true,
