max_staleness,n_rows,n_fixtures,n_markets,median_staleness,p90_staleness,median_overround,n_refused_markets
29.943533333333335,6879,1341,2918,4.228233333333332,20.427206666666667,1.0009935419771485,9260
59.90853333333334,9050,1510,3880,5.859974999999999,34.47387833333334,1.0012461059190032,8298
89.96355,10373,1572,4491,7.953566666666667,50.970713333333336,1.0014619883040936,7687
179.97965,12841,1621,5659,11.9587,93.98211666666667,1.0014781966001478,6519
