model,spec,method,w_base,sigma,w_max,identity_spec,head_logloss,head_market_logloss,head_delta_logloss,head_ece,head_market_ece,head_mce,head_brier,head_rps,head_market_rps,head_n_obs,wide_logloss,wide_market_logloss,wide_ece,wide_market_ece,wide_brier,wide_market_brier,wide_n_obs,crps_all,crps_home,crps_away,lpd_all,lpd_all_market,lpd_small,lpd_small_market,n_small,lpd_large,lpd_large_market,n_large,n_shifted,w_median,w_p10,w_p90,var_retention_median,container,form,scheme,ret_side,ret_sup,ret_tot,rate_ratio,n_fixtures,mean_total,mean_sd_total,mean_cv_total,p_under_05,p_under_05_plugin,jensen_under_05,realised_under_05,bias_under_05,p_under_15,jensen_under_15,realised_under_15,bias_under_15,p_under_25,realised_under_25,bias_under_25,p_over_35,jensen_over_35,realised_over_35,bias_over_35
m12_joint_hybrid_synergy,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6306973598235418,0.633061118131463,-0.0023637583079212376,0.013100669606953276,0.018347074313313467,0.09111862593436615,0.22003644349992907,0.2205487214518904,0.21091067161472066,2148,0.6176413187712798,0.6188520887711146,0.0100632079477608,0.019774077253720466,0.21473804727151338,0.2152849575008106,2511,0.6242468876966478,0.6320154543041909,0.616478321089105,-0.6176413187712791,-0.6188520887711139,-0.6136448556954548,-0.6131492077834999,874,-0.6428839119177296,-0.6469014061505117,877,-1,NaN,NaN,NaN,NaN,inv_B_anch,inv,B_anch,1.0,1.0,1.0,0.9999999999999998,710,2.7045867475815233,0.18802575780597125,0.06963049994870082,0.06934347616214945,0.06815435853685721,0.001189117625292238,0.061971830985915494,0.007371645176233954,0.251950912154917,0.0019970806741039715,0.21830985915492956,0.03364105299998743,0.4947989567971646,0.4887323943661972,0.006066562430967426,0.28776468765348867,0.0003967263055005738,0.2943661971830986,-0.006601509529609917
m12_joint_hybrid_synergy,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6306484850115657,0.633061118131463,-0.002412633119897367,0.013308237798519886,0.018347074313313467,0.07794034977989062,0.22001291493898126,0.22054241718161402,0.21091067161472066,2148,0.6175927123087782,0.6188520887711146,0.011089479254777315,0.019774077253720466,0.2147165351403201,0.2152849575008106,2511,0.6242381213901705,0.6320000950592709,0.6164761477210701,-0.6175927123087781,-0.6188520887711139,-0.6136006489715329,-0.6131492077834999,874,-0.6428909787311367,-0.6469014061505117,877,-1,NaN,NaN,NaN,NaN,inv_C_sqrt,inv,C_sqrt,0.2914746325456702,0.3033603288228136,0.3026065883336244,1.0009038544476956,710,2.7066401941195193,0.12220629604334227,0.04526377099269107,0.06855681155102714,0.06801573320730907,0.0005410783437180837,0.061971830985915494,0.006584980565111642,0.25049097353808325,0.0009078895025112644,0.21830985915492956,0.032181114383153686,0.49368698148203577,0.4887323943661972,0.004954587115838571,0.2880039437111747,0.0001862270688444455,0.2943661971830986,-0.006362253471923873
m12_joint_hybrid_synergy,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6306786899751674,0.633061118131463,-0.002382428156295635,0.013610044775795532,0.018347074313313467,0.07803487579904633,0.22002496225626722,0.22055642986978702,0.21091067161472066,2148,0.6176192240153462,0.6188520887711146,0.01134218819581825,0.019774077253720466,0.21472767640282406,0.2152849575008106,2511,0.6242521801023101,0.6320223761704721,0.6164819840341481,-0.617619224015346,-0.6188520887711139,-0.6137125669304553,-0.6131492077834999,874,-0.6429112227861856,-0.6469014061505117,877,-1,NaN,NaN,NaN,NaN,inv_D_sup,inv,D_sup,0.5109544868255522,1.0,0.0916058739645475,1.0017338468920478,710,2.708480300320967,0.08948795289484543,0.033144532359955486,0.068243218569479,0.06789142125934372,0.0003517973101352878,0.061971830985915494,0.006271387583563506,0.24983986515280748,0.0005892759951540578,0.21830985915492956,0.03153000599787792,0.4930614376804907,0.4887323943661972,0.0043290433142935125,0.28834337052825343,0.00012253802253405573,0.2943661971830986,-0.006022826654845159
m12_joint_hybrid_synergy,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6306853021168624,0.633061118131463,-0.0023758160146006846,0.012594164626140688,0.018347074313313467,0.09983139262884144,0.2200291915067955,0.22055044489893932,0.21091067161472066,2148,0.6176328801585119,0.6188520887711146,0.010064306991148703,0.019774077253720466,0.2147343325615371,0.2152849575008106,2511,0.6242468876966478,0.6320154543041908,0.616478321089105,-0.6176328801585137,-0.6188520887711139,-0.6136762084996814,-0.6131492077834999,874,-0.6429400398590657,-0.6469014061505117,877,-1,NaN,NaN,NaN,NaN,inv_D_sup_anch,inv,D_sup_anch,0.5109544868255522,1.0,0.0916058739645475,0.9999999999999999,710,2.7045867475815233,0.08939062803159441,0.03314446170997419,0.06850631428226313,0.06815435853685722,0.00035195574540589325,0.061971830985915494,0.006534483296347635,0.25054275966484735,0.0005889281840342745,0.21830985915492956,0.03223290050991778,0.4940063630488876,0.4887323943661972,0.005273968682690422,0.28749116558687043,0.00012320423888240907,0.2943661971830986,-0.006875031596228154
m12_joint_hybrid_synergy,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6306417635752958,0.633061118131463,-0.0024193545561672636,0.013356462455510323,0.018347074313313467,0.07797640735778755,0.22001055974827144,0.22054054361276354,0.21091067161472066,2148,0.6175813815546536,0.6188520887711146,0.011119782287740744,0.019774077253720466,0.21471106496257392,0.2152849575008106,2511,0.6242486570191494,0.6320191620541071,0.616478151984192,-0.617581381554654,-0.6188520887711139,-0.6135665726888119,-0.6131492077834999,874,-0.6428321167209983,-0.6469014061505117,877,-1,NaN,NaN,NaN,NaN,inv_D_tot,inv,D_tot,0.59595194145687,0.09160587396454742,1.0,1.0020592532460053,710,2.7092262471245134,0.1871325823553093,0.0691956335821161,0.06901551576975369,0.06784119820038283,0.0011743175693708654,0.061971830985915494,0.007043684783838197,0.2510918348744467,0.001975534711680749,0.21830985915492956,0.03278197571951713,0.4936638592420104,0.4887323943661972,0.004931464875813196,0.2887730877349853,0.000388982199553516,0.2943661971830986,-0.005593109448113309
m05_joint_production_wealth,sta_w1.00,static_geometric,1.0,NaN,1.0,true,0.633809660720174,0.633061118131463,0.000748542588710932,0.017940470262691816,0.018347074313313467,0.12503165820865836,0.22146339756741482,0.22403520433970808,0.21091067161472066,2148,0.6211761492459108,0.6188520887711146,0.014407592326572223,0.019774077253720466,0.21630011534654206,0.2152849575008106,2511,0.6270457522503458,0.63771835774312,0.6163731467575714,-0.6211761492459112,-0.6188520887711139,-0.6157104910994187,-0.6156015010101509,903,-0.6544483084289011,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,raw,none,none,1.0,1.0,1.0,NaN,710,2.7203771543623705,0.21786949193542093,0.0802928587341803,0.06890253333081002,0.06731886097875332,0.0015836723520567116,0.061971830985915494,0.0069307023448945265,0.25016411212005446,0.0026702482179927697,0.21830985915492956,0.031854252965124896,0.491582082579476,0.4887323943661972,0.0028496882132788004,0.2914074256309591,0.000500219313802031,0.2943661971830986,-0.002958771552139472
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316523186943394,0.633061118131463,-0.0014087994371236867,0.00937897730363319,0.018347074313313467,0.08533954471443206,0.22055931274028104,0.221112849142207,0.21091067161472066,2148,0.6185022841401838,0.6188520887711146,0.009329157807825124,0.019774077253720466,0.21517791034124384,0.2152849575008106,2511,0.6234675863644036,0.6315016568775144,0.6154335158512931,-0.618502284140183,-0.6188520887711139,-0.615438038974761,-0.6156015010101509,903,-0.6471035882477306,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_A_pool,std,A_pool,0.7324456153669736,0.717295482153651,0.7114335584427482,1.0,710,2.720051644886614,0.1839177043894357,0.0678932004196431,0.06854517923929446,0.06737247193675569,0.0011727073025387517,0.061971830985915494,0.006573348253378963,0.2495843343878604,0.001970320193203639,0.21830985915492956,0.03127447523293084,0.49129870653260804,0.4887323943661972,0.0025663121664108446,0.2912169984861809,0.00038288704423271905,0.2943661971830986,-0.00314919869691771
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316575531299407,0.633061118131463,-0.0014035650015223888,0.010398004889629699,0.018347074313313467,0.08359354581409639,0.2205610509664191,0.22111956232141336,0.21091067161472066,2148,0.6184747711669558,0.6188520887711146,0.010176586763284394,0.019774077253720466,0.21516419631948955,0.2152849575008106,2511,0.6234064210798358,0.6313860227235972,0.6154268194360741,-0.6184747711669547,-0.6188520887711139,-0.6155035471385442,-0.6156015010101509,903,-0.6469534894492008,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_B_full,std,B_full,1.0,1.0,1.0,1.0015506004666448,710,2.7243914701219594,0.21884148347721805,0.0805107997914009,0.06867733043897613,0.06708760155819887,0.0015897288807772264,0.061971830985915494,0.006705499453060634,0.24953371177020317,0.002688176048672487,0.21830985915492956,0.031223852615273606,0.4906836447203313,0.4887323943661972,0.0019512503541341264,0.29227811914880214,0.000492437357703715,0.2943661971830986,-0.0020880780342964478
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316339234278883,0.633061118131463,-0.0014271947035747745,0.009431720157233238,0.018347074313313467,0.08277905332204849,0.22054956802285683,0.2211142550898557,0.21091067161472066,2148,0.6185076139696787,0.6188520887711146,0.009343702442896342,0.019774077253720466,0.21517656364701881,0.2152849575008106,2511,0.6234675863644037,0.6315016568775144,0.6154335158512931,-0.6185076139696793,-0.6188520887711139,-0.6154209306490903,-0.6156015010101509,903,-0.6469992071223241,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_B_anch,std,B_anch,1.0,1.0,1.0,1.0,710,2.720051644886614,0.21848480928339495,0.08051212549991286,0.06896413088571,0.06737247193675573,0.0015916589489542823,0.061971830985915494,0.00699229989979451,0.25029843466285717,0.0026844204682003494,0.21830985915492956,0.03198857550792761,0.49171708400122066,0.4887323943661972,0.002984689635023463,0.2913343877663482,0.0005002763244000791,0.2943661971830986,-0.0030318094167504084
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316556974917545,0.633061118131463,-0.001405420639708499,0.009376053162488227,0.018347074313313467,0.08482730035367902,0.22056062576671429,0.22111676416459847,0.21091067161472066,2148,0.6184945996125255,0.6188520887711146,0.009318972175413325,0.019774077253720466,0.21517401151648397,0.2152849575008106,2511,0.6234503731397294,0.6314657986398402,0.6154349476396185,-0.6184945996125251,-0.6188520887711139,-0.6154659205275688,-0.6156015010101509,903,-0.647053471665264,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_C_sqrt,std,C_sqrt,0.8558302611004486,0.8359848889726421,0.8343396575554882,1.0006980924450992,710,2.721728827229054,0.1988769002823178,0.0733153590774795,0.06859655258327184,0.06726170799254594,0.001334844590725894,0.061971830985915494,0.006624721597356345,0.24956386114072843,0.002248072994067462,0.21830985915492956,0.03125400198579886,0.4910581466704768,0.4887323943661972,0.0023257523042796158,0.29162992411916017,0.0004281615893285493,0.2943661971830986,-0.0027362730639384214
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316574935784408,0.633061118131463,-0.0014036245530222313,0.009540647656710569,0.018347074313313467,0.08379455440607142,0.2205608059881853,0.2211179278811129,0.21091067161472066,2148,0.6184813658090705,0.6188520887711146,0.009448054562001545,0.019774077253720466,0.2151685971395974,0.2152849575008106,2511,0.6234291921448827,0.631426006945413,0.6154323773443523,-0.6184813658090705,-0.6188520887711139,-0.6154777222423173,-0.6156015010101509,903,-0.6470357752230672,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_D_sup,std,D_sup,0.8396407361828311,1.0,0.6996228854267866,1.0006658076953634,710,2.7219854827438397,0.184060639342883,0.06784927211144036,0.06841146593678282,0.06724600442667443,0.0011654615101083963,0.061971830985915494,0.006439634950867329,0.2492352241256697,0.0019628414054616715,0.21830985915492956,0.030925364970740138,0.4908354640178075,0.4887323943661972,0.0021030696516102787,0.291633760104288,0.00037549522028044823,0.2943661971830986,-0.002732437078810601
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316433875578348,0.633061118131463,-0.001417730573628262,0.009747028589165178,0.018347074313313467,0.08326208880040209,0.22055362566278416,0.22111403197882953,0.21091067161472066,2148,0.6184943935256678,0.6188520887711146,0.009653638486998498,0.019774077253720466,0.21517300983474594,0.2152849575008106,2511,0.6234675863644036,0.6315016568775144,0.6154335158512931,-0.6184943935256677,-0.6188520887711139,-0.6154295683872784,-0.6156015010101509,903,-0.6470776337979461,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_D_sup_anch,std,D_sup_anch,0.8396407361828311,1.0,0.6996228854267866,0.9999999999999999,710,2.720051644886614,0.18394993376970145,0.06785074316471278,0.06853842123781564,0.06737247193675569,0.0011659493010599496,0.061971830985915494,0.006566590251900151,0.24957601494141185,0.001962000746755139,0.21830985915492956,0.031266155786482286,0.49129766714212064,0.4887323943661972,0.002565272775923444,0.29121145202768944,0.00037734058574127383,0.2943661971830986,-0.0031547451554091444
m05_joint_production_wealth,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6316518612900834,0.633061118131463,-0.0014092568413796025,0.010335983172162938,0.018347074313313467,0.08515482647543626,0.22055977933913185,0.2211152707305562,0.21091067161472066,2148,0.6184960632877813,0.6188520887711146,0.010142331954520977,0.019774077253720466,0.21517419399368187,0.2152849575008106,2511,0.6234255886078509,0.6314189270283901,0.6154322501873118,-0.6184960632877821,-0.6188520887711139,-0.6154699273227376,-0.6156015010101509,903,-0.6470065124587198,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,std_D_tot,std,D_tot,0.8586082390701416,0.6996228854267859,1.0,1.0007658406669557,710,2.7222667342758893,0.2177735206402592,0.08019793995494617,0.06880614062607114,0.06722687420180351,0.0015792664242676208,0.061971830985915494,0.0068343096401556475,0.24988660085966366,0.0026651842579921165,0.21830985915492956,0.031576741704734096,0.49117469796089125,0.4887323943661972,0.002442303594694051,0.29181525405038444,0.0004954816479119195,0.2943661971830986,-0.002550943132714145
m05_joint_production_wealth,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6302702903867858,0.633061118131463,-0.0027908277446772045,0.007647789706851516,0.018347074313313467,0.059612228102299714,0.21984844919466381,0.22047799112193217,0.21091067161472066,2148,0.6173792731219838,0.6188520887711146,0.007389318237178788,0.019774077253720466,0.2145984927511482,0.2152849575008106,2511,0.6234772135896218,0.6318601206613127,0.615094306517931,-0.6173792731219836,-0.6188520887711139,-0.6158884597014836,-0.6156015010101509,903,-0.6439897292478306,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,inv_A_pool,inv,A_pool,0.0823213106920476,0.08954966956542107,0.08913139287209323,1.0,710,2.7065160758370492,0.09735816764626733,0.03620885673964743,0.06880537376655237,0.06836553036574579,0.00043984340080658387,0.061971830985915494,0.006833542780636873,0.2509093172978535,0.0007260188047432889,0.21830985915492956,0.03259945814292392,0.4939308611812818,0.4887323943661972,0.005198466815084624,0.2880631071494852,0.00015663129778177579,0.2943661971830986,-0.006303090033613401
m05_joint_production_wealth,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6303346113793156,0.633061118131463,-0.002726506752147473,0.007341483844585606,0.018347074313313467,0.04393975207204592,0.21987435239415035,0.22050578401124465,0.21091067161472066,2148,0.617392059882734,0.6188520887711146,0.007982625801728666,0.019774077253720466,0.2146019382173969,0.2152849575008106,2511,0.6234980374055258,0.6318992795452649,0.6150967952657865,-0.6173920598827338,-0.6188520887711139,-0.6161575515054639,-0.6156015010101509,903,-0.6437497146278225,-0.6481821414057323,863,-1,NaN,NaN,NaN,NaN,inv_B_full,inv,B_full,1.0,1.0,1.0,1.0049937456345774,710,2.718411408560593,0.21857566186250355,0.08058930670083583,0.069162375416939,0.06756779727338395,0.0015945781435550532,0.061971830985915494,0.007190544431023502,0.2507344780941025,0.0026867581603436793,0.21830985915492956,0.03242461893917292,0.4921857252638903,0.4887323943661972,0.0034533308976931187,0.2910114135775384,0.0005008591916516191,0.2943661971830986,-0.0033547836055601854
