model,spec,method,w_base,sigma,w_max,identity_spec,head_logloss,head_market_logloss,head_delta_logloss,head_ece,head_market_ece,head_mce,head_brier,head_rps,head_market_rps,head_n_obs,wide_logloss,wide_market_logloss,wide_ece,wide_market_ece,wide_brier,wide_market_brier,wide_n_obs,crps_all,crps_home,crps_away,lpd_all,lpd_all_market,lpd_small,lpd_small_market,n_small,lpd_large,lpd_large_market,n_large,n_shifted,w_median,w_p10,w_p90,var_retention_median,scope
m12_joint_hybrid_synergy,inv_w0.40_s0.35,inverse_gaussian,0.4,0.35,1.0,false,0.6411315128306331,0.6418155553508617,-0.0006840425202285783,0.018219177527179282,0.01390748520485936,0.10349537477656412,0.22500022989598284,0.22172401524844912,0.2111040320023605,2899,0.5745855125423937,0.7089610546666291,0.014143152902703394,0.013517750433259234,0.1971945037176974,0.19752620318475883,4390,0.6249660656567642,0.6318728787991347,0.6180592525143936,-0.5745855125423929,-0.7089610546666292,-0.5493585526278689,-0.5489926687526318,1600,-0.5823096956982063,-0.9822411393253122,1483,623,0.4336359546425253,0.40113103041465015,0.5699791055271426,0.18804014182658402,gate
m12_joint_hybrid_synergy,inv_w0.40_s0.50,inverse_gaussian,0.4,0.5,1.0,false,0.6405511779605194,0.6418155553508617,-0.0012643773903422417,0.012565280692004065,0.01390748520485936,0.01945383929892902,0.22474316595170443,0.22114110809636559,0.2111040320023605,2899,0.5740408135491387,0.7089610546666291,0.011128305224982453,0.013517750433259234,0.19696336893481226,0.19752620318475883,4390,0.624338920451838,0.6306451684683595,0.6180326724353167,-0.5740408135491377,-0.7089610546666292,-0.5493165530892783,-0.5489926687526318,1600,-0.5810329433374646,-0.9822411393253122,1483,623,0.41672411890343425,0.4005544716329112,0.49035589112040767,0.17365899144591357,gate
m12_joint_hybrid_synergy,inv_w0.40_s0.75,inverse_gaussian,0.4,0.75,1.0,false,0.6402024392494019,0.6418155553508617,-0.001613116101459755,0.012110569919546057,0.01390748520485936,0.2225204238140419,0.2245982730086176,0.2207520419834909,0.2111040320023605,2899,0.5737260503841547,0.7089610546666291,0.009282060824684534,0.013517750433259234,0.19683624095150867,0.19752620318475883,4390,0.6239734188890005,0.6298728807759997,0.6180739570020014,-0.5737260503841553,-0.7089610546666292,-0.5493014423300118,-0.5489926687526318,1600,-0.5802798773727436,-0.9822411393253122,1483,623,0.4074913393087134,0.40024649514448163,0.44198337275184324,0.166049191646275,gate
m12_joint_hybrid_synergy,inv_w0.40_s1.00,inverse_gaussian,0.4,1.0,1.0,false,0.6400825189202481,0.6418155553508617,-0.0017330364306135104,0.011398832803322533,0.01390748520485936,0.08905323290697907,0.224551788383342,0.22060541187428087,0.2111040320023605,2899,0.5736220922680961,0.7089610546666291,0.009461261875515178,0.013517750433259234,0.19679662644974208,0.19752620318475883,4390,0.6238558385313836,0.6295917818903529,0.6181198951724143,-0.5736220922680965,-0.7089610546666292,-0.5492981792690028,-0.5489926687526318,1600,-0.5800340298273661,-0.9822411393253122,1483,623,0.4042254567695613,0.40013866598534364,0.42398978194832326,0.16339821991165027,gate
m12_joint_hybrid_synergy,inv_w0.55_s0.15,inverse_gaussian,0.55,0.15,1.0,false,0.642976067252404,0.6418155553508617,0.001160511901542316,0.01148180477253821,0.01390748520485936,0.2279637094581618,0.2258635196646181,0.2235653841919739,0.2111040320023605,2899,0.5762595864055347,0.7089610546666291,0.009338140358661186,0.013517750433259234,0.19795435228440672,0.19752620318475883,4390,0.6272624142412286,0.6364526280733276,0.6180722004091296,-0.576259586405536,-0.7089610546666292,-0.5494411050924971,-0.5489926687526318,1600,-0.5856623963069694,-0.9822411393253122,1483,623,0.6713006561215276,0.5545990640955243,0.9266143399492658,0.45064457757714177,gate
m12_joint_hybrid_synergy,inv_w0.55_s0.25,inverse_gaussian,0.55,0.25,1.0,false,0.6420406131234606,0.6418155553508617,0.00022505777259895776,0.02085201100571019,0.01390748520485936,0.23581321365761,0.22542216980373267,0.22272474761480124,0.2111040320023605,2899,0.5754387028201816,0.7089610546666291,0.015573298176936734,0.013517750433259234,0.19757820005065577,0.19752620318475883,4390,0.6261303973742773,0.634378979928827,0.6178818148197279,-0.5754387028201816,-0.7089610546666292,-0.5493944192387967,-0.5489926687526318,1600,-0.5840833887364827,-0.9822411393253122,1483,623,0.5981133433226196,0.5516611098634758,0.7657521069330067,0.357739572752396,gate
m12_joint_hybrid_synergy,inv_w0.55_s0.35,inverse_gaussian,0.55,0.35,1.0,false,0.6413560538269334,0.6418155553508617,-0.00045950152392826293,0.01844929544078255,0.01390748520485936,0.15101431209425842,0.22510642686507523,0.22208734286510712,0.2111040320023605,2899,0.5748157114912923,0.7089610546666291,0.014187529263585406,0.013517750433259234,0.19730410341703455,0.19752620318475883,4390,0.625353651235788,0.6330234060370187,0.6176838964345569,-0.5748157114912933,-0.7089610546666292,-0.5493361027832351,-0.5489926687526318,1600,-0.5826591812280709,-0.9822411393253122,1483,623,0.575226965981894,0.5508482728109876,0.677484329145357,0.3308860627684006,gate
m12_joint_hybrid_synergy,inv_w0.55_s0.50,inverse_gaussian,0.55,0.5,1.0,false,0.640812808759305,0.6418155553508617,-0.0010027465915566358,0.01678938315957991,0.01390748520485936,0.1760142154603448,0.22486322072940704,0.2215396510804789,0.2111040320023605,2899,0.5743311748059765,0.7089610546666291,0.012939340260421251,0.013517750433259234,0.19709585547718791,0.19752620318475883,4390,0.6247263974403697,0.6319555611626843,0.6174972337180552,-0.5743311748059763,-0.7089610546666292,-0.5493056519566395,-0.5489926687526318,1600,-0.581461215903112,-0.9822411393253122,1483,623,0.5625430891775758,0.5504158537246834,0.6177669183403057,0.3164547272771143,gate
m12_joint_hybrid_synergy,inv_w0.55_s0.75,inverse_gaussian,0.55,0.75,1.0,false,0.6404589128995659,0.6418155553508617,-0.001356642451295742,0.01734178272381926,0.01390748520485936,0.1154062623566865,0.2247109796419066,0.22115582134718687,0.2111040320023605,2899,0.5740265882169948,0.7089610546666291,0.013627636808436427,0.013517750433259234,0.19696888149809796,0.19752620318475883,4390,0.6243112145455839,0.6312491521561794,0.6173732769349884,-0.5740265882169966,-0.7089610546666292,-0.5492960398275354,-0.5489926687526318,1600,-0.5806777949173392,-0.9822411393253122,1483,623,0.555618504481535,0.5501848713583612,0.5814875295638824,0.30871192254179725,gate
m12_joint_hybrid_synergy,inv_w0.55_s1.00,inverse_gaussian,0.55,1.0,1.0,false,0.6403262927611514,0.6418155553508617,-0.0014892625897102718,0.017209007886332534,0.01390748520485936,0.2811195821632987,0.22465597467984366,0.2210047682944844,0.2111040320023605,2899,0.5739158192446304,0.7089610546666291,0.013561555984056681,0.013517750433259234,0.1969240678211568,0.19752620318475883,4390,0.624155486468552,0.6309786432455902,0.6173323296915141,-0.5739158192446308,-0.7089610546666292,-0.549294703898751,-0.5489926687526318,1600,-0.5803885515295621,-0.9822411393253122,1483,623,0.5531690925771711,0.5501039994890078,0.5679923364612425,0.30599604498888877,gate
m12_joint_hybrid_synergy,inv_w0.70_s0.15,inverse_gaussian,0.7,0.15,1.0,false,0.6430446553895176,0.6418155553508617,0.0012291000386559503,0.009538704085733183,0.01390748520485936,0.19481088789653314,0.22589478456148332,0.22381346593008264,0.2111040320023605,2899,0.576281035093133,0.7089610546666291,0.008457487620694945,0.013517750433259234,0.1979707038687991,0.19752620318475883,4390,0.6275316915116017,0.6369880986369936,0.6180752843862098,-0.5762810350931341,-0.7089610546666292,-0.549390868622979,-0.5489926687526318,1600,-0.5857775063977159,-0.9822411393253122,1483,623,0.7808671040810183,0.7030660427303494,0.9510762266328439,0.6097534371994086,gate
m12_joint_hybrid_synergy,inv_w0.70_s0.25,inverse_gaussian,0.7,0.25,1.0,false,0.6423333824865535,0.6418155553508617,0.0005178271356918174,0.015468865448498924,0.01390748520485936,0.28306617747544627,0.2255600378317104,0.22316499752534952,0.2111040320023605,2899,0.5756730763547743,0.7089610546666291,0.013217282932880974,0.013517750433259234,0.19769224989342407,0.19752620318475883,4390,0.626659037130295,0.6354851021611475,0.6178329720994425,-0.5756730763547744,-0.7089610546666292,-0.5493615416735628,-0.5489926687526318,1600,-0.5845473729574905,-0.9822411393253122,1483,623,0.7320755622150796,0.7011074065756505,0.8438347379553377,0.5359346293666735,gate
m12_joint_hybrid_synergy,inv_w0.70_s0.35,inverse_gaussian,0.7,0.35,1.0,false,0.6418056891643493,0.6418155553508617,-9.866186512330621e-6,0.014955076393148477,0.01390748520485936,0.23994143973289495,0.22531632040616414,0.222665502776684,0.2111040320023605,2899,0.575209854542181,0.7089610546666291,0.013239491095557282,0.013517750433259234,0.1974873951678154,0.19752620318475883,4390,0.62604178231133,0.6344851386387282,0.6175984259839319,-0.575209854542181,-0.7089610546666292,-0.5493236263967303,-0.5489926687526318,1600,-0.5834485632384105,-0.9822411393253122,1483,623,0.7168179773212626,0.700565515207325,0.7849895527635712,0.5138280127779086,gate
m12_joint_hybrid_synergy,inv_w0.70_s0.50,inverse_gaussian,0.7,0.5,1.0,false,0.6413729784124502,0.6418155553508617,-0.000442576938411432,0.017004101524212396,0.01390748520485936,0.26552721004543745,0.22512081366938078,0.22222552951920174,0.2111040320023605,2899,0.5748381330147561,0.7089610546666291,0.014138440673902639,0.013517750433259234,0.19732586702621044,0.19752620318475883,4390,0.6255205177238988,0.633679325634412,0.6173617098133859,-0.5748381330147557,-0.7089610546666292,-0.5493042902190798,-0.5489926687526318,1600,-0.5824941358845536,-0.9822411393253122,1483,623,0.708362059451717,0.7002772358164555,0.7451779455602037,0.5017768073131954,gate
m12_joint_hybrid_synergy,inv_w0.70_s0.75,inverse_gaussian,0.7,0.75,1.0,false,0.6410772678735089,0.6418155553508617,-0.000738287477352717,0.01726648951930989,0.01390748520485936,0.22039968388414166,0.22499054505839303,0.22190660146295565,0.2111040320023605,2899,0.5745918758887717,0.7089610546666291,0.014857190444858635,0.013517750433259234,0.19722086584094073,0.19752620318475883,4390,0.6251524601096411,0.6331298848205583,0.6171750353987236,-0.5745918758887725,-0.7089610546666292,-0.5492990927064576,-0.5489926687526318,1600,-0.5818324049625967,-0.9822411393253122,1483,623,0.7037456696543567,0.7001232475722408,0.7209916863759216,0.4952579675659254,gate
m12_joint_hybrid_synergy,inv_w0.70_s1.00,inverse_gaussian,0.7,1.0,1.0,false,0.6409613830628654,0.6418155553508617,-0.0008541722879962244,0.015697690206819125,0.01390748520485936,0.17523176911733118,0.22494053865267064,0.22177736485076135,0.2111040320023605,2899,0.5744975572483714,0.7089610546666291,0.014112370317547088,0.013517750433259234,0.19718130343223253,0.19752620318475883,4390,0.6250054775397248,0.6329137635354897,0.61709719154396,-0.5744975572483715,-0.7089610546666292,-0.5492989143658309,-0.5489926687526318,1600,-0.5815733880779501,-0.9822411393253122,1483,623,0.7021127283847806,0.7000693329926718,0.7119948909741616,0.4929622833626932,gate
m12_joint_hybrid_synergy,inv_w0.85_s0.15,inverse_gaussian,0.85,0.15,1.0,false,0.64317599970903,0.6418155553508617,0.0013604443581684,0.009418191935408647,0.01390748520485936,0.19521035475637624,0.22595558604257598,0.2241158465558993,0.2111040320023605,2899,0.5763535968439025,0.7089610546666291,0.008887893878655868,0.013517750433259234,0.1980099215270103,0.19752620318475883,4390,0.6278838130175536,0.6376117565618269,0.6181558694732803,-0.5763535968439022,-0.7089610546666292,-0.5493512742550394,-0.5489926687526318,1600,-0.5859989495029228,-0.9822411393253122,1483,623,0.8904335520405091,0.8515330213651747,0.9755381133164219,0.7928719113403613,gate
m12_joint_hybrid_synergy,inv_w0.85_s0.25,inverse_gaussian,0.85,0.25,1.0,false,0.6427768345536031,0.6418155553508617,0.0009612792027414718,0.00925426053381073,0.01390748520485936,0.392339615992914,0.22576800979820738,0.2237475053370174,0.2111040320023605,2899,0.5760196034583027,0.7089610546666291,0.008435185221445143,0.013517750433259234,0.19785693536767554,0.19752620318475883,4390,0.6273883256860021,0.6368003461236234,0.6179763052483808,-0.5760196034583028,-0.7089610546666292,-0.5493376776257836,-0.5489926687526318,1600,-0.5852956900419707,-0.9822411393253122,1483,623,0.8660377811075398,0.8505537032878252,0.9219173689776688,0.7500214384492081,gate
m12_joint_hybrid_synergy,inv_w0.85_s0.35,inverse_gaussian,0.85,0.35,1.0,false,0.6424777182122199,0.6418155553508617,0.0006621628613582287,0.010192055331605374,0.01390748520485936,0.1939317272011567,0.22562962845674644,0.22346028917316246,0.2111040320023605,2899,0.5757645636238795,0.7089610546666291,0.009003882298758313,0.013517750433259234,0.19774360030004165,0.19752620318475883,4390,0.6270300454641088,0.6362530668612001,0.6178070240670172,-0.5757645636238785,-0.7089610546666292,-0.5493192997985213,-0.5489926687526318,1600,-0.5846726935948654,-0.9822411393253122,1483,623,0.8584089886606313,0.8502827576036625,0.8924947763817856,0.7368659918551085,gate
m12_joint_hybrid_synergy,inv_w0.85_s0.50,inverse_gaussian,0.85,0.5,1.0,false,0.6422266709852589,0.6418155553508617,0.0004111156343972189,0.012412345797825382,0.01390748520485936,0.22787028723498848,0.2255153544314594,0.22320255205875214,0.2111040320023605,2899,0.5755551753379096,0.7089610546666291,0.010400134996676157,0.013517750433259234,0.1976517666947559,0.19752620318475883,4390,0.6267183458210779,0.6358049811327398,0.6176317105094159,-0.5755551753379065,-0.7089610546666292,-0.549310139212848,-0.5489926687526318,1600,-0.5841196159614177,-0.9822411393253122,1483,623,0.8541810297258585,0.8501386179082278,0.872588972780102,0.7296252315541574,gate
m12_joint_hybrid_synergy,inv_w0.85_s0.75,inverse_gaussian,0.85,0.75,1.0,false,0.6420496073212654,0.6418155553508617,0.00023405197040371473,0.012775215072343159,0.01390748520485936,0.17941633994354164,0.22543602838155083,0.2230110543778815,0.2111040320023605,2899,0.5754114430295848,0.7089610546666291,0.010805071927548763,0.013517750433259234,0.19758943976056298,0.19752620318475883,4390,0.6264896634529211,0.635493715399643,0.6174856115061995,-0.5754114430295845,-0.7089610546666292,-0.5493080582229688,-0.5489926687526318,1600,-0.5837217753248716,-0.9822411393253122,1483,623,0.8518728348271783,0.8500616237861204,0.8604958431879608,0.7256873267186597,gate
m12_joint_hybrid_synergy,inv_w0.85_s1.00,inverse_gaussian,0.85,1.0,1.0,false,0.641978291946717,0.6418155553508617,0.0001627365958553062,0.013249528304876714,0.01390748520485936,0.1769645705821538,0.22540443906974705,0.22293177720664858,0.2111040320023605,2899,0.575354596376127,0.7089610546666291,0.011580830833567693,0.013517750433259234,0.1975649956483304,0.19752620318475883,4390,0.626395255363011,0.6353694651731133,0.6174210455529086,-0.5753545963761264,-0.7089610546666292,-0.5493082450225439,-0.5489926687526318,1600,-0.5835607653720278,-0.9822411393253122,1483,623,0.8510563641923903,0.8500346664963359,0.8559974454870808,0.7242969350330635,gate
m12_joint_hybrid_synergy,inv_w1.00_s0.15,inverse_gaussian,1.0,0.15,1.0,true,0.6433697999906764,0.6418155553508617,0.0015542446398147947,0.00995616723169428,0.01390748520485936,0.19640169051638687,0.22604583756864916,0.22447242161176623,0.2111040320023605,2899,0.5764769565409588,0.7089610546666291,0.008839679625602309,0.013517750433259234,0.19807189852433346,0.19752620318475883,4390,0.6283192113476559,0.6383234483339266,0.6183149743613853,-0.5764769565409603,-0.7089610546666292,-0.549321997140773,-0.5489926687526318,1600,-0.5863264534280231,-0.9822411393253122,1483,623,1.0,1.0,1.0,1.0,gate
m12_joint_hybrid_synergy,std_w0.25_s0.15,standard_gaussian,0.25,0.15,1.0,false,0.6391452036725356,0.6418155553508617,-0.0026703516783260772,0.013816808530984943,0.01390748520485936,0.1421777087389483,0.22415605401922584,0.22018565431161086,0.2111040320023605,2899,0.5728074929131364,0.7089610546666291,0.010883370381257874,0.013517750433259234,0.19647906048937092,0.19752620318475883,4390,0.6236409105275418,0.6292216706521759,0.6180601504029078,-0.5728074929131357,-0.7089610546666292,-0.5491431986224751,-0.5489926687526318,1600,-0.5783718941525211,-0.9822411393253122,1483,623,0.797832239797454,0.37230943341789047,0.9923348931741263,0.636536301382301,gate
m12_joint_hybrid_synergy,std_w0.25_s0.25,standard_gaussian,0.25,0.25,1.0,false,0.6397644328609101,0.6418155553508617,-0.00205112248995154,0.00964654781761232,0.01390748520485936,0.22978823419332128,0.22445281624494992,0.22068384345741307,0.2111040320023605,2899,0.5735003301926909,0.7089610546666291,0.00930284466069885,0.013517750433259234,0.1967961912663241,0.19752620318475883,4390,0.624166198271072,0.6313820544805918,0.6169503420615522,-0.5735003301926908,-0.7089610546666292,-0.5491916052472127,-0.5489926687526318,1600,-0.5788598103939268,-0.9822411393253122,1483,623,0.9198110944623007,0.6404131551116558,0.9972314835608735,0.8460524530843636,gate
m12_joint_hybrid_synergy,std_w0.25_s0.35,standard_gaussian,0.25,0.35,1.0,false,0.6406483483376204,0.6418155553508617,-0.0011672070132412449,0.011235587919342272,0.01390748520485936,0.704852467851588,0.22484665310205337,0.22151547981110126,0.2111040320023605,2899,0.5742986215590493,0.7089610546666291,0.009558854231706392,0.013517750433259234,0.19713975657943714,0.19752620318475883,4390,0.6249810980392656,0.6332900872036339,0.6166721088748973,-0.5742986215590499,-0.7089610546666292,-0.549279180633706,-0.5489926687526318,1600,-0.5804507516526622,-0.9822411393253122,1483,623,0.9579550566968433,0.7875261180910719,0.9985862119816873,0.9176778916945676,gate
m12_joint_hybrid_synergy,std_w0.25_s0.50,standard_gaussian,0.25,0.5,1.0,false,0.6416070595103879,0.6418155553508617,-0.0002084958404737769,0.013707220156207203,0.01390748520485936,0.26090983965308767,0.22526758235970143,0.22251342888755843,0.2111040320023605,2899,0.5750925692696095,0.7089610546666291,0.011741086181678887,0.013517750433259234,0.19747790778013488,0.19752620318475883,4390,0.6260285522498983,0.6351889512733855,0.6168681532264113,-0.5750925692696113,-0.7089610546666292,-0.5493246537960712,-0.5489926687526318,1600,-0.582414094286848,-0.9822411393253122,1483,623,0.9790948513707072,0.8870551360994905,0.9993069104588611,0.9586267282463616,gate
m12_joint_hybrid_synergy,std_w0.25_s0.75,standard_gaussian,0.25,0.75,1.0,false,0.6424248838295659,0.6418155553508617,0.0006093284787042075,0.011444619074196031,0.01390748520485936,0.17419964173630587,0.2256266647025299,0.22340875666940055,0.2111040320023605,2899,0.5757425089405008,0.7089610546666291,0.010772224451770642,0.013517750433259234,0.19775505519963432,0.19752620318475883,4390,0.6270422926455022,0.6367127369654928,0.6173718483255116,-0.5757425089405014,-0.7089610546666292,-0.5493321898737051,-0.5489926687526318,1600,-0.5841977202657986,-0.9822411393253122,1483,623,0.9906358258641084,0.947520784060196,0.999691881069398,0.9813593395396296,gate
m12_joint_hybrid_synergy,std_w0.25_s1.00,standard_gaussian,0.25,1.0,1.0,false,0.642796409008274,0.6418155553508617,0.000980853657412295,0.010666179290637214,0.01390748520485936,0.1844124245272596,0.2257906628682837,0.22382359309091868,0.2111040320023605,2899,0.576032973544004,0.7089610546666291,0.009323126757952353,0.013517750433259234,0.19787968089439267,0.19752620318475883,4390,0.6275324763677961,0.6373678820963262,0.6176970706392658,-0.5760329735440036,-0.7089610546666292,-0.5493297401877052,-0.5489926687526318,1600,-0.5850287780763549,-0.9822411393253122,1483,623,0.9947181790380484,0.970012772564596,0.9998266675183205,0.9894642557260989,gate
m12_joint_hybrid_synergy,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6394684514483859,0.6418155553508617,-0.0023471039024757223,0.011880190704967654,0.01390748520485936,0.2279852134972007,0.22429110321855084,0.22056013814710862,0.2111040320023605,2899,0.5731419763194713,0.7089610546666291,0.01035074118127632,0.013517750433259234,0.19661597403313694,0.19752620318475883,4390,0.6237840533565945,0.6303032957197722,0.6172648109934167,-0.5731419763194724,-0.7089610546666292,-0.5491789817065472,-0.5489926687526318,1600,-0.5787222355128747,-0.9822411393253122,1483,623,0.8382657918379632,0.49784754673431236,0.9938679145393009,0.702689549619858,gate
m12_joint_hybrid_synergy,std_w0.40_s0.25,standard_gaussian,0.4,0.25,1.0,false,0.6402305139482375,0.6418155553508617,-0.0015850414026241655,0.00788785430902634,0.01390748520485936,0.7177163288371082,0.22464868047255154,0.2211984189170777,0.2111040320023605,2899,0.5738925052177363,0.7089610546666291,0.007386421465419225,0.013517750433259234,0.19695713411257404,0.19752620318475883,4390,0.6245794179989596,0.6324177105870764,0.6167411254108426,-0.5738925052177346,-0.7089610546666292,-0.5492211692661408,-0.5489926687526318,1600,-0.5797058294053934,-0.9822411393253122,1483,623,0.9358488755698406,0.7123305240893246,0.9977851868486989,0.8758131202019289,gate
