model,container,form,scheme,trust,family,selection,n_bets,win_rate,mean_odds,p_model,p_market,stake_units,pnl_units,mean_payoff,flat_roi,kelly_roi,capital_share,efficiency,edge,calibration
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,O/U 1.5_over_15,over_15,30,0.8666666666666667,1.3736364138494963,0.7449991021967757,0.7273509098162293,157.2007384120733,20.11350099733637,0.17383590779472868,17.38359077947287,12.794787862008935,2.8331608911108845,1.7428920384789601,0.01764819238054638,0.12166756446989102
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,O/U 1.5_under_15,under_15,67,0.208955223880597,4.7225693635240775,0.24334827581512908,0.21802320618526586,144.52751643074598,3.4300597017109733,-0.10568837874040364,-10.568837874040364,2.373291803816869,2.6047568947648614,0.3232872193326329,0.025325069629863223,-0.03439305193453207
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,O/U 2.5_over_25,over_25,44,0.4772727272727273,2.1019745578004114,0.4977632560220331,0.4772427654790883,123.62541891921926,15.498278340148238,0.02306913647602403,2.306913647602403,12.536481959487071,2.2280474351908754,1.7077058903495144,0.020520490542944803,-0.020490528749305792
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,O/U 3.5_over_35,over_35,33,0.24242424242424243,3.5899473806832916,0.29462810318139376,0.2853954059583402,50.62589137516511,6.0135362567014035,-0.1333595646905763,-13.335956469057631,11.878380989161974,0.9124085355487735,1.618060094415638,0.009232697223053588,-0.05220386075715133
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,1X2_home,home,280,0.3678571428571429,3.27121890004154,0.36444867960416943,0.33598786171923667,1524.9778291147948,210.40612807652715,0.0901140075007374,9.01140075007374,13.797323741989207,35.18529385667713,0.9126898453932774,0.028460817884932765,0.003408463252973448
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,1X2_away,away,353,0.26345609065155806,4.45831367824776,0.2935929910559242,0.2614515132342555,1460.8414754652742,38.83301457460033,0.021710392814671055,2.1710392814671056,2.6582634205557527,33.70549762163018,0.17584352412766138,0.03214147782166871,-0.030136900404366118
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,O/U 2.5_under_25,under_25,166,0.5180722891566265,2.2542371775606185,0.47712911703244393,0.44873159444002003,874.7592834795536,276.729036440938,0.14921713150371702,14.921713150371701,31.63487849367948,20.183022897421754,2.0926400584167744,0.028397522592423896,0.04094317212418258
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,1X2_draw,draw,175,0.24,4.3988668283778525,0.245400313156421,0.23466170636169542,473.5555400411676,129.2319637433484,0.03432305562270717,3.432305562270717,27.289716372468973,10.9261856242709,1.8052085667176034,0.010738606794725575,-0.005400313156421005
m05_joint_production_wealth,raw,none,none,flat_1.0,1X2_away,away,348,0.2614942528735632,4.513523410350956,0.32062298485614416,0.25594298982786134,4155.0180914072125,281.10011250030504,0.03606713676206562,3.606713676206562,6.765316210815888,27.90636490580411,1.0803973257191188,0.06467999502828281,-0.05912873198258095
m05_joint_production_wealth,raw,none,none,flat_1.0,1X2_home,home,273,0.34065934065934067,3.3446374930606124,0.38643279851243356,0.3245782718323849,3520.998456142746,291.42173471738823,0.04951632023322977,4.951632023322977,8.276678855367656,23.648096250915355,1.3217566515042154,0.06185452668004865,-0.04577345785309289
m05_joint_production_wealth,raw,none,none,flat_1.0,1X2_draw,draw,305,0.25573770491803277,4.150712864757662,0.2534274552484377,0.24625453434504693,1839.0241803037786,144.3545379111976,0.0372428155305038,3.72428155305038,7.849518209562228,12.35144558149768,1.2535405910866966,0.00717292090339075,0.002310249669595088
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 2.5_under_25,under_25,187,0.5187165775401069,2.2250887725930344,0.4998748611203814,0.45426457294949524,1619.5944850358783,475.3383151859446,0.13264929713394277,13.264929713394277,29.349217941762415,10.87768902674787,4.686967406716923,0.04561028817088614,0.01884171641972554
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 3.5_under_35,under_35,82,0.5609756097560976,1.5464662078986233,0.7078113522392062,0.6494053281671294,1105.7552774584733,-237.6696730643394,-0.15282924468129666,-15.282924468129666,-21.493876439876644,7.426588667108315,-3.432496856222981,0.058406024072076845,-0.1468357424831086
m05_joint_production_wealth,raw,none,none,flat_1.0,BTTS_btts_yes,btts_yes,76,0.5657894736842105,1.8540309453763306,0.5568796056755669,0.5431383723963004,660.0818067387193,-111.13725145004871,0.024411052992131747,2.4411052992131745,-16.83689056651129,4.433310123156301,-2.688792507939626,0.013741233279266574,0.008909868008643573
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 2.5_over_25,over_25,82,0.5365853658536586,2.0396188956830716,0.5314150356934682,0.49135863692833676,560.3148193867804,14.917475802660919,0.10041712171302082,10.041712171302082,2.662338258157601,3.7632447002514815,0.42516610379195885,0.040056398765131396,0.005170330160190417
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 1.5_over_15,over_15,51,0.8235294117647058,1.353162371383178,0.7682570048207102,0.7373834826983805,492.2942480989686,81.53320584337223,0.10864465772457746,10.864465772457747,16.56188471797484,3.306397860671041,2.6448750362269386,0.030873522122329744,0.0552724069439956
m05_joint_production_wealth,raw,none,none,flat_1.0,BTTS_btts_no,btts_no,64,0.484375,2.3539003998404815,0.4627212998544589,0.4274571737330125,363.73163848950554,25.58816273052683,0.11474879320027973,11.474879320027972,7.03490156555768,2.4429322828860274,1.1234491635401551,0.035264126121446415,0.021653700145541077
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 1.5_under_15,under_15,73,0.2191780821917808,4.641632175383594,0.2651129952456927,0.22225122658510948,346.7267000007739,-10.659091909524975,-0.058059280581880465,-5.805928058188046,-3.074205681160748,2.3287219453549626,-0.490939890041894,0.04286176866058322,-0.0459349130539119
m05_joint_production_wealth,raw,none,none,flat_1.0,O/U 3.5_over_35,over_35,54,0.2037037037037037,3.4138903117556425,0.3254474311390347,0.29921938241871304,225.60155711982145,-22.447672042874895,-0.2788574643717482,-27.88574643717482,-9.950140561730473,1.5152086556068702,-1.5890026302446085,0.02622804872032164,-0.12174372743533099
m05_joint_production_wealth,raw,none,none,canonical_P1,1X2_home,home,273,0.34065934065934067,3.3446374930606124,0.38643279851243356,0.3245782718323849,4110.557508158382,365.8256095855375,0.04951632023322977,4.951632023322977,8.89965920339198,35.84155300634801,0.7842127099820099,0.06185452668004865,-0.04577345785309289
m05_joint_production_wealth,raw,none,none,canonical_P1,1X2_away,away,348,0.2614942528735632,4.513523410350956,0.32062298485614416,0.25594298982786134,3753.631305409369,208.76117995639152,0.03606713676206562,3.606713676206562,5.561579254082444,32.72937433233775,0.49007057899041895,0.06467999502828281,-0.05912873198258095
m05_joint_production_wealth,raw,none,none,canonical_P1,O/U 2.5_under_25,under_25,187,0.5187165775401069,2.2250887725930344,0.4998748611203814,0.45426457294949524,1993.1887895399382,563.2135070129565,0.13264929713394277,13.264929713394277,28.256907221666427,17.37938990274838,2.489918465593323,0.04561028817088614,0.01884171641972554
m05_joint_production_wealth,raw,none,none,canonical_P1,1X2_draw,draw,305,0.25573770491803277,4.150712864757662,0.2534274552484377,0.24625453434504693,1611.3149154066407,163.72738367883844,0.0372428155305038,3.72428155305038,10.16110396008587,14.049682758565863,0.8953676417082129,0.00717292090339075,0.002310249669595088
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,1X2_away,away,351,0.2621082621082621,4.500996586807949,0.2993330300468,0.25666340220693185,2159.495877483201,187.35511175604856,0.03433260922956027,3.4332609229560265,8.675872628865717,29.1237432916243,1.2186974024625805,0.04266962783986816,-0.037224767938537906
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,1X2_home,home,277,0.34657039711191334,3.323055508077997,0.36841251148221765,0.32722539455968913,1854.4793269412714,183.84873044515888,0.0555301515805849,5.55301515805849,9.913765431313491,25.01017965378447,1.3925838583161245,0.04118711692252852,-0.02184211437030431
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O/U 2.5_under_25,under_25,195,0.5230769230769231,2.207967234176887,0.4865338111039173,0.4582578695053552,869.6447777142228,199.6540622441839,0.13339926493256898,13.339926493256899,22.958116619633515,11.728344344221941,3.224920222628757,0.028275941598562115,0.036543111973005804
