model,spec,family,n_obs,logloss,market_logloss,brier,market_brier,ece,market_ece,mce
m12_joint_hybrid_synergy,uncalibrated,1x2,1785,0.6163628377808433,0.6131180107974481,0.21311380224484566,0.21156444032291422,0.015540487807250399,0.018580646181840455,0.19640169051638687
m12_joint_hybrid_synergy,uncalibrated,ou_05,533,0.2109833528797281,1.3183162471185177,0.0514381791820302,0.05433616260677342,0.014280133074974307,0.036416109478396845,0.03609674501440912
m12_joint_hybrid_synergy,uncalibrated,ou_15,430,0.5319019744952578,0.5272811031135427,0.17423992532855484,0.17266435474340952,0.019470721626399692,0.010264241635519814,0.1919504425471784
m12_joint_hybrid_synergy,uncalibrated,ou_25,758,0.6873233182836874,0.6898782309589602,0.24710668204282463,0.24829171351414944,0.010027086429431106,0.01829866107755568,0.10781221674809816
m12_joint_hybrid_synergy,uncalibrated,ou_35,528,0.6144560850833163,0.6104589033548479,0.21191104927084883,0.2098660314894639,0.011631589517115135,0.01484560050373574,0.014565669291756789
m12_joint_hybrid_synergy,uncalibrated,btts,356,0.6851974985256493,0.6833706365781275,0.2460446098764195,0.2451580767568855,0.008723662632660317,0.03004396402078209,0.3885780696472543
m05_joint_production_wealth,uncalibrated,1x2,1785,0.6161062547868922,0.6131180107974481,0.21299474848375488,0.21156444032291422,0.021580989763383445,0.018580646181840455,0.39588365808277426
m05_joint_production_wealth,uncalibrated,ou_05,533,0.21077200375175825,1.3183162471185177,0.05145766225694795,0.05433616260677342,0.014374586749188721,0.036416109478396845,0.1044396561143186
m05_joint_production_wealth,uncalibrated,ou_15,430,0.5286521459591883,0.5272811031135427,0.17307228898840202,0.17266435474340952,0.02629271695458596,0.010264241635519814,0.05831933716293625
m05_joint_production_wealth,uncalibrated,ou_25,758,0.6870021910261978,0.6898782309589602,0.2469525306421488,0.24829171351414944,0.010003344770432063,0.01829866107755568,0.13850227994032938
m05_joint_production_wealth,uncalibrated,ou_35,528,0.6117914395540807,0.6104589033548479,0.21060865044302512,0.2098660314894639,0.040973746015454365,0.01484560050373574,0.31139974940523596
m05_joint_production_wealth,uncalibrated,btts,356,0.6840454987406277,0.6833706365781275,0.24548600871503987,0.2451580767568855,0.004039125069518659,0.03004396402078209,0.010558054203671452
m12_joint_hybrid_synergy,inv_w0.25_s0.15,1x2,1785,0.6148623510155391,0.6131180107974481,0.21239162819179733,0.21156444032291422,0.014918844773126461,0.018580646181840455,0.03550325668285531
m12_joint_hybrid_synergy,inv_w0.25_s0.15,ou_05,533,0.21120761664592932,1.3183162471185177,0.05146592892050553,0.05433616260677342,0.013742349116773475,0.036416109478396845,0.03557196918097017
m12_joint_hybrid_synergy,inv_w0.25_s0.15,ou_15,430,0.5318084934350344,0.5272811031135427,0.17422057898412688,0.17266435474340952,0.017509489857950866,0.010264241635519814,0.06323014701910468
m12_joint_hybrid_synergy,inv_w0.25_s0.15,ou_25,758,0.6886240942040205,0.6898782309589602,0.24775655744753922,0.24829171351414944,0.016809810636274895,0.01829866107755568,0.05596334177909845
m12_joint_hybrid_synergy,inv_w0.25_s0.15,ou_35,528,0.6153026021127026,0.6104589033548479,0.21207983216871137,0.2098660314894639,0.016551886165530823,0.01484560050373574,0.4028739056779824
m12_joint_hybrid_synergy,inv_w0.25_s0.15,btts,356,0.6871706029522439,0.6833706365781275,0.2470112766309617,0.2451580767568855,0.017967024290064627,0.03004396402078209,0.19357228306618623
m12_joint_hybrid_synergy,inv_w0.25_s0.25,1x2,1785,0.6137018085413174,0.6131180107974481,0.21185043955215113,0.21156444032291422,0.018389355526270083,0.018580646181840455,0.04732298928286566
m12_joint_hybrid_synergy,inv_w0.25_s0.25,ou_05,533,0.21150691208482983,1.3183162471185177,0.051512441841520214,0.05433616260677342,0.01340081506499728,0.036416109478396845,0.10322461120567161
m12_joint_hybrid_synergy,inv_w0.25_s0.25,ou_15,430,0.5301007849463085,0.5272811031135427,0.17357997941205933,0.17266435474340952,0.019794152712280196,0.010264241635519814,0.08692467110401825
m12_joint_hybrid_synergy,inv_w0.25_s0.25,ou_25,758,0.6877641107314474,0.6898782309589602,0.24732924196182837,0.24829171351414944,0.020332948443693617,0.01829866107755568,0.04741583134956795
m12_joint_hybrid_synergy,inv_w0.25_s0.25,ou_35,528,0.6137156154959054,0.6104589033548479,0.21142708277962236,0.2098660314894639,0.01699321762781208,0.01484560050373574,0.42797147475099284
m12_joint_hybrid_synergy,inv_w0.25_s0.25,btts,356,0.685732234271015,0.6833706365781275,0.24629728125023212,0.2451580767568855,0.0045334234875121235,0.03004396402078209,0.057074323458019216
m12_joint_hybrid_synergy,inv_w0.25_s0.35,1x2,1785,0.6127981551060211,0.6131180107974481,0.21144633031633084,0.21156444032291422,0.01128447358420186,0.018580646181840455,0.04236793202052089
m12_joint_hybrid_synergy,inv_w0.25_s0.35,ou_05,533,0.21143725010425946,1.3183162471185177,0.05150576750845593,0.05433616260677342,0.013098915244696675,0.036416109478396845,0.10521900550908236
m12_joint_hybrid_synergy,inv_w0.25_s0.35,ou_15,430,0.5290451467639706,0.5272811031135427,0.17320292649255578,0.17266435474340952,0.024504156174854273,0.010264241635519814,0.10417720421127447
m12_joint_hybrid_synergy,inv_w0.25_s0.35,ou_25,758,0.6873631249994356,0.6898782309589602,0.24712368298020793,0.24829171351414944,0.020958306468217596,0.01829866107755568,0.04328459567240117
m12_joint_hybrid_synergy,inv_w0.25_s0.35,ou_35,528,0.6123490848102178,0.6104589033548479,0.2108543039808254,0.2098660314894639,0.017033281211278624,0.01484560050373574,0.41379954193826063
m12_joint_hybrid_synergy,inv_w0.25_s0.35,btts,356,0.6847885345241882,0.6833706365781275,0.24583454385439632,0.2451580767568855,0.014197568146310525,0.03004396402078209,0.015043691033253204
m12_joint_hybrid_synergy,inv_w0.25_s0.50,1x2,1785,0.6120402500200511,0.6131180107974481,0.21112287010737354,0.21156444032291422,0.013496482559758029,0.018580646181840455,0.20431887204057353
m12_joint_hybrid_synergy,inv_w0.25_s0.50,ou_05,533,0.21126859558358607,1.3183162471185177,0.051487204547506285,0.05433616260677342,0.014540376507882743,0.036416109478396845,0.10214010009271188
m12_joint_hybrid_synergy,inv_w0.25_s0.50,ou_15,430,0.5285027614370872,0.5272811031135427,0.17303231911496775,0.17266435474340952,0.019202114573118993,0.010264241635519814,0.08480772895643879
m12_joint_hybrid_synergy,inv_w0.25_s0.50,ou_25,758,0.6873340487070225,0.6898782309589602,0.24710248168587678,0.24829171351414944,0.011668660875856912,0.01829866107755568,0.06993426935196245
m12_joint_hybrid_synergy,inv_w0.25_s0.50,ou_35,528,0.6113722230751628,0.6104589033548479,0.21040643819043495,0.2098660314894639,0.014645255401631493,0.01484560050373574,0.41498266395867567
m12_joint_hybrid_synergy,inv_w0.25_s0.50,btts,356,0.6842439667758065,0.6833706365781275,0.24557184482938046,0.2451580767568855,0.01848021401126821,0.03004396402078209,0.034792637890832645
m12_joint_hybrid_synergy,inv_w0.25_s0.75,1x2,1785,0.6115395241264022,0.6131180107974481,0.21092263121763372,0.21156444032291422,0.016342155113456748,0.018580646181840455,0.11575714930705128
m12_joint_hybrid_synergy,inv_w0.25_s0.75,ou_05,533,0.21110928507421808,1.3183162471185177,0.051471828014147236,0.05433616260677342,0.01351978091665572,0.036416109478396845,0.10308827270442508
m12_joint_hybrid_synergy,inv_w0.25_s0.75,ou_15,430,0.5283466484509041,0.5272811031135427,0.1729990164920808,0.17266435474340952,0.01804301754046369,0.010264241635519814,0.0842631492474521
m12_joint_hybrid_synergy,inv_w0.25_s0.75,ou_25,758,0.6875746431834971,0.6898782309589602,0.24721664246610636,0.24829171351414944,0.006632934832376404,0.01829866107755568,0.015941258715049145
m12_joint_hybrid_synergy,inv_w0.25_s0.75,ou_35,528,0.6109179069323183,0.6104589033548479,0.21017562577976373,0.2098660314894639,0.008260360569618446,0.01484560050373574,0.3196552645413997
m12_joint_hybrid_synergy,inv_w0.25_s0.75,btts,356,0.6839897793230959,0.6833706365781275,0.24545224007251004,0.2451580767568855,0.02303199022502558,0.03004396402078209,0.0706711234236097
m12_joint_hybrid_synergy,inv_w0.25_s1.00,1x2,1785,0.6113552874982147,0.6131180107974481,0.21085329883507475,0.21156444032291422,0.014730201284760106,0.018580646181840455,0.192710507144098
m12_joint_hybrid_synergy,inv_w0.25_s1.00,ou_05,533,0.21103904482473557,1.3183162471185177,0.05146589846794431,0.05433616260677342,0.013402858208572026,0.036416109478396845,0.10343261516355166
m12_joint_hybrid_synergy,inv_w0.25_s1.00,ou_15,430,0.5283457508098192,0.5272811031135427,0.17300623095967232,0.17266435474340952,0.01757410985060591,0.010264241635519814,0.08406275777104211
m12_joint_hybrid_synergy,inv_w0.25_s1.00,ou_25,758,0.6877556229805272,0.6898782309589602,0.24730310635552616,0.24829171351414944,0.012769938607469434,0.01829866107755568,0.042036770551971525
m12_joint_hybrid_synergy,inv_w0.25_s1.00,ou_35,528,0.6108141186141297,0.6104589033548479,0.2101160962407486,0.2098660314894639,0.005882440244975803,0.01484560050373574,0.3197510605083115
m12_joint_hybrid_synergy,inv_w0.25_s1.00,btts,356,0.6839113960120194,0.6833706365781275,0.24541625990623847,0.2451580767568855,0.022520467904675875,0.03004396402078209,0.08612444135428587
m12_joint_hybrid_synergy,inv_w0.40_s0.15,1x2,1785,0.6150031658656121,0.6131180107974481,0.21246229846793127,0.21156444032291422,0.013517212194051702,0.018580646181840455,0.09343165861001876
m12_joint_hybrid_synergy,inv_w0.40_s0.15,ou_05,533,0.21114187206974208,1.3183162471185177,0.0514575059495087,0.05433616260677342,0.013846396435897709,0.036416109478396845,0.03567931792769929
m12_joint_hybrid_synergy,inv_w0.40_s0.15,ou_15,430,0.5317585844457572,0.5272811031135427,0.17420002838634888,0.17266435474340952,0.017961830827426938,0.010264241635519814,0.046194314722737495
m12_joint_hybrid_synergy,inv_w0.40_s0.15,ou_25,758,0.6882799088620014,0.6898782309589602,0.24758518970444715,0.24829171351414944,0.020495461937488264,0.01829866107755568,0.2228456070947039
m12_joint_hybrid_synergy,inv_w0.40_s0.15,ou_35,528,0.6150471062499149,0.6104589033548479,0.21201188177584335,0.2098660314894639,0.016185527853254125,0.01484560050373574,0.40163411469230015
m12_joint_hybrid_synergy,inv_w0.40_s0.15,btts,356,0.6867267872902572,0.6833706365781275,0.24679417210652643,0.2451580767568855,0.018352402010730098,0.03004396402078209,0.19614446045094003
m12_joint_hybrid_synergy,inv_w0.40_s0.25,1x2,1785,0.6138189256329942,0.6131180107974481,0.21191342354563694,0.21156444032291422,0.015386665745451635,0.018580646181840455,0.37929246849127796
m12_joint_hybrid_synergy,inv_w0.40_s0.25,ou_05,533,0.21136761601450685,1.3183162471185177,0.05149292463436114,0.05433616260677342,0.013595966553380806,0.036416109478396845,0.10012363961912829
m12_joint_hybrid_synergy,inv_w0.40_s0.25,ou_15,430,0.5303647042759344,0.5272811031135427,0.17367952317809768,0.17266435474340952,0.021008601062191514,0.010264241635519814,0.07069634174891559
m12_joint_hybrid_synergy,inv_w0.40_s0.25,ou_25,758,0.6875398199115554,0.6898782309589602,0.24721837967305527,0.24829171351414944,0.016780312610470867,0.01829866107755568,0.0545419206331047
m12_joint_hybrid_synergy,inv_w0.40_s0.25,ou_35,528,0.6137550158441949,0.6104589033548479,0.21147844251016149,0.2098660314894639,0.029293075298864255,0.01484560050373574,0.4202489178055204
m12_joint_hybrid_synergy,inv_w0.40_s0.25,btts,356,0.685521105974329,0.6833706365781275,0.24619612161728488,0.2451580767568855,0.009579884588254102,0.03004396402078209,0.12033675644563957
m12_joint_hybrid_synergy,inv_w0.40_s0.35,1x2,1785,0.612878854830333,0.6131180107974481,0.2114916101608458,0.21156444032291422,0.020190570050671448,0.018580646181840455,0.16344787558858798
m12_joint_hybrid_synergy,inv_w0.40_s0.35,ou_05,533,0.21130533138124183,1.3183162471185177,0.051486420337033344,0.05433616260677342,0.013375198890656335,0.036416109478396845,0.10604689845577953
m12_joint_hybrid_synergy,inv_w0.40_s0.35,ou_15,430,0.5295116730663525,0.5272811031135427,0.1733723947721831,0.17266435474340952,0.016872974709156763,0.010264241635519814,0.059729983929388
