model,spec,method,w_base,sigma,w_max,identity_spec,head_logloss,head_market_logloss,head_delta_logloss,head_ece,head_market_ece,head_mce,head_brier,head_rps,head_market_rps,head_n_obs,wide_logloss,wide_market_logloss,wide_ece,wide_market_ece,wide_brier,wide_market_brier,wide_n_obs,crps_all,crps_home,crps_away,lpd_all,lpd_all_market,lpd_small,lpd_small_market,n_small,lpd_large,lpd_large_market,n_large,n_shifted,w_median,w_p10,w_p90,var_retention_median,price,rates
m12_joint_hybrid_synergy,inv_w0.40_s0.15,inverse_gaussian,0.4,0.15,1.0,false,0.6328359947350177,0.633061118131463,-0.00022512339644531476,0.014705665132705388,0.018347074313313467,0.16286158435324816,0.22100679519889205,0.22284272048306367,0.21091067161472066,2148,0.6325051934025123,0.6313810201519001,0.011895857798005323,0.019667429027437587,0.2207908586427137,0.22020097994061438,2442,0.6268526764849597,0.6366158781443336,0.617089474825586,-0.6325051934025118,-0.6313810201518996,-0.6371946308631653,-0.6370898801032477,824,-0.6506608747915593,-0.6483062421337173,875,580,0.5598085494844849,0.4052978899845109,0.916081081408706,0.3133856470298127,t25,t25
m12_joint_hybrid_synergy,inv_w0.40_s0.25,inverse_gaussian,0.4,0.25,1.0,false,0.6314681271809173,0.633061118131463,-0.0015929909505457696,0.013191790352385536,0.018347074313313467,0.14028134033860096,0.22037427550825023,0.2215840776873812,0.21091067161472066,2148,0.6309720177106648,0.6313810201519001,0.009849464176178874,0.019667429027437587,0.2200902122866973,0.22020097994061438,2442,0.6252906046185821,0.6342043538145212,0.616376855422643,-0.6309720177106655,-0.6313810201518996,-0.6371632014960221,-0.6370898801032477,824,-0.6469468720575826,-0.6483062421337173,875,580,0.46330472920495624,0.40191265554618627,0.7044683647778733,0.2146512788376744,t25,t25
m12_joint_hybrid_synergy,inv_w0.40_s0.35,inverse_gaussian,0.4,0.35,1.0,false,0.6309749232871849,0.633061118131463,-0.0020861948442781886,0.012125973659812333,0.018347074313313467,0.07930517875643983,0.22016314968666648,0.2209284619934095,0.21091067161472066,2148,0.6303144903955333,0.6313810201519001,0.009565360595652982,0.019667429027437587,0.21980306843898612,0.22020097994061438,2442,0.6244912743073899,0.6326710728641411,0.6163114757506386,-0.6303144903955358,-0.6313810201518996,-0.6372378904392373,-0.6370898801032477,824,-0.6451354388782168,-0.6483062421337173,875,580,0.4331797060365362,0.4009766076930821,0.5819395921501315,0.18764465967712157,t25,t25
m12_joint_hybrid_synergy,inv_w0.40_s0.50,inverse_gaussian,0.4,0.5,1.0,false,0.6307968647421338,0.633061118131463,-0.0022642533893292294,0.011018141428972129,0.018347074313313467,0.04513544271797876,0.22010362036606584,0.22051610642625952,0.21091067161472066,2148,0.630014026615029,0.6313810201519001,0.009643983167093377,0.019667429027437587,0.21967903683459308,0.22020097994061438,2442,0.6239778978111177,0.6314799882330016,0.6164758073892339,-0.6300140266150306,-0.6313810201518996,-0.6373258678244245,-0.6370898801032477,824,-0.6441500749012832,-0.6483062421337173,875,580,0.41649392901806126,0.4004787365535652,0.4973517445412251,0.17346719340639616,t25,t25
m12_joint_hybrid_synergy,inv_w0.40_s0.75,inverse_gaussian,0.4,0.75,1.0,false,0.630791141802915,0.633061118131463,-0.0022699763285480845,0.00986290220217373,0.018347074313313467,0.2243514092923189,0.22012004561453932,0.22030153878917125,0.21091067161472066,2148,0.6299395697780014,0.6313810201519001,0.007273153105425471,0.019667429027437587,0.21965290688522654,0.22020097994061438,2442,0.623707519894842,0.6307036760544358,0.6167113637352482,-0.6299395697780023,-0.6313810201518996,-0.6373948804662875,-0.6370898801032477,824,-0.6437651724810722,-0.6483062421337173,875,580,0.40738742472392964,0.40021281897927263,0.4454008519436582,0.1659645139245572,t25,t25
m12_joint_hybrid_synergy,inv_w0.40_s1.00,inverse_gaussian,0.4,1.0,1.0,false,0.6308179852605527,0.633061118131463,-0.0022431328709103804,0.009733902976660734,0.018347074313313467,0.24335819484449162,0.22014037815370366,0.2202335821585649,0.21091067161472066,2148,0.6299439208085775,0.6313810201519001,0.007441337640803471,0.019667429027437587,0.21965713894167233,0.22020097994061438,2442,0.6236241195120042,0.6304109165886576,0.6168373224353509,-0.6299439208085781,-0.6313810201518996,-0.63742345276903,-0.6370898801032477,824,-0.643692224896294,-0.6483062421337173,875,580,0.4041666848995099,0.4001197199658018,0.4259767716255139,0.16335070921508077,t25,t25
m12_joint_hybrid_synergy,inv_w0.55_s0.15,inverse_gaussian,0.55,0.15,1.0,false,0.6332497141923993,0.633061118131463,0.00018859606093624137,0.013528256567449803,0.018347074313313467,0.28290417592422645,0.22119953625258634,0.22321530184650573,0.21091067161472066,2148,0.6329053591736771,0.6313810201519001,0.010497892116716551,0.019667429027437587,0.22097670989424661,0.22020097994061438,2442,0.6271034125108482,0.6369133378552981,0.6172934871663985,-0.632905359173677,-0.6313810201518996,-0.6372923689079996,-0.6370898801032477,824,-0.6515017676011826,-0.6483062421337173,875,580,0.6698564121133637,0.5539734174883832,0.9370608110565296,0.44870763251095147,t25,t25
m12_joint_hybrid_synergy,inv_w0.55_s0.25,inverse_gaussian,0.55,0.25,1.0,false,0.6320707521779138,0.633061118131463,-0.0009903659535492881,0.01668059600493752,0.018347074313313467,0.2504207297731036,0.22065451229911373,0.2221377920584818,0.21091067161472066,2148,0.6316202912301688,0.6313810201519001,0.012421008850057546,0.019667429027437587,0.22038933478573453,0.22020097994061438,2442,0.625763041948538,0.6349279052417722,0.6165981786553038,-0.6316202912301688,-0.6313810201518996,-0.6372648281486916,-0.6370898801032477,824,-0.6483546320310778,-0.6483062421337173,875,580,0.5974785469037172,0.5514344916596396,0.7783512735834051,0.35698061779805046,t25,t25
m12_joint_hybrid_synergy,inv_w0.55_s0.35,inverse_gaussian,0.55,0.35,1.0,false,0.6315676908434333,0.633061118131463,-0.0014934272880297028,0.01640392175870334,0.018347074313313467,0.16698627394982557,0.2204342433951391,0.22153169990422789,0.21091067161472066,2148,0.6310104880595527,0.6313810201519001,0.012336822230098382,0.019667429027437587,0.22012044639976258,0.22020097994061438,2442,0.6250213886624613,0.6336345947637969,0.6164081825611255,-0.631010488059553,-0.6313810201518996,-0.6373168035506751,-0.6370898801032477,824,-0.646673669811326,-0.6483062421337173,875,580,0.5748847795274021,0.5507324557698117,0.6864546941125985,0.330492510832082,t25,t25
m12_joint_hybrid_synergy,inv_w0.55_s0.50,inverse_gaussian,0.55,0.5,1.0,false,0.6313016083245191,0.633061118131463,-0.0017595098069439485,0.013048809585141272,0.018347074313313467,0.1711516393200716,0.22032824792241462,0.22111054752539075,0.21091067161472066,2148,0.6306677780859002,0.6313810201519001,0.009955996768150014,0.019667429027437587,0.21997453625009597,0.22020097994061438,2442,0.6244948900236068,0.6326027484542192,0.6163870315929946,-0.630667778085899,-0.6313810201518996,-0.6373794990920232,-0.6370898801032477,824,-0.6456011281668557,-0.6483062421337173,875,580,0.562370446763546,0.5503590524151739,0.6230138084059188,0.31626051967287083,t25,t25
