model,spec,method,w_base,sigma,w_max,identity_spec,head_logloss,head_market_logloss,head_delta_logloss,head_ece,head_market_ece,head_mce,head_brier,head_rps,head_market_rps,head_n_obs,wide_logloss,wide_market_logloss,wide_ece,wide_market_ece,wide_brier,wide_market_brier,wide_n_obs,crps_all,crps_home,crps_away,lpd_all,lpd_all_market,lpd_small,lpd_small_market,n_small,lpd_large,lpd_large_market,n_large,n_shifted,w_median,w_p10,w_p90,var_retention_median,price,rates
m12_joint_hybrid_synergy,std_w0.25_s1.00,standard_gaussian,0.25,1.0,1.0,false,0.6345080697768384,0.633061118131463,0.0014469516453753384,0.014945202086212429,0.018347074313313467,0.18449914108203438,0.22179843516747602,0.2241624476829695,0.21091067161472066,2148,0.6341088060981298,0.6313810201519001,0.013337898234623613,0.019667429027437587,0.22154186813413684,0.22020097994061438,2442,0.6277129134653215,0.6373969808342265,0.6180288460964163,-0.6341088060981299,-0.6313810201518996,-0.6377294465474312,-0.6370898801032477,824,-0.653521275245723,-0.6483062421337173,875,580,0.9947916438756126,0.9675290354681076,0.9998503500427478,0.9896104147754016,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s0.15,standard_gaussian,0.4,0.15,1.0,false,0.6318780957930537,0.633061118131463,-0.0011830223384093896,0.009323681753599308,0.018347074313313467,0.27009944353601933,0.22065686697214854,0.22099006060281814,0.21091067161472066,2148,0.6310650342821877,0.6313810201519001,0.008817980372381684,0.019667429027437587,0.22018268529863494,0.22020097994061438,2442,0.6238690280820528,0.6305251417813956,0.6172129143827098,-0.6310650342821903,-0.6313810201518996,-0.6379725002485396,-0.6370898801032477,824,-0.6453014632148983,-0.6483062421337173,875,580,0.8401914505155152,0.48391891859129366,0.9947021100154891,0.7059217084732552,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s0.25,standard_gaussian,0.4,0.25,1.0,false,0.6328264392346745,0.633061118131463,-0.0002346788967885205,0.010738120830599782,0.018347074313313467,0.25528685518153615,0.22108769280875235,0.22191633994166696,0.21091067161472066,2148,0.6322138806280627,0.6313810201519001,0.009740553759993512,0.019667429027437587,0.22070777376901576,0.22020097994061438,2442,0.6249871834214056,0.6325379722035224,0.617436394639289,-0.6322138806280612,-0.6313810201518996,-0.6379634311810719,-0.6370898801032477,824,-0.6478922999714865,-0.6483062421337173,875,580,0.9366952707950438,0.6955316352221265,0.9980873444538138,0.8773980370637969,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s0.35,standard_gaussian,0.4,0.35,1.0,false,0.6334224203515705,0.633061118131463,0.00036130222010744006,0.013980050522890806,0.018347074313313467,0.2183956575636199,0.2213435533301375,0.22268309111188347,0.21091067161472066,2148,0.6329396894661828,0.6313810201519001,0.012201417239929938,0.019667429027437587,0.22103207417159823,0.22020097994061438,2442,0.6258875833104868,0.6342289273112182,0.6175462393097552,-0.6329396894661815,-0.6313810201518996,-0.6378873076583235,-0.6370898801032477,824,-0.6498327189802762,-0.6483062421337173,875,580,0.9668202939634638,0.8180604078498686,0.999023392306918,0.9347414827748202,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s0.50,standard_gaussian,0.4,0.5,1.0,false,0.6339506465668103,0.633061118131463,0.0008895284353472865,0.0172302336080603,0.018347074313313467,0.17121982939816935,0.2215641595906512,0.2234116261645679,0.21091067161472066,2148,0.6335345123044797,0.6313810201519001,0.01563464301402962,0.019667429027437587,0.22129230298312713,0.22020097994061438,2442,0.6267738234144843,0.6358315558502252,0.6177160909787435,-0.6335345123044793,-0.6313810201518996,-0.6378085812500036,-0.6370898801032477,824,-0.6516271069367875,-0.6483062421337173,875,580,0.9835060709819388,0.9026482554587749,0.9995212634464349,0.9672841921558247,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s0.75,standard_gaussian,0.4,0.75,1.0,false,0.634382291385946,0.633061118131463,0.001321173254482999,0.01586196826728065,0.018347074313313467,0.18286350702412885,0.22174504828900624,0.22399672150193514,0.21091067161472066,2148,0.6339825342747751,0.6313810201519001,0.014166179398328583,0.019667429027437587,0.22148682982211207,0.22020097994061438,2442,0.6275046978209115,0.6370627137525176,0.6179466818893052,-0.6339825342747746,-0.6313810201518996,-0.6377462786670473,-0.6370898801032477,824,-0.6530975771322404,-0.6483062421337173,875,580,0.9926125752760704,0.9545991480563418,0.9997871810207275,0.9852797246975542,t25,t25
m12_joint_hybrid_synergy,std_w0.40_s1.00,standard_gaussian,0.4,1.0,1.0,false,0.6345774464156081,0.633061118131463,0.001516328284145052,0.015047440925680815,0.018347074313313467,0.1879317647544425,0.2218278083217137,0.22425444345802406,0.21091067161472066,2148,0.6341760572194346,0.6313810201519001,0.013544925832333585,0.019667429027437587,0.2215711430486315,0.22020097994061438,2442,0.6278294358043194,0.6375797689876129,0.6180791026210262,-0.6341760572194347,-0.6313810201518996,-0.637719842854046,-0.6370898801032477,824,-0.6537576711988129,-0.6483062421337173,875,580,0.9958333151004901,0.9740232283744861,0.9998802800341984,0.991683991496453,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s0.15,standard_gaussian,0.55,0.15,1.0,false,0.6321786470505703,0.633061118131463,-0.0008824710808927883,0.01383241418740617,0.018347074313313467,0.22336636309286395,0.22077301311931433,0.22153696398980963,0.21091067161472066,2148,0.6315037075763283,0.6313810201519001,0.011832152730906601,0.019667429027437587,0.22037772544759224,0.22020097994061438,2442,0.6244871005591703,0.6320000964493131,0.6169741046690275,-0.6315037075763285,-0.6313810201518996,-0.6378863306405413,-0.6370898801032477,824,-0.6464947455594685,-0.6483062421337173,875,580,0.8801435878866364,0.6129391889434703,0.9960265825116168,0.7746527549595241,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s0.25,standard_gaussian,0.55,0.25,1.0,false,0.6331240012239072,0.633061118131463,6.2883092444177e-5,0.01641180834320887,0.018347074313313467,0.22335372381141683,0.22120357680948893,0.2224223595944657,0.21091067161472066,2148,0.6325780280249553,0.6313810201519001,0.012392860795193963,0.019667429027437587,0.22086674268715298,0.22020097994061438,2442,0.6255834003298278,0.6337752908452332,0.6173915098144225,-0.632578028024954,-0.6313810201518996,-0.6378893838222506,-0.6370898801032477,824,-0.6490239961247467,-0.6483062421337173,875,580,0.9525214530962829,0.7716487264165949,0.9985655083403604,0.9072971223965272,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s0.35,standard_gaussian,0.55,0.35,1.0,false,0.6336840042174609,0.633061118131463,0.0006228860859978091,0.01647553663820991,0.018347074313313467,0.061219832800826934,0.22144776316195827,0.2230882295642502,0.21091067161472066,2148,0.6332274339871835,0.6313810201519001,0.014178228448226754,0.019667429027437587,0.22115602172810844,0.22020097994061438,2442,0.6263848953970447,0.6351659336208889,0.6176038571732005,-0.6332274339871824,-0.6313810201518996,-0.6378348782471833,-0.6370898801032477,824,-0.6507841976803971,-0.6483062421337173,875,580,0.9751152204725979,0.8635453058874013,0.9992675442301884,0.9508496942971354,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s0.50,standard_gaussian,0.55,0.5,1.0,false,0.6341450315877099,0.633061118131463,0.00108391345624681,0.017676912857332673,0.018347074313313467,0.177416047323297,0.22164396688672688,0.22368755303118396,0.21091067161472066,2148,0.6337334982070966,0.6313810201519001,0.015799089522494966,0.019667429027437587,0.22137797118757788,0.22020097994061438,2442,0.6271205985883882,0.6364282736686803,0.617812923508096,-0.6337334982070967,-0.6313810201518996,-0.6377765177155625,-0.6370898801032477,824,-0.6523092471151559,-0.6483062421337173,875,580,0.9876295532364541,0.9269861915940811,0.9996409475848261,0.9754121347058784,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s0.75,standard_gaussian,0.55,0.75,1.0,false,0.6344964352047069,0.633061118131463,0.001435317073243847,0.015490221786066682,0.018347074313313467,0.18432966508912138,0.22179312552641342,0.22414968320040665,0.21091067161472066,2148,0.6340945777087478,0.6313810201519001,0.013817496954163552,0.019667429027437587,0.2215354845658945,0.22020097994061438,2442,0.6276981857193774,0.6373721980093419,0.6180241734294126,-0.6340945777087487,-0.6313810201518996,-0.6377300250700055,-0.6370898801032477,824,-0.6534881080570047,-0.6483062421337173,875,580,0.9944594314570527,0.9659493610422564,0.9998403857655456,0.9889495608709007,t25,t25
m12_joint_hybrid_synergy,std_w0.55_s1.00,standard_gaussian,0.55,1.0,1.0,false,0.6346490863115649,0.633061118131463,0.001587968180101873,0.014772431804426415,0.018347074313313467,0.19142123010596304,0.221858306260397,0.22434840472530956,0.21091067161472066,2148,0.6342453189970099,0.6313810201519001,0.013495598634070398,0.019667429027437587,0.22160137952271114,0.22020097994061438,2442,0.62794831936508,0.6377638426677475,0.6181327960624123,-0.6342453189970101,-0.6313810201518996,-0.6377102591353649,-0.6370898801032477,824,-0.6540001914247467,-0.6483062421337173,875,580,0.9968749863253675,0.9805174212808646,0.9999102100256486,0.9937597383794385,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s0.15,standard_gaussian,0.7,0.15,1.0,false,0.6327811173657535,0.633061118131463,-0.0002800007657095538,0.01628766701465254,0.018347074313313467,0.1946907768805174,0.22102678452274552,0.22232161759785035,0.21091067161472066,2148,0.6322229365215336,0.6313810201519001,0.012577084669168319,0.019667429027437587,0.22069541216109023,0.22020097994061438,2442,0.6254406600314016,0.6338093322161584,0.6170719878466447,-0.6322229365215342,-0.6313810201518996,-0.6378085236511831,-0.6370898801032477,824,-0.6484859773873485,-0.6483062421337173,875,580,0.9200957252577575,0.7419594592956469,0.9973510550077446,0.8465761523760713,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s0.25,standard_gaussian,0.7,0.25,1.0,false,0.6335653814251594,0.633061118131463,0.0005042632936963498,0.0158795988064258,0.018347074313313467,0.17042658335950756,0.22138596690715023,0.22304200592292447,0.21091067161472066,2148,0.6330772559068534,0.6313810201519001,0.014492544542207945,0.019667429027437587,0.22108455856504725,0.22020097994061438,2442,0.6263402374952765,0.635161958572261,0.6175185164182916,-0.6330772559068533,-0.6313810201518996,-0.6378170919075665,-0.6370898801032477,824,-0.6505549223994885,-0.6483062421337173,875,580,0.9683476353975219,0.8477658176110632,0.9990436722269068,0.9376971446634711,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s0.35,standard_gaussian,0.7,0.35,1.0,false,0.6340135833601104,0.633061118131463,0.0009524652286473367,0.018151173924972595,0.018347074313313467,0.17572688464268116,0.22158420526518943,0.22354834340680235,0.21091067161472066,2148,0.6335783864554269,0.6313810201519001,0.016445739166268673,0.019667429027437587,0.22130815224439468,0.22020097994061438,2442,0.6269566808487791,0.6361646196833913,0.617748742014167,-0.633578386455428,-0.6313810201518996,-0.6377828394561577,-0.6370898801032477,824,-0.6519262997607861,-0.6483062421337173,875,580,0.9834101469817319,0.9090302039249342,0.9995116961534589,0.967095517675437,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s0.50,standard_gaussian,0.7,0.5,1.0,false,0.634364216166735,0.633061118131463,0.0013030980352719546,0.01585269647859416,0.018347074313313467,0.1833178036606382,0.22173585607775256,0.22398423926431524,0.21091067161472066,2148,0.6339550467971641,0.6313810201519001,0.01415375380646805,0.019667429027437587,0.22147407392919308,0.22020097994061438,2442,0.627493788221178,0.6370433705693753,0.6179442058729806,-0.6339550467971647,-0.6313810201518996,-0.6377446049520636,-0.6370898801032477,824,-0.6530601001179968,-0.6483062421337173,875,580,0.9917530354909694,0.9513241277293873,0.9997606317232175,0.9835740835299256,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s0.75,standard_gaussian,0.7,0.75,1.0,false,0.6346170221311414,0.633061118131463,0.0015559039996783097,0.014731523536109794,0.018347074313313467,0.1901375165134997,0.22184439368296996,0.2243082039341751,0.21091067161472066,2148,0.6342123686667599,0.6313810201519001,0.013235405683652158,0.019667429027437587,0.22158687086501977,0.22020097994061438,2442,0.6278984174445045,0.6376855889403498,0.6181112459486592,-0.6342123686667611,-0.6313810201518996,-0.6377138274730568,-0.6370898801032477,824,-0.6538961399332128,-0.6483062421337173,875,580,0.9963062876380352,0.977299574028171,0.9998935905103636,0.9926262188124237,t25,t25
m12_joint_hybrid_synergy,std_w0.70_s1.00,standard_gaussian,0.7,1.0,1.0,false,0.634722998259666,0.633061118131463,0.0016618801282030082,0.01486997529268383,0.018347074313313467,0.19120445198638092,0.2218899346003347,0.2244443513528689,0.21091067161472066,2148,0.6343165908692917,0.6313810201519001,0.013099724356871753,0.019667429027437587,0.22163258031256997,0.22020097994061438,2442,0.6280695708520364,0.6379491683729152,0.6181899733311579,-0.6343165908692898,-0.6313810201518996,-0.6377006982935837,-0.6370898801032477,824,-0.6542488153947267,-0.6483062421337173,875,580,0.9979166575502451,0.9870116141872429,0.9999401400170992,0.9958376554243583,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s0.15,standard_gaussian,0.85,0.15,1.0,false,0.6336814932962153,0.633061118131463,0.0006203751647522182,0.01685518620464109,0.018347074313313467,0.1764731251514962,0.22142078862709363,0.2233542380278919,0.21091067161472066,2148,0.6332125918654347,0.6313810201519001,0.015036182062249116,0.019667429027437587,0.2211356201688822,0.22020097994061438,2442,0.6267196898703663,0.6359245932068723,0.6175147865338603,-0.6332125918654349,-0.6313810201518996,-0.6377397613730024,-0.6370898801032477,824,-0.6512496297105003,-0.6483062421337173,875,580,0.9600478626288788,0.8709797296478233,0.9986755275038723,0.9216919007228965,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s0.25,standard_gaussian,0.85,0.25,1.0,false,0.6341499138611755,0.633061118131463,0.0010887957297124329,0.018218129905334463,0.018347074313313467,0.18156786967970256,0.22163655618565525,0.22378054100695782,0.21091067161472066,2148,0.6337073439313916,0.6313810201519001,0.016230869454065332,0.019667429027437587,0.22136154995489604,0.22020097994061438,2442,0.6272529458750924,0.6366822818337464,0.6178236099164384,-0.6337073439313903,-0.6313810201518996,-0.6377474719839664,-0.6370898801032477,824,-0.6524720137978816,-0.6483062421337173,875,580,0.9841738176987609,0.9238829088055316,0.9995218361134534,0.9685981038646287,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s0.35,standard_gaussian,0.85,0.35,1.0,false,0.634411340706066,0.633061118131463,0.0013502225746029328,0.015401573724829008,0.018347074313313467,0.1869788802734528,0.22175361881728334,0.22406569560791575,0.21091067161472066,2148,0.6339912751839979,0.6313810201519001,0.01373758320651632,0.019667429027437587,0.22148871370776185,0.22020097994061438,2442,0.6276016199439249,0.6372188530638909,0.6179843868239591,-0.6339912751839977,-0.6313810201518996,-0.6377316119214725,-0.6370898801032477,824,-0.6532543438569003,-0.6483062421337173,875,580,0.991705073490866,0.954515101962467,0.9997558480767295,0.9834789529097253,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s0.50,standard_gaussian,0.85,0.5,1.0,false,0.6346083647342969,0.633061118131463,0.001547246602833896,0.015099395085958207,0.018347074313313467,0.19049931627238975,0.2218400139356456,0.2243022933058028,0.21091067161472066,2148,0.634198977793251,0.6313810201519001,0.013559347927827403,0.019667429027437587,0.22158069026819313,0.22020097994061438,2442,0.6278933076168733,0.6376754958520189,0.6181111193817278,-0.6341989777932495,-0.6313810201518996,-0.637712948333563,-0.6370898801032477,824,-0.6538787306821918,-0.6483062421337173,875,580,0.9958765177454847,0.9756620638646938,0.9998803158616087,0.9917700386279661,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s0.75,standard_gaussian,0.85,0.75,1.0,false,0.634744088983639,0.633061118131463,0.0016829708521759468,0.014712013526913507,0.018347074313313467,0.19199092671023166,0.22189887846740391,0.22447237346783508,0.21091067161472066,2148,0.6343358991496837,0.6313810201519001,0.012960831620062997,0.019667429027437587,0.2216410007545261,0.22020097994061438,2442,0.6281054150681282,0.6380027233264935,0.618208106809763,-0.634335899149681,-0.6313810201518996,-0.6376976999996389,-0.6370898801032477,824,-0.6543215686128349,-0.6483062421337173,875,580,0.9981531438190177,0.9886497870140855,0.9999467952551818,0.9963096985221236,t25,t25
m12_joint_hybrid_synergy,std_w0.85_s1.00,standard_gaussian,0.85,1.0,1.0,false,0.6347991913316047,0.633061118131463,0.0017380732001416321,0.014780611843687064,0.018347074313313467,0.1937846891402022,0.22192269872710854,0.22454230270461611,0.21091067161472066,2148,0.6343898727584834,0.6313810201519001,0.013021342320660132,0.019667429027437587,0.22166474801517944,0.22020097994061438,2442,0.6281931983541568,0.6381357139028351,0.6182506828054785,-0.6343898727584822,-0.6313810201518996,-0.6376911632472014,-0.6370898801032477,824,-0.6545035231338733,-0.6483062421337173,875,580,0.9989583287751226,0.9935058070936216,0.9999700700085495,0.9979177426312122,t25,t25
m12_joint_hybrid_synergy,std_w1.00_s0.15,standard_gaussian,1.0,0.15,1.0,true,0.6348776748799607,0.633061118131463,0.0018165567484976775,0.01506271590749618,0.018347074313313467,0.19640169051638687,0.22195660379177787,0.22464227757688746,0.21091067161472066,2148,0.6344651650773406,0.6313810201519001,0.013269705687567725,0.019667429027437587,0.22169788506488966,0.22020097994061438,2442,0.6283192113476559,0.6383234483339266,0.6183149743613853,-0.6344651650773397,-0.6313810201518996,-0.6376816569297239,-0.6370898801032477,824,-0.6547642952354207,-0.6483062421337173,875,580,1.0,1.0,1.0,1.0,t25,t25
m12_joint_hybrid_synergy,sta_w0.25,static_geometric,0.25,NaN,1.0,false,0.6311487111652002,0.633061118131463,-0.0019124069662628251,0.011563256885523504,0.018347074313313467,0.3127164277193055,0.22030415676033427,0.22004296990562178,0.21091067161472066,2148,0.630015128906896,0.6313810201519001,0.012967588966890715,0.019667429027437587,0.2196745661804823,0.22020097994061438,2442,0.6237377355036972,0.6294085325851,0.6180669384222943,-0.6300151289068951,-0.6313810201518996,-0.6374797257257238,-0.6370898801032477,824,-0.6440138841024601,-0.6483062421337173,875,580,0.25,0.25,0.25,0.0625,t25,t25
m12_joint_hybrid_synergy,sta_w0.40,static_geometric,0.4,NaN,1.0,false,0.630885717548983,0.633061118131463,-0.0021754005824800027,0.009311465588861315,0.018347074313313467,0.08296171839277293,0.22018260925553315,0.22015636638583436,0.21091067161472066,2148,0.6299858793948401,0.6313810201519001,0.00929907980349177,0.019667429027437587,0.21967800267878185,0.22020097994061438,2442,0.6235360232610043,0.6300245528036059,0.6170474937184028,-0.6299858793948403,-0.6313810201518996,-0.637463822287948,-0.6370898801032477,824,-0.6436794803040682,-0.6483062421337173,875,580,0.4,0.4,0.4,0.16000000000000003,t25,t25
m12_joint_hybrid_synergy,sta_w0.55,static_geometric,0.55,NaN,1.0,false,0.6311361681635698,0.633061118131463,-0.0019249499678932747,0.013278514291020196,0.018347074313313467,0.22354774891992024,0.22028332825188873,0.22065683462248312,0.21091067161472066,2148,0.6304331206309493,0.6313810201519001,0.010488201024428405,0.019667429027437587,0.21988214852668694,0.22020097994061438,2442,0.6239081332628815,0.6312622911756749,0.6165539753500882,-0.6304331206309497,-0.6313810201518996,-0.6374807544674718,-0.6370898801032477,824,-0.6446198784814258,-0.6483062421337173,875,580,0.55,0.55,0.55,0.30250000000000005,t25,t25
m12_joint_hybrid_synergy,sta_w0.70,static_geometric,0.7,NaN,1.0,false,0.6318898868619427,0.633061118131463,-0.0011712312695203453,0.01577601850759982,0.018347074313313467,0.18014908705903165,0.22061091452603254,0.2215627450383111,0.21091067161472066,2148,0.6313384003815082,0.6313810201519001,0.012352452935451964,0.019667429027437587,0.22028726868930776,0.22020097994061438,2442,0.624835814409951,0.6330794801864901,0.6165921486334119,-0.6313384003815081,-0.6313810201518996,-0.6375246863300492,-0.6370898801032477,824,-0.6468009692101223,-0.6483062421337173,875,580,0.7,0.7,0.7,0.48999999999999994,t25,t25
m12_joint_hybrid_synergy,sta_w0.85,static_geometric,0.85,NaN,1.0,false,0.6331388739228979,0.633061118131463,7.775579143487477e-5,0.01953409080382106,0.018347074313313467,0.17493524201270721,0.22116826946681542,0.22288818416184786,0.21091067161472066,2148,0.632686365148079,0.6313810201519001,0.018192622301158964,0.019667429027437587,0.22089291536952924,0.22020097994061438,2442,0.6263076706340905,0.6354419534779133,0.6171733877902679,-0.6326863651480782,-0.6313810201518996,-0.6375920588511834,-0.6370898801032477,824,-0.6501915734202202,-0.6483062421337173,875,580,0.85,0.85,0.85,0.7224999999999999,t25,t25
m12_joint_hybrid_synergy,sta_w1.00,static_geometric,1.0,NaN,1.0,true,0.6348776748799607,0.633061118131463,0.0018165567484976775,0.01506271590749618,0.018347074313313467,0.19640169051638687,0.22195660379177787,0.22464227757688746,0.21091067161472066,2148,0.6344651650773406,0.6313810201519001,0.013269705687567725,0.019667429027437587,0.22169788506488966,0.22020097994061438,2442,0.6283192113476559,0.6383234483339266,0.6183149743613853,-0.6344651650773397,-0.6313810201518996,-0.6376816569297239,-0.6370898801032477,824,-0.6547642952354207,-0.6483062421337173,875,580,1.0,1.0,1.0,1.0,t25,t25
m05_joint_production_wealth,inv_w0.25_s0.15,inverse_gaussian,0.25,0.15,1.0,false,0.6316602528524156,0.633061118131463,-0.0014008652790474807,0.015006700792587065,0.018347074313313467,0.04474283054457129,0.22046206814560892,0.2219703708262301,0.21091067161472066,2148,0.6314259767217073,0.6313810201519001,0.012192222258267481,0.019667429027437587,0.22026109195278126,0.22020097994061438,2442,0.625343082204827,0.6353769938782288,0.6153091705314252,-0.631425976721707,-0.6313810201518996,-0.6402754651786552,-0.6402389761854332,851,-0.6511611651218648,-0.6510763235992629,859,580,0.4302121736244386,0.2557383802867257,0.8702658704373777,0.18508279488421114,t25,t25
m05_joint_production_wealth,inv_w0.25_s0.25,inverse_gaussian,0.25,0.25,1.0,false,0.6304345005375219,0.633061118131463,-0.0026266175939411163,0.008324592790670575,0.018347074313313467,0.10259932862429288,0.21989860482373413,0.22091133653833053,0.21091067161472066,2148,0.6300159181900472,0.6313810201519001,0.004807130636902594,0.019667429027437587,0.2196202195967363,0.22020097994061438,2442,0.6239938724220141,0.6331503313804999,0.6148374134635284,-0.6300159181900464,-0.6313810201518996,-0.6402834263907861,-0.6402389761854332,851,-0.6476933516181265,-0.6510763235992629,859,580,0.320646362398779,0.25207089705837205,0.6012188670968254,0.10281414140644336,t25,t25
m05_joint_production_wealth,inv_w0.25_s0.35,inverse_gaussian,0.25,0.35,1.0,false,0.6302702903867858,0.633061118131463,-0.0027908277446772045,0.007647789706851488,0.018347074313313467,0.059612228102299714,0.21984844919466384,0.22047799112193217,0.21091067161472066,2148,0.6296189206107714,0.6313810201519001,0.006868501556171986,0.019667429027437587,0.21946543193628007,0.22020097994061438,2442,0.6234772135896218,0.6318601206613127,0.615094306517931,-0.6296189206107714,-0.6313810201518996,-0.6402251292623634,-0.6402389761854332,851,-0.6466029121815832,-0.6510763235992629,859,580,0.286916879720149,0.2510572957248838,0.45662694750944993,0.08232131069204764,t25,t25
m05_joint_production_wealth,inv_w0.25_s0.50,inverse_gaussian,0.25,0.5,1.0,false,0.6304437046180751,0.633061118131463,-0.002617413513387956,0.006566534259901824,0.018347074313313467,0.05434518217260492,0.21995523218981447,0.22025963050720937,0.21091067161472066,2148,0.6295803141034504,0.6313810201519001,0.007166699273081689,0.019667429027437587,0.2194697942820369,0.22020097994061438,2442,0.6232455077248307,0.6309618164357249,0.6155291990139365,-0.6295803141034515,-0.6313810201518996,-0.6401659148618749,-0.6402389761854332,851,-0.6463636600990128,-0.6510763235992629,859,580,0.26832213080585543,0.25051826131184923,0.3595589526007274,0.0719967696274073,t25,t25
m05_joint_production_wealth,inv_w0.25_s0.75,inverse_gaussian,0.25,0.75,1.0,false,0.6307225383984614,0.633061118131463,-0.0023385797330016667,0.005703838423290463,0.018347074313313467,0.09010062225263393,0.22010027127825638,0.22017801248744406,0.21091067161472066,2148,0.629716613440287,0.6313810201519001,0.006679683259205131,0.019667429027437587,0.21953922014646587,0.22020097994061438,2442,0.6232072406818062,0.6304564035060877,0.6159580778575247,-0.629716613440287,-0.6313810201518996,-0.640125077058318,-0.6402389761854332,851,-0.6465911880683953,-0.6510763235992629,859,580,0.2581991403227918,0.2502303825984764,0.3008340140946048,0.06666679682424209,t25,t25
m05_joint_production_wealth,inv_w0.25_s1.00,inverse_gaussian,0.25,1.0,1.0,false,0.6308731655419729,0.633061118131463,-0.0021879525894901164,0.0043064510815676825,0.018347074313313467,0.19063313596778186,0.22017463699829987,0.22016159502316845,0.21091067161472066,2148,0.6298142925344393,0.6313810201519001,0.0066137839273213315,0.019667429027437587,0.21958310117321045,0.22020097994061438,2442,0.6232274423695823,0.6302897965581122,0.6161650881810521,-0.629814292534439,-0.6313810201518996,-0.6401093574885209,-0.6402389761854332,851,-0.6467923934725297,-0.6510763235992629,859,580,0.2546231039706885,0.2501295989224369,0.27903246363907247,0.0648329253187207,t25,t25
m05_joint_production_wealth,inv_w0.40_s0.15,inverse_gaussian,0.4,0.15,1.0,false,0.631963548479251,0.633061118131463,-0.0010975696522120826,0.015486011869129401,0.018347074313313467,0.024985154264255904,0.22060417786567418,0.2222830470790811,0.21091067161472066,2148,0.6317100681697991,0.6313810201519001,0.013372709147918492,0.019667429027437587,0.22039686216633217,0.22020097994061438,2442,0.6255256626103084,0.6356667240923306,0.615384601128286,-0.6317100681697987,-0.6313810201518996,-0.6401379391839924,-0.6402389761854332,851,-0.6521045926406238,-0.6510763235992629,859,580,0.5441697388995509,0.40459070422938054,0.8962126963499022,0.2961208842857155,t25,t25
m05_joint_production_wealth,inv_w0.40_s0.25,inverse_gaussian,0.4,0.25,1.0,false,0.6307975919727712,0.633061118131463,-0.002263526158691853,0.0114782543406986,0.018347074313313467,0.03334155403873251,0.22006891269333664,0.221276184009514,0.21091067161472066,2148,0.6304203360794421,0.6313810201519001,0.009281098190592939,0.019667429027437587,0.2198104593742555,0.22020097994061438,2442,0.6242361129797275,0.6336708770364617,0.614801348922993,-0.6304203360794429,-0.6313810201518996,-0.6401311265203141,-0.6402389761854332,851,-0.648902838097482,-0.6510763235992629,859,580,0.45651708991902323,0.40165671764669764,0.6809750936774603,0.20840788646773306,t25,t25
m05_joint_production_wealth,inv_w0.40_s0.35,inverse_gaussian,0.4,0.35,1.0,false,0.6305074440512847,0.633061118131463,-0.0025536740801783697,0.008227851101787762,0.018347074313313467,0.04806865755292389,0.21995642181690309,0.22080136593513758,0.21091067161472066,2148,0.6299647805987745,0.6313810201519001,0.00728026921048299,0.019667429027437587,0.21962406004855795,0.22020097994061438,2442,0.6236500192177362,0.6324639166629831,0.6148361217724893,-0.6299647805987737,-0.6313810201518996,-0.6400734733172464,-0.6402389761854332,851,-0.647661338935692,-0.6510763235992629,859,580,0.4295335037761192,0.400845836579907,0.56530155800756,0.18449904035335818,t25,t25
m05_joint_production_wealth,inv_w0.40_s0.50,inverse_gaussian,0.4,0.5,1.0,false,0.6304887532358167,0.633061118131463,-0.002572364895646384,0.00517080824947509,0.018347074313313467,0.2780907531091097,0.21997157397976339,0.22050846179697592,0.21091067161472066,2148,0.6297943074330217,0.6313810201519001,0.004526327870880082,0.019667429027437587,0.21956679596493056,0.22020097994061438,2442,0.6232929482918157,0.6315697519866236,0.6150161445970077,-0.6297943074330207,-0.6313810201518996,-0.6400147243145473,-0.6402389761854332,851,-0.6470880041304256,-0.6510763235992629,859,580,0.4146577046446844,0.4004146090494794,0.48764716208058195,0.17194101441941442,t25,t25
