model,container,form,scheme,trust,panel,window,risk_lambda,kelly_fraction,n_bets,n_slates,total_return_pct,flat_roi_pct,max_drawdown_pct,sharpe_ann,calmar,win_rate,mean_exposure
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,18.0,0.3,974,99,76.12413477441908,17.791907364244082,-7.869237692785502,1.8066025992019121,9.673635204107445,0.3326488706365503,0.033844171766374644
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,15.0,0.3,974,99,75.98164497598331,17.724833883132423,-7.8692376927855054,1.7979567410606325,9.655528012026256,0.3326488706365503,0.03393686169784972
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,12.0,0.3,974,99,75.98164497598331,17.724833883132423,-7.8692376927855054,1.7979567410606325,9.655528012026256,0.3326488706365503,0.03393686169784972
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,10.0,0.3,974,99,75.98164497598331,17.724833883132423,-7.8692376927855054,1.7979567410606325,9.655528012026256,0.3326488706365503,0.03393686169784972
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,8.0,0.3,974,99,75.98164497598331,17.724833883132423,-7.8692376927855054,1.7979567410606325,9.655528012026256,0.3326488706365503,0.03393686169784972
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,23.0,0.4,1320,99,40.732957787542645,9.211675311453499,-14.584822841540987,1.079386545226695,2.7928318519938173,0.3613636363636364,0.040705933467906734
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,18.0,0.4,1320,99,52.512973861489165,9.206426909861872,-18.169991133266556,1.0561627593835559,2.8900935325909822,0.3613636363636364,0.051474690720761246
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,15.0,0.4,1320,99,63.40131534080753,9.201831612673441,-21.307819108802775,1.0351732986846915,2.9754952872964324,0.3613636363636364,0.06118612717762824
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,12.0,0.4,1320,99,79.68877008987639,9.1953402536044,-25.743951411967153,1.004346635095319,3.0954366256624,0.3613636363636364,0.07541245635151332
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,10.0,0.4,1320,99,96.46967857768523,9.24427212437248,-29.618390200905104,0.9805411315377685,3.2570871652145774,0.3613636363636364,0.0890924457007602
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,8.0,0.4,1320,99,126.40509547166778,9.599758419027554,-32.75174741620723,0.9815781685998385,3.859491643768482,0.3613636363636364,0.10755382158091549
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,23.0,0.4,974,99,66.5584705007459,17.62090550620523,-7.848103488117922,1.7749732890363796,8.48083496879416,0.3326488706365503,0.03069250639819087
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,18.0,0.4,974,99,88.12334756886295,17.524320144616652,-9.898397798661087,1.7459554817015415,8.902789053475201,0.3326488706365503,0.038732692581192156
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,15.0,0.4,974,99,104.03473502202836,17.627698775798766,-10.387096471892152,1.7744930308053488,10.015766706658594,0.3326488706365503,0.04370212093740723
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,12.0,0.4,974,99,109.70252788059275,17.724833883132415,-10.406344839276095,1.7745394441409073,10.541888585754773,0.3326488706365503,0.0452491489304663
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,10.0,0.4,974,99,109.70252788059275,17.724833883132415,-10.406344839276095,1.7745394441409073,10.541888585754773,0.3326488706365503,0.0452491489304663
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,8.0,0.4,974,99,109.70252788059275,17.724833883132415,-10.406344839276095,1.7745394441409073,10.541888585754773,0.3326488706365503,0.0452491489304663
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,23.0,0.5,1320,99,40.73295778754269,9.211675311453504,-14.584822841540937,1.0793865452266969,2.7928318519938298,0.3613636363636364,0.040705933467906665
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,18.0,0.5,1320,99,52.51297386148974,9.20642690986195,-18.169991133266556,1.0561627593835632,2.8900935325910138,0.3613636363636364,0.051474690720761274
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,15.0,0.5,1320,99,63.401315340807464,9.201831612673436,-21.307819108802843,1.03517329868469,2.97549528729642,0.3613636363636364,0.061186127177628204
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,12.0,0.5,1320,99,79.68877008987631,9.195340253604389,-25.74395141196717,1.0043466350953187,3.095436625662395,0.3613636363636364,0.07541245635151328
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,10.0,0.5,1320,99,96.46967857768544,9.24427212437251,-29.618390200905072,0.9805411315377717,3.2570871652145885,0.3613636363636364,0.08909244570076018
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,8.0,0.5,1320,99,126.40509547166747,9.599758419027536,-32.7517474162072,0.9815781685998368,3.8594916437684756,0.3613636363636364,0.10755382158091539
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,23.0,0.5,974,99,66.55847050074732,17.620905506205496,-7.8481034881179,1.7749732890364058,8.480834968794365,0.3326488706365503,0.030692506398190895
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,18.0,0.5,974,99,89.05701830078137,17.61765627371205,-9.868753147767537,1.756727355829695,9.024140837986957,0.3326488706365503,0.03882035670134246
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,15.0,0.5,974,99,110.4519720509931,17.544615149622352,-11.676038101302604,1.7317743841970017,9.459713225727727,0.3326488706365503,0.04609226934813872
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,12.0,0.5,974,99,138.29255405826984,17.579796216563384,-12.862720268235503,1.7456188038711782,10.75142358493043,0.3326488706365503,0.05425783157446616
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,10.0,0.5,974,99,148.58203978833782,17.751413864802,-12.900536384465614,1.7534734303715054,11.517508680279004,0.3326488706365503,0.056538359677562634
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,8.0,0.5,974,99,148.30638064965038,17.72483388313243,-12.90053638446562,1.750915600727268,11.496140643286415,0.3326488706365503,0.05656143616308287
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,23.0,0.6,1320,99,40.73295778754251,9.211675311453474,-14.584822841541033,1.0793865452266942,2.792831851993799,0.3613636363636364,0.040705933467906706
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,18.0,0.6,1320,99,52.51297386148948,9.206426909861914,-18.169991133266574,1.056162759383562,2.8900935325909964,0.3613636363636364,0.05147469072076127
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,15.0,0.6,1320,99,63.40131534080804,9.201831612673471,-21.307819108802814,1.035173298684695,2.975495287296451,0.3613636363636364,0.061186127177628266
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,12.0,0.6,1320,99,79.6887700898764,9.195340253604423,-25.743951411967213,1.0043466350953205,3.0954366256623933,0.3613636363636364,0.0754124563515133
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,10.0,0.6,1320,99,96.46967857768504,9.24427212437249,-29.618390200905086,0.9805411315377685,3.2570871652145734,0.3613636363636364,0.08909244570076025
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,flat_1.0,F,full,8.0,0.6,1320,99,126.40509547166828,9.599758419027555,-32.751747416207174,0.9815781685998398,3.859491643768504,0.3613636363636364,0.10755382158091546
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,23.0,0.6,974,99,66.55847050074672,17.620905506205332,-7.848103488117873,1.7749732890363965,8.480834968794317,0.3326488706365503,0.030692506398190943
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,18.0,0.6,974,99,89.0570183007823,17.617656273712168,-9.868753147767519,1.7567273558297067,9.02414083798707,0.3326488706365503,0.03882035670134251
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,15.0,0.6,974,99,111.32864305181651,17.614794753994087,-11.67082556874724,1.7401896237586065,9.53905466207449,0.3326488706365503,0.04615328925703102
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,12.0,0.6,974,99,146.0645634717258,17.52802718547155,-14.301758785862598,1.705747886231546,10.213049014371,0.3326488706365503,0.056809044150943074
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,10.0,0.6,974,99,176.0764896191661,17.54656665356821,-15.291265148391982,1.718111210754211,11.514841179618298,0.3326488706365503,0.06463938355563882
m12_joint_hybrid_synergy,inv_D_tot,inv,D_tot,canonical_P1,F,full,8.0,0.6,974,99,192.42491675207432,17.74068317277213,-15.35187749128377,1.728627653676441,12.53429209953806,0.3326488706365503,0.06785720843373992
m05_joint_production_wealth,raw,none,none,flat_1.0,P,full,23.0,0.3,1595,99,93.23398562246072,9.023408780998404,-22.73179591720139,1.1325702219683647,4.10147908955621,0.3711598746081505,0.08497536024447168
m05_joint_production_wealth,raw,none,none,flat_1.0,O,evaluation,23.0,0.3,848,50,9.350998001128152,3.051963629471994,-22.731795917201385,0.304000902172655,0.41136204262911563,0.375,0.09705999250451977
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,18.0,0.3,1595,99,121.72508704825673,9.00446087147331,-28.060869466818538,1.0859888956455273,4.337894347578731,0.3711598746081505,0.10722303706563842
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,15.0,0.3,1595,99,152.92090923814428,9.209323509227733,-31.594522166951066,1.075101591338567,4.84010830833532,0.3711598746081505,0.12607868888496987
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,12.0,0.3,1595,99,215.61806598016454,9.903978115048274,-35.95790092010244,1.107865978360373,5.996403028621234,0.3711598746081505,0.15008768734300387
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,10.0,0.3,1595,99,292.9163772494443,10.713073354517404,-40.26720872235047,1.1698870908313688,7.274315418015551,0.3711598746081505,0.16793707928101484
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,8.0,0.3,1595,99,370.42492266817436,11.205453976672807,-44.77317512491638,1.2078918243277224,8.27336729268575,0.3711598746081505,0.18458894874632983
m05_joint_production_wealth,raw,none,none,canonical_P1,P,full,23.0,0.3,1113,99,130.15276802337246,14.66887912841222,-16.0657856083645,1.5444444505204973,8.101238943186797,0.3225516621743037,0.06348657466852299
m05_joint_production_wealth,raw,none,none,canonical_P1,O,evaluation,23.0,0.3,541,50,30.09058386765606,9.214553563420408,-16.0657856083645,0.944673727804912,1.8729606258401508,0.3197781885397412,0.06873658308812551
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,18.0,0.3,1113,99,151.60815954266894,14.743361269331041,-18.11819536789488,1.539322780115132,8.367729592502126,0.3225516621743037,0.07070064611114908
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,15.0,0.3,1113,99,150.77852128514152,14.672940982739036,-18.168894312395896,1.5294719905930056,8.2987175054605,0.3225516621743037,0.07085023174567626
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,12.0,0.3,1113,99,150.77852128514152,14.672940982739036,-18.168894312395896,1.5294719905930056,8.2987175054605,0.3225516621743037,0.07085023174567626
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,10.0,0.3,1113,99,150.77852128514152,14.672940982739036,-18.168894312395896,1.5294719905930056,8.2987175054605,0.3225516621743037,0.07085023174567626
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,8.0,0.3,1113,99,150.77852128514152,14.672940982739036,-18.168894312395896,1.5294719905930056,8.2987175054605,0.3225516621743037,0.07085023174567626
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,23.0,0.4,1595,99,93.23398562246021,9.023408780998365,-22.73179591720135,1.1325702219683595,4.101479089556195,0.3711598746081505,0.08497536024447169
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,18.0,0.4,1595,99,121.72508704825682,9.004460871473306,-28.060869466818566,1.0859888956455277,4.33789434757873,0.3711598746081505,0.10722303706563843
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,15.0,0.4,1595,99,152.92090923814382,9.209323509227717,-31.594522166951055,1.0751015913385649,4.8401083083353065,0.3711598746081505,0.12607868888496987
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,12.0,0.4,1595,99,215.6180659801641,9.90397811504826,-35.95790092010243,1.1078659783603717,5.9964030286212235,0.3711598746081505,0.15008768734300398
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,10.0,0.4,1595,99,292.9163772494444,10.713073354517407,-40.26720872235049,1.1698870908313685,7.27431541801555,0.3711598746081505,0.16793707928101484
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,8.0,0.4,1595,99,370.4249226681733,11.205453976672782,-44.77317512491634,1.2078918243277206,8.273367292685732,0.3711598746081505,0.1845889487463299
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,23.0,0.4,1113,99,129.04105789582925,14.54164067019307,-16.64788585474427,1.5230636133523547,7.751197901147038,0.3225516621743037,0.06379799256688899
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,18.0,0.4,1113,99,177.97580937976204,14.588833535196446,-20.453178802858922,1.4937510203693385,8.701620960497582,0.3225516621743037,0.0806331456850804
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,15.0,0.4,1113,99,221.3299142258755,14.89099066078833,-22.33528302973393,1.5156839271303708,9.909429575225406,0.3225516621743037,0.09144717294450593
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,12.0,0.4,1113,99,223.89737342279165,14.655208983306924,-24.159425900875533,1.4760720990401908,9.267495607777569,0.3225516621743037,0.09430158334284505
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,10.0,0.4,1113,99,223.89737342279165,14.655208983306924,-24.159425900875533,1.4760720990401908,9.267495607777569,0.3225516621743037,0.09430158334284505
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,8.0,0.4,1113,99,223.89737342279165,14.655208983306924,-24.159425900875533,1.4760720990401908,9.267495607777569,0.3225516621743037,0.09430158334284505
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,23.0,0.5,1595,99,93.23398562246108,9.023408780998418,-22.73179591720139,1.1325702219683662,4.101479089556226,0.3711598746081505,0.08497536024447168
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,18.0,0.5,1595,99,121.72508704825748,9.004460871473327,-28.060869466818556,1.085988895645532,4.337894347578755,0.3711598746081505,0.10722303706563846
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,15.0,0.5,1595,99,152.92090923814396,9.209323509227723,-31.594522166951062,1.0751015913385655,4.84010830833531,0.3711598746081505,0.12607868888496987
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,12.0,0.5,1595,99,215.61806598016466,9.903978115048277,-35.95790092010243,1.1078659783603735,5.996403028621239,0.3711598746081505,0.1500876873430039
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,10.0,0.5,1595,99,292.9163772494443,10.713073354517395,-40.26720872235047,1.1698870908313679,7.274315418015551,0.3711598746081505,0.16793707928101487
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,8.0,0.5,1595,99,370.4249226681733,11.205453976672791,-44.77317512491633,1.2078918243277197,8.273367292685734,0.3711598746081505,0.18458894874632983
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,23.0,0.5,1113,99,129.04105789582846,14.541640670192999,-16.647885854744253,1.5230636133523459,7.751197901146998,0.3225516621743037,0.06379799256688903
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,18.0,0.5,1113,99,177.13499628158195,14.541092179226508,-20.717595533827687,1.4868322585622438,8.549978494963662,0.3225516621743037,0.08071535426471703
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,15.0,0.5,1113,99,224.1347126122272,14.515645976288658,-24.271859266590614,1.4484237928296577,9.234344602547237,0.3225516621743037,0.09576215595827589
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,12.0,0.5,1113,99,298.26363818048236,14.812119639642875,-27.121125560247116,1.4541855328149875,10.997465334464707,0.3225516621743037,0.11302544464328833
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,10.0,0.5,1113,99,304.9369391902843,14.618817290537145,-31.221382124192015,1.4150966588210245,9.766926332002537,0.3225516621743037,0.11719241270145846
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,8.0,0.5,1113,99,304.6974278455077,14.61175987183531,-31.22138212419196,1.4144414917234212,9.759254943726923,0.3225516621743037,0.11720907495464795
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,23.0,0.6,1595,99,93.23398562246072,9.023408780998404,-22.73179591720139,1.1325702219683647,4.10147908955621,0.3711598746081505,0.08497536024447168
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,18.0,0.6,1595,99,121.72508704825673,9.00446087147331,-28.060869466818538,1.0859888956455273,4.337894347578731,0.3711598746081505,0.10722303706563842
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,15.0,0.6,1595,99,152.92090923814428,9.209323509227733,-31.594522166951066,1.075101591338567,4.84010830833532,0.3711598746081505,0.12607868888496987
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,12.0,0.6,1595,99,215.61806598016454,9.903978115048274,-35.95790092010244,1.107865978360373,5.996403028621234,0.3711598746081505,0.15008768734300387
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,10.0,0.6,1595,99,292.9163772494443,10.713073354517404,-40.26720872235047,1.1698870908313688,7.274315418015551,0.3711598746081505,0.16793707928101484
m05_joint_production_wealth,raw,none,none,flat_1.0,F,full,8.0,0.6,1595,99,370.42492266817436,11.205453976672807,-44.77317512491638,1.2078918243277224,8.27336729268575,0.3711598746081505,0.18458894874632983
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,23.0,0.6,1113,99,129.04105789582948,14.5416406701931,-16.647885854744242,1.5230636133523565,7.751197901147065,0.3225516621743037,0.06379799256688894
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,18.0,0.6,1113,99,177.13499628158283,14.541092179226535,-20.717595533827698,1.4868322585622467,8.549978494963701,0.3225516621743037,0.08071535426471707
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,15.0,0.6,1113,99,224.25757325556157,14.518056981713842,-24.27185926659065,1.448862130982038,9.23940645800646,0.3225516621743037,0.09577345554067786
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,12.0,0.6,1113,99,298.4975730036688,14.472703013198753,-29.201604632497123,1.3894054495913837,10.221957894446819,0.3225516621743037,0.11748759623258473
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,10.0,0.6,1113,99,384.8930822878161,14.88424290835482,-32.33133812315166,1.4051650310557486,11.904644367694878,0.3225516621743037,0.1332909340150653
m05_joint_production_wealth,raw,none,none,canonical_P1,F,full,8.0,0.6,1113,99,396.72249762415095,14.778908494531263,-37.448490412747105,1.3674284155580452,10.593818155327043,0.3225516621743037,0.13819253987290217
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,P,full,23.0,0.3,1497,99,52.78645136105584,8.583474816215544,-13.685827059408687,1.2056956779849617,3.857015811460688,0.3700734802939212,0.05419256920464991
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,O,evaluation,23.0,0.3,794,50,8.87230211553225,3.5399453235433014,-13.685827059408664,0.48544832158900797,0.6482839566084363,0.3690176322418136,0.05977870582187439
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,18.0,0.3,1497,99,68.83863713008517,8.58190645660522,-17.05865233356654,1.180831441338517,4.035408881311829,0.3700734802939212,0.0685176086316092
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,15.0,0.3,1497,99,83.96363957085636,8.5805237504774,-20.014947382524422,1.1583339119485285,4.195046730133662,0.3700734802939212,0.08143244508489104
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,12.0,0.3,1497,99,107.0853858020432,8.578551983576892,-24.202797328217812,1.1252474160204666,4.424504504576145,0.3700734802939212,0.10034555207060245
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,10.0,0.3,1497,99,130.44481078368025,8.576695676244642,-28.115708870824868,1.0929283461089074,4.6395704046800805,0.3700734802939212,0.1187276205593591
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,8.0,0.3,1497,99,167.40467165382307,8.754587033632937,-32.944321359493564,1.0631093098713305,5.081442407845565,0.3700734802939212,0.14285565241582768
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,P,full,23.0,0.3,1078,99,63.011300759555965,12.916433000917241,-10.835585223281095,1.4841650866731766,5.815218971668582,0.32560296846011133,0.04076472109579719
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,O,evaluation,23.0,0.3,526,50,19.987298283477916,9.544902035031265,-9.078704520685656,1.0813064690230418,2.2015584093454343,0.3155893536121673,0.04229406522402672
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,18.0,0.3,1078,99,72.20890200072998,12.917590378467288,-13.913480957819955,1.4828587854624167,5.189851642420624,0.32560296846011133,0.04566702787040446
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,15.0,0.3,1078,99,71.98935131490994,12.866930629308296,-14.023842206931677,1.4772134553237164,5.133354344170186,0.32560296846011133,0.045754948984342195
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,12.0,0.3,1078,99,71.98935131490994,12.866930629308296,-14.023842206931677,1.4772134553237164,5.133354344170186,0.32560296846011133,0.045754948984342195
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,10.0,0.3,1078,99,71.98935131490994,12.866930629308296,-14.023842206931677,1.4772134553237164,5.133354344170186,0.32560296846011133,0.045754948984342195
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,8.0,0.3,1078,99,71.98935131490994,12.866930629308296,-14.023842206931677,1.4772134553237164,5.133354344170186,0.32560296846011133,0.045754948984342195
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,23.0,0.4,1497,99,52.78645136105604,8.58347481621557,-13.685827059408656,1.205695677984965,3.8570158114607116,0.3700734802939212,0.054192569204649904
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,18.0,0.4,1497,99,68.83863713008506,8.581906456605221,-17.058652333566556,1.180831441338518,4.0354088813118185,0.3700734802939212,0.06851760863160915
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,15.0,0.4,1497,99,83.9636395708563,8.580523750477411,-20.014947382524447,1.1583339119485292,4.195046730133654,0.3700734802939212,0.08143244508489095
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,12.0,0.4,1497,99,107.08538580204392,8.578551983576931,-24.20279732821786,1.1252474160204713,4.424504504576166,0.3700734802939212,0.10034555207060236
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,10.0,0.4,1497,99,130.4448107836794,8.576695676244615,-28.11570887082486,1.0929283461089048,4.639570404680051,0.3700734802939212,0.11872762055935912
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,8.0,0.4,1497,99,167.4046716538236,8.754587033632951,-32.944321359493564,1.0631093098713331,5.081442407845582,0.3700734802939212,0.14285565241582768
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,23.0,0.4,1078,99,63.07851801960764,12.877402424237296,-10.736064453592885,1.477264125582958,5.875385556063615,0.32560296846011133,0.04094802267973515
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,18.0,0.4,1078,99,83.51510214785884,12.874958864932285,-13.631709544904139,1.4554395440560963,6.126531809730262,0.32560296846011133,0.051743237857616725
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,15.0,0.4,1078,99,101.83184308300453,13.165701318766509,-16.674747249288433,1.4826264908629798,6.106949722272404,0.32560296846011133,0.05908073952055092
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,12.0,0.4,1078,99,102.47766080250051,12.866930629308282,-18.53834864085772,1.4472359515046584,5.527874288470558,0.32560296846011133,0.0610065986457896
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,10.0,0.4,1078,99,102.47766080250051,12.866930629308282,-18.53834864085772,1.4472359515046584,5.527874288470558,0.32560296846011133,0.0610065986457896
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,8.0,0.4,1078,99,102.47766080250051,12.866930629308282,-18.53834864085772,1.4472359515046584,5.527874288470558,0.32560296846011133,0.0610065986457896
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,23.0,0.5,1497,99,52.78645136105617,8.58347481621559,-13.68582705940864,1.205695677984969,3.857015811460726,0.3700734802939212,0.05419256920464991
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,18.0,0.5,1497,99,68.83863713008505,8.581906456605195,-17.058652333566553,1.1808314413385161,4.0354088813118185,0.3700734802939212,0.06851760863160923
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,15.0,0.5,1497,99,83.9636395708558,8.580523750477365,-20.014947382524422,1.1583339119485223,4.195046730133633,0.3700734802939212,0.081432445084891
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,12.0,0.5,1497,99,107.08538580204427,8.578551983576952,-24.202797328217883,1.125247416020473,4.424504504576176,0.3700734802939212,0.10034555207060236
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,10.0,0.5,1497,99,130.44481078367986,8.576695676244638,-28.11570887082485,1.092928346108907,4.639570404680069,0.3700734802939212,0.1187276205593591
m05_joint_production_wealth,std_A_pool,std,A_pool,flat_1.0,F,full,8.0,0.5,1497,99,167.4046716538238,8.75458703363296,-32.944321359493586,1.0631093098713338,5.081442407845585,0.3700734802939212,0.14285565241582773
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,23.0,0.5,1078,99,63.0785180196072,12.877402424237228,-10.736064453592846,1.4772641255829522,5.875385556063596,0.32560296846011133,0.04094802267973519
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,18.0,0.5,1078,99,83.5974559930715,12.87706354854738,-13.562001167285642,1.4556510367300992,6.16409444018674,0.32560296846011133,0.0517749805021395
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,15.0,0.5,1078,99,103.5755229641675,12.881122107713946,-16.098277817060588,1.436531072444175,6.433950521986925,0.32560296846011133,0.06153285953540491
m05_joint_production_wealth,std_A_pool,std,A_pool,canonical_P1,F,full,12.0,0.5,1078,99,134.6312363594699,13.174447954380023,-20.38641224572582,1.4543411819903163,6.603969091603966,0.32560296846011133,0.0733673600415949
