model,container,price,trust,family,selection,n_bets,win_rate,mean_odds,p_model,p_market,stake_units,pnl_units,mean_payoff,flat_roi,kelly_roi,capital_share,efficiency,edge,calibration
m12_joint_hybrid_synergy,std_t25,close,flat_1.0,O/U 1.5_over_15,over_15,14,0.7142857142857143,1.3791108756982482,0.7481358684129598,0.7238722096157969,89.37517540112303,-11.19367394009799,-0.011823488097542325,-1.1823488097542325,-12.524365843042963,1.5126917019557051,-1.8670640064670379,0.024263658797162857,-0.03385015412724546
m12_joint_hybrid_synergy,std_t25,close,flat_1.0,O/U 1.5_under_15,under_15,32,0.25,5.032232161864805,0.23086042128756407,0.20427670322501765,70.2480658228434,40.35785428907633,0.2621224981340058,26.21224981340058,57.450484673633085,1.1889617645138422,8.56440425267595,0.02658371806254642,0.019139578712435934
m12_joint_hybrid_synergy,std_t25,close,flat_1.0,O/U 3.5_over_35,over_35,19,0.21052631578947367,3.6064125297913705,0.300755064760518,0.2821462078174828,52.84948930268295,-14.23524485191191,-0.17536829616915245,-17.536829616915245,-26.935444485343865,0.8944875751232457,-4.015388844993841,0.018608856943035212,-0.09022874897104433
m12_joint_hybrid_synergy,std_t25,close,canonical_P1,1X2_home,home,260,0.36153846153846153,3.3388739076859952,0.3726176212776849,0.32907584498484704,2019.9007347959655,155.7920083294694,0.08329749202770417,8.329749202770417,7.712854678732828,39.479172852590494,0.703422362091275,0.04354177629283784,-0.011079159739223354
m12_joint_hybrid_synergy,std_t25,close,canonical_P1,1X2_away,away,336,0.2648809523809524,4.526230260038032,0.3033496053713448,0.2587997563464762,1834.697094413685,107.95549547358965,0.03202616943042515,3.2026169430425147,5.884104564306243,35.85934817228529,0.5366379769644981,0.04454984902486864,-0.03846865299039243
m12_joint_hybrid_synergy,std_t25,close,canonical_P1,1X2_draw,draw,284,0.23943661971830985,4.177490001559571,0.2483068195628331,0.24535770732276319,661.4871434863408,53.35370001392652,-0.014089109135902405,-1.4089109135902405,8.065719876689975,12.928835970794132,0.7356041263518198,0.002949112240069912,-0.008870199844523252
m12_joint_hybrid_synergy,std_t25,close,canonical_P1,O/U 2.5_under_25,under_25,125,0.504,2.2532159031833627,0.4784454405172404,0.4492234742108495,600.2854799930305,243.89634062889925,0.13057324733145398,13.057324733145398,40.63005832353815,11.732643004330097,3.7055140785493177,0.0292219663063909,0.025554559482759587
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,1X2_away,away,322,0.2670807453416149,4.541895465314236,0.30242039216643946,0.25647619549986966,2155.514971988888,160.23386087434778,0.038193244343202884,3.8193244343202886,7.433669585069056,34.29484419343851,0.8105935133425811,0.04594419666656979,-0.035339646824824544
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,1X2_home,home,268,0.3582089552238806,3.301790318153882,0.37274213152289165,0.3294762631792898,1890.4491832096933,247.02553145898094,0.08851552876510825,8.851552876510825,13.067028389494682,30.077573589743423,1.424874798371785,0.043265868343601854,-0.014533176299011075
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,1X2_draw,draw,273,0.2454212454212454,4.177299250838147,0.2487084380770466,0.24482527894249104,784.3046289862872,83.59032694198001,0.005711428196782287,0.5711428196782287,10.657890295766888,12.478505322771644,1.1621738955169378,0.0038831591345555583,-0.0032871926558011855
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 2.5_under_25,under_25,130,0.5461538461538461,2.232674490931218,0.4806511075914286,0.4533431869072996,559.5121406300842,210.57016981105616,0.20472397713047624,20.472397713047624,37.634602454546645,8.901994157591457,4.103809602750712,0.027307920684129017,0.0655027385624175
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 3.5_under_35,under_35,53,0.5660377358490566,1.5808616680052043,0.672548908342209,0.635641952501528,347.944961924093,-79.09098322589534,-0.13953688624445726,-13.953688624445725,-22.730889043063566,5.5359013563558666,-2.4786562006772472,0.036906955840681044,-0.10651117249315245
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 2.5_over_25,over_25,38,0.5,2.1030721474074774,0.5064492661505263,0.47552362406756155,160.20227871033975,21.457699798674263,0.06436618874001834,6.436618874001835,13.39412895460228,2.548862921019523,1.4605429960570133,0.030925642082964777,-0.006449266150526323
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,BTTS_btts_yes,btts_yes,26,0.5,1.842446761559709,0.5606160319239645,0.5499531967366377,134.47011813122919,-70.36236542176192,-0.14170606168425331,-14.170606168425332,-52.325651527349294,2.139457071703211,-5.705773336319149,0.010662835187326802,-0.060616031923964475
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,BTTS_btts_no,btts_no,27,0.2962962962962963,2.4900127335859548,0.43103576317192954,0.4030831019490689,98.20473252157976,-31.10972575958242,-0.26506482458366115,-26.506482458366115,-31.678438462979663,1.5624646753338547,-3.454328503178272,0.027952661222860664,-0.13473946687563326
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 1.5_under_15,under_15,27,0.2222222222222222,4.961005485407136,0.23082435955021474,0.20562635395590367,61.09937102930101,19.794096286644482,0.1111244687310261,11.112446873102611,32.396563095800055,0.9721080284743068,3.5326353424148356,0.025198005594311068,-0.008602137327992532
m12_joint_hybrid_synergy,std_t25,t25,flat_1.0,O/U 1.5_over_15,over_15,10,0.8,1.3626276463262765,0.7547714252845217,0.7310631821451161,57.65872291015693,4.366008783296236,0.09069509339975093,9.069509339975093,7.572156584354623,0.9173663575957147,0.825694623503387,0.02370824313940556,0.045228574715478365
